unit_id,source_group,source_id,title,author,source_archive,source_url,epoch_bucket,original_split,final_decision,routing_status,attribution_id,line_count,logical_character_count,logical_byte_count,logical_sha256,storage_kind,storage_path,byte_start,byte_end,activation_status,training_eligible,canonical_author_key,author_group_id,author_resolution_status,work_group_id,split_group_id,v7_split,v7_split_tier,v7_split_decision,v8_rendering_policy,source_tei_sha256,source_line_text_sha256,source_storage_path,source_byte_start,source_byte_end,source_logical_sha256,supersedes_logical_sha256,v8_normalization_policy,long_s_replacement_count,base_v7_split,base_v7_training_eligible,v8_split,v8_split_group_id,v8_split_decision,v8_training_eligible
bibit:sonnet:bibit000118:sonnet_0021,bibit,bibit000118:sonnet_0021,Crestomazia italiana (Poesia),Benedetto Menzini,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,546,549,147a2d5e94a5acf37d2ef341ee3e75a5f1c697b76eaea0ec62fd13190d02e493,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1034728,1035277,v8_train,true,benedetto menzini,author:b45fd70cd13e3ccb,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,6109f56de8497df0f3af2418f01498ac234c61f3d91a2ed08f02662c30e9afee,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1037663,1038213,0a9a6606d36fb9a4d4b2e63579c7253d96f8d7d7de23015e0b723bf732df2cc0,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:6594ecf005533923,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0022,bibit,bibit000118:sonnet_0022,Crestomazia italiana (Poesia),Benedetto Menzini,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,528,530,f938c3c78768ab9019d335bfd7e1fe49fb950563e3412420393947eef6bfc26c,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1035278,1035808,v8_train,true,benedetto menzini,author:b45fd70cd13e3ccb,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,7e6399076bc34862bf34418a4a417ce26e6e4f422560a7b167ed7a9008315942,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1038214,1038745,511a545843fed6c9ca12d22cbf1e7265d6d7efaaeb8e13846bb2ad0b6eddee30,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:6594ecf005533923,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0023,bibit,bibit000118:sonnet_0023,Crestomazia italiana (Poesia),Giambattista Felice Zappi,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,571,574,5cba155af86336a717deb5f30b8f648ece198f4367fe1f66b756f1d083bda165,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1035809,1036383,v8_train,false,felice giambattista zappi,author:a2c144efe0e93df2,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,67ffb48517d8363c111cecc8d4328342acc1e37151d563291ca6b1e8de543da9,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1038746,1039321,c43015618e8c1134ea8bba95b33513384bdc906b8d64f96a19f6bba7fd01643e,,long_s_u017f_to_ascii_s_v1,0,train,true,quarantine,v8split:4b754a5dc9370677,quarantine_author_or_work_collision_with_fixed_heldout,false
bibit:sonnet:bibit000118:sonnet_0024,bibit,bibit000118:sonnet_0024,Crestomazia italiana (Poesia),Giambattista Felice Zappi,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,544,545,63ad1604537f7393569819b339dd6a29d46fe8ea317f106bb4b3a9a677eaa611,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1036384,1036929,v8_train,false,felice giambattista zappi,author:a2c144efe0e93df2,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,5afa7fac0b18564da78feb1526ea53ca3120fe7673d0af7022988386490c327d,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1039322,1039868,8187907b6f3685a41732927faf85b07c7d3a9066296e0e50df049e928d24c6d7,,long_s_u017f_to_ascii_s_v1,0,train,true,quarantine,v8split:4b754a5dc9370677,quarantine_author_or_work_collision_with_fixed_heldout,false
bibit:sonnet:bibit000118:sonnet_0025,bibit,bibit000118:sonnet_0025,Crestomazia italiana (Poesia),Giambattista Felice Zappi,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,559,564,62da3a605ba3c8457047856ad2261d8187db4fdeec89aec08b237ca01a1693b4,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1036930,1037494,v8_train,false,felice giambattista zappi,author:a2c144efe0e93df2,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,64baa70e32863caaf8388734ab7ef65d9b4beb68399a6e306f4af02b744f140d,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1039869,1040434,dffd876e1e3850ad893c7dccd46cb1e0d3ab50483cac8417f9c7885fa95ece82,,long_s_u017f_to_ascii_s_v1,0,train,true,quarantine,v8split:4b754a5dc9370677,quarantine_author_or_work_collision_with_fixed_heldout,false
bibit:sonnet:bibit000118:sonnet_0026,bibit,bibit000118:sonnet_0026,Crestomazia italiana (Poesia),Giambattista Felice Zappi,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,544,552,f3635c85cc7f77d7755847c46e4d8345791f22e3fa608e6b5c322a23468aee96,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1037495,1038047,v8_train,false,felice giambattista zappi,author:a2c144efe0e93df2,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,553a6bb409fc02d7c7242dab516f39bec3f401598ded40641c5794bc7eb837f3,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1040435,1040988,683660c3251a634fd2bcb4c9b789ab73537b4414fb6af2a3e770c0595a2ff220,,long_s_u017f_to_ascii_s_v1,0,train,true,quarantine,v8split:4b754a5dc9370677,quarantine_author_or_work_collision_with_fixed_heldout,false
bibit:sonnet:bibit000118:sonnet_0027,bibit,bibit000118:sonnet_0027,Crestomazia italiana (Poesia),Eustachio Manfredi,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,553,559,bc7707038168abc7e711fb4962bf2c806b6901d7c5aad01eace02401bdae6c1d,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1038048,1038607,v8_train,true,eustachio manfredi,author:e87f85ad8e5ad71e,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,b605d278da2207dfcb86187229e37174dc613e065dcc1ed3ded46e1cc7e17a2a,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1040989,1041549,2dc46c60add8662ced899edbd2cfc1eb63d44c35022e045e01fea651ef5a6afd,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:113344bd196c326c,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0028,bibit,bibit000118:sonnet_0028,Crestomazia italiana (Poesia),Eustachio Manfredi,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,570,574,ff13ae964e230c829c493f02d6c2de447da7fb06cdc654ef0da569ced0602be4,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1038608,1039182,v8_train,true,eustachio manfredi,author:e87f85ad8e5ad71e,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,903bfc85d3d07048af9e8d9aacbaf3692c45d185c107a0d82e94b1941d444f4c,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1041550,1042125,08eb67d26faa47f73627f557c25f9e86baafb9fdb030fd5dbda24cc98f1e320a,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:113344bd196c326c,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0029,bibit,bibit000118:sonnet_0029,Crestomazia italiana (Poesia),Ferdinando Antonio Ghedini,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,544,550,1f90bc0899bc162f919df7cd8a9c781e291f49ab47cb6f5e88a827abe17a7624,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1039183,1039733,v8_train,true,antonio ferdinando ghedini,author:11a71eb89ad631de,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,d6c17432b37ec6a14db873f9a72fdf5f283d247ccb51a1c7b22e87693178c9cc,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1042126,1042677,dcea9ad1e73683c727481cac1116534c62f3315554f8abe046657922b826d0ca,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:8561379c6c4fa214,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0030,bibit,bibit000118:sonnet_0030,Crestomazia italiana (Poesia),Clemente Bondi,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,506,507,4598ad6bf94af635633afdba397341216225dada93e1e716e8ab4d824ef05988,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1039734,1040241,v8_train,true,bondi clemente,author:299c3dc1a1d524af,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,d77d6773e174c01a227e2178041180c4638bc9f1ce43702866cb1a8dcb3c764d,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1042678,1043186,7ea5d9417853ce9aab5da7ee4e8a2aaf37286478006ce3a1731739b84dcb05e2,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:8695ed4ae36f9735,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0031,bibit,bibit000118:sonnet_0031,Crestomazia italiana (Poesia),Clemente Bondi,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,542,545,10f4889d97635513281365da6f98d6454a0165c526591c109abd3eeafc2444d4,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1040242,1040787,v8_train,true,bondi clemente,author:299c3dc1a1d524af,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,c4a3e668e909efb0771f0534bf8cbe865baca83192b7a3d3932511114b19bf54,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1043187,1043733,ac37a445fec96b7be263f9bcf0d836f27373080b56fcec74cec5544ee2c94dee,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:8695ed4ae36f9735,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0032,bibit,bibit000118:sonnet_0032,Crestomazia italiana (Poesia),Clemente Bondi,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,556,560,2678e021bea07208f3ad50f847cebea49985ba993568d014d5186bcf3caa9d4e,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1040788,1041348,v8_train,true,bondi clemente,author:299c3dc1a1d524af,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,dab22abcc35ffc18c2afe756b3bbc4d94a72a07357aa2a432520b652fb0df851,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1043734,1044295,722fbabf676144759d0fa973058b4272aaff8911b6d9cc1848adaadfaf2be65f,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:8695ed4ae36f9735,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0033,bibit,bibit000118:sonnet_0033,Crestomazia italiana (Poesia),Clemente Bondi,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,541,543,4bf37b173e6eb8d1073c03217517b7e08c3ea9925bb940ab4d3e8bbc8ad824eb,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1041349,1041892,v8_train,true,bondi clemente,author:299c3dc1a1d524af,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,813228364b0f86b645964b7902fa28b1b3fba23dab09b6c615427a3fd6ee36a8,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1044296,1044840,361ea3299ed01d6904d932c96d27bdf92a29bb2cf54df2854338c64a713179f4,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:8695ed4ae36f9735,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0034,bibit,bibit000118:sonnet_0034,Crestomazia italiana (Poesia),Clemente Bondi,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,572,575,c34fba62f6f123bd085e5cf9dabde9210a0dc0bfe45863ee3b17e4f23f9b04b5,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1041893,1042468,v8_train,true,bondi clemente,author:299c3dc1a1d524af,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,390e164e5b271751989bf0587b6f5c8b38a9aea64f902135c933188e7d944cdc,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1044841,1045417,23123331e629495d31871758bdb4b850c5474e9fcc8642ea151b0aad1526e1c9,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:8695ed4ae36f9735,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0035,bibit,bibit000118:sonnet_0035,Crestomazia italiana (Poesia),"Cesarotti, Melchiorre",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,576,581,343b5cdd928589f24bde9ad9b12cb57641fbc84c99a2efb431c6fda636710a6e,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1042469,1043050,v8_train,true,cesarotti melchiorre,author:7e658488c7f2680b,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,8bd95097a36174d11119063defa0b144cc61b722b65c7e2936283508eabeff7c,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1045418,1046000,0baa4be9bda1ae9e7252a5435997400c09e9d0e4d2b5b6212055616ff8f776be,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:c0083f08ed955a23,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0036,bibit,bibit000118:sonnet_0036,Crestomazia italiana (Poesia),"Cesarotti, Melchiorre",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,564,572,21438ce2f49ccdd413ff7cd22a13b2c8be103e626f6e832f472a4a08fbb9180b,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1043051,1043623,v8_train,true,cesarotti melchiorre,author:7e658488c7f2680b,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,480543e5a48471c04398958bf75ddd767d8fd673a374242f1ce7de5c43546bdd,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1046001,1046574,d104bd55dd0a4cb596ed84ab5a531b60b3c35b28c99d96f9802840c84db60036,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:c0083f08ed955a23,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0037,bibit,bibit000118:sonnet_0037,Crestomazia italiana (Poesia),"Cesarotti, Melchiorre",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,564,568,bc7b1f6c521c59f1276590c516ea64237561851814b01aab70d23a023b4a8518,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1043624,1044192,v8_train,true,cesarotti melchiorre,author:7e658488c7f2680b,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,5feef3e7984853df6cd8970532279d4d92fa2a9bbcb80dc72f0962669ff0a304,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1046575,1047144,0644f3acaaa5515d9a6b3c1c6d86614e18c0f285529bc1b52a9e54711373c6fe,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:c0083f08ed955a23,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0038,bibit,bibit000118:sonnet_0038,Crestomazia italiana (Poesia),"Cesarotti, Melchiorre",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,523,528,289312443598f45f65f4b990b6a50d08195e83c9bf4a9e51dea822a665a03774,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1044193,1044721,v8_train,true,cesarotti melchiorre,author:7e658488c7f2680b,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,8ad5aa023d99194b91f3f34dd36d44f81b86d5aca6c7481826e79373eb0f8f64,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1047145,1047674,54052c0c081b6c8dc3921aac3daf915845a045efe064f6e3fd859747e7cb4cc9,,long_s_u017f_to_ascii_s_v1,0,train,true,train,v8split:c0083f08ed955a23,retain_train_after_corrected_author_heldout_check,true
bibit:sonnet:bibit000118:sonnet_0039,bibit,bibit000118:sonnet_0039,Crestomazia italiana (Poesia),Vittorio Alfieri,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,575,577,420f38e2d6969cddef395f0ca98d34d848be5619992ae09b527dc90c323223d8,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1044722,1045299,v8_train,false,alfieri vittorio,author:748f1f6d9d0436a2,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,c21343499c8eff32c0de4c0a64207b3028fcb233f1edd7a18fd2a2d196483d55,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1047675,1048253,f8a02232e26fb9e31f5dd01b03fea9769eeb97579e2e11f1f5fc4dda7dff32b0,,long_s_u017f_to_ascii_s_v1,0,train,true,quarantine,v8split:94cf16875cbe7dfd,quarantine_author_or_work_collision_with_fixed_heldout,false
bibit:sonnet:bibit000118:sonnet_0040,bibit,bibit000118:sonnet_0040,Crestomazia italiana (Poesia),Vittorio Alfieri,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,517,521,8e95133cc1beb5dfd931a117c10c6858ea94eebc729e337c82f8648574753fba,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1045300,1045821,v8_train,false,alfieri vittorio,author:748f1f6d9d0436a2,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,266d1a08e152eb03bb7343145d272fbe2317b0bc77d20777f391a09a188fd890,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1048254,1048776,094b9191b420a57c9e94fb02b960ba5ce86a89c1c5b9fc69a30677b626ddcc5d,,long_s_u017f_to_ascii_s_v1,0,train,true,quarantine,v8split:94cf16875cbe7dfd,quarantine_author_or_work_collision_with_fixed_heldout,false
bibit:sonnet:bibit000118:sonnet_0042,bibit,bibit000118:sonnet_0042,Crestomazia italiana (Poesia),Vittorio Alfieri,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,548,554,bbbda84df114a04e03967cc20484010e801847a3701421c4141e3c61f21d8fee,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1045822,1046376,v8_train,false,alfieri vittorio,author:748f1f6d9d0436a2,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,f5f41f7dff79b943335418d269c22205e8674f7b829352a89098a0697e51f741,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1048777,1049332,6f16f2d4fbbcac37aae18bee2acc50ad9c140a564076e22b444d825f5b31066b,,long_s_u017f_to_ascii_s_v1,0,train,true,quarantine,v8split:94cf16875cbe7dfd,quarantine_author_or_work_collision_with_fixed_heldout,false
bibit:sonnet:bibit000118:sonnet_0043,bibit,bibit000118:sonnet_0043,Crestomazia italiana (Poesia),Vittorio Alfieri,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,529,533,c2bf901972ea62842cd9eeaae5f05fba89260d2a2e81cbb08b0bd0527268da55,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1046377,1046910,v8_train,false,alfieri vittorio,author:748f1f6d9d0436a2,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,2cf1c5c5ac3bf4d3e3ad74e3f5a9640f86a9d6a135f97c36e777b04d223c71c7,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1049333,1049867,a2b28c817d01336a77cd4309cd4733cf56ddd178373873d7cf26d80839debd54,,long_s_u017f_to_ascii_s_v1,0,train,true,quarantine,v8split:94cf16875cbe7dfd,quarantine_author_or_work_collision_with_fixed_heldout,false
bibit:sonnet:bibit000118:sonnet_0044,bibit,bibit000118:sonnet_0044,Crestomazia italiana (Poesia),Vittorio Alfieri,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000118,800,,retain_canonical_candidate_7b,canonical_identity,attr:bibit:bibit000118,14,571,576,c0ecfa3e28c340c884f60ee56560f7f73f7308aa6c483c235d0ffbe865a1df04,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,1046911,1047487,v8_train,false,alfieri vittorio,author:748f1f6d9d0436a2,resolved_curated_alias,work:5982d3f3ff125c46,split_group:b46bf25440bf3067,train,v7_training,group_assigned_train,derived_source_lines_4+4+3+3_v1,2a8a3051f1111fc3fb978a53de8c5af0b8d1fee20fea10bc85dd1b0a669051a9,2c28aff4196c7d0268c5769a1824e2c448c27db83a8821a9b468268f27617665,data/processed/bibit_resolved_v1/standard_sonnets/part-0001.txt,1049868,1050445,c3d980cd0e752f5591a9b63174904d89c2399422e213f47947268de792d040b0,,long_s_u017f_to_ascii_s_v1,0,train,true,quarantine,v8split:94cf16875cbe7dfd,quarantine_author_or_work_collision_with_fixed_heldout,false
