repository_relative_path,scope,git_blob_oid,sha256,artifact_class,source,source_revision,rights_evidence_reference,modifications_made_by_project,required_notices,current_tree_disposition,historical_retention_disposition,privacy_security_disposition,decision_authority_role,decision_record_id,review_date
data/processed/poems/petrarca_l_oro_et_le_perle_e_i_fior_vermigli_e_i_bianchi.txt,current_tree,b2cb9124a39b18e6cb5a7889d8127a124fea114a,3cf9b171d2e6289999691f11d6aefa7a311620777e1670da7daf4ff15c252de0,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_l_ultimo_lasso_de_miei_giorni_allegri.txt,current_tree,f55a607ffc8afc265384bea41dd5b789b28d274e,9f55c28dcb4c94265c771e9e00375a4295aa3fa43f8a5cf5e32098a2af073687,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_la_bella_donna_che_cotanto_amavi.txt,current_tree,1686c9c5e07abcff42b77defa08cfff992d8eafd,ee3a8d40457015de356ab21d85c19d729cfc09a06341565b68a15b6c21f23fd0,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_la_donna_che_l_mio_cor_nel_viso_porta.txt,current_tree,f5723d0c74be454698eb1a0b81b825dc3126ae4d,a63e1971690d4ae46c2bbebc016e7a0b94b411b8e75a880a5d0e9f6fa561a28f,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_la_gola_e_l_somno_et_l_otïose_piume.txt,current_tree,bd7e6ae7cd1d1e28b613b6647d0791133c8bb35d,2eb3a0ce586e87819cbfb407aecd555d9a5298a439d455ab0d8ebbf7a90b1bb8,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_la_guancia_che_fu_già_piangendo_stancha.txt,current_tree,bd0a84c151e1bc05b5f1af30b80b00b9eca07028,b83c9bfd5e141644c6b92215625db7995dd156746876570d3fa82f49db60f260,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_la_sera_desïare_odiar_l_aurora.txt,current_tree,501fe5d0737fd0a15155bc99dccdc4e2e24ba503,721eb294f5e7a4c6582c1d323700acbbfe994838022aad57fe8b50bb3aff1d1a,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_la_vita_fugge_et_non_s_arresta_una_hora.txt,current_tree,1fd763fa11c459f3ae35714fc23aa019794b5e3e,5b4549985c868f83a4afa54dd4c560ead0c3117857f724eee7d4ec121257cca9,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_lasciato_ài_morte_senza_sole_il_mondo.txt,current_tree,240354e80b2edbf8b6c81318ec5fb015b7846c53,725b9852a2483250718d651e34c7d1c67e5a2f515c380e5df55de23bf7e838d9,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_lassare_il_velo_o_per_sole_o_per_ombra.txt,current_tree,280e36ef7a023978195a11d35ba10c7bba59bdd8,29d828b90f1ef8241c87a02831e42a4695ff4c33af9fb913c55f8cf42396c3c8,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_lasso_amor_mi_trasporta_ov_io_non_voglio.txt,current_tree,e15256b009cfb51d0c50157f785efc21ddc2b69c,ceeecc1536a653ebaf1f634d7d6de9204c93de1343fa83ff671dc832ea533e36,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_lasso_ben_so_che_dolorose_prede.txt,current_tree,b676f2110735e0d05a97f9ea20154e497c318ed7,37a3bdba39a5c26ed645a8bdb5780475ec8c0348ce66cbe5e5a63be53a2aa87b,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_lasso_ch_i_ardo_et_altri_non_me_l_crede.txt,current_tree,a8243739e27e1d2c4ce7898653f8373bf47f9f7b,d0a0f7174ef220381f6cefbcc84f6b091e2e3a303a94d9453989a74fbea39938,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_lasso_che_mal_accorto_fui_da_prima.txt,current_tree,808282c8e77757d8d24cece0e0dcca6c829cd4dc,90a3595daed5184f689c30f530b5e1387bbfbb394e29188a9037ace5d7f9ff67,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_lasso_quante_fïate_amor_m_assale.txt,current_tree,535f1cf642e65184890f95a329a7feab47de7b3c,5efd6822a25fd9d6ca77602b33c1575cde85552d34a9f2bd1bd3049c670cb5d2,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_le_stelle_il_cielo_et_gli_elementi_a_prova.txt,current_tree,2094a207cdeb22d956615ffe564f302d0c7482d6,6bdf73e1d8b51afd0cb2b2f70c5c2196774fad59764c80047b8b272a411793f2,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_levommi_il_mio_penser_in_parte_ov_era.txt,current_tree,8e315522d3712b91e6e705b0d718d501868ed934,9b4645e59a2a9751cd38a34098a7debabf6636a5db41aa76a39fbda3516f2638,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_li_angeli_electi_et_l_anime_beate.txt,current_tree,6302f916f6971dee759355308c9f09bfaed06952,e71f289f5c86d2630227cc4e763211458014b10b0518f893ad6ebc9fd527fa8e,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_liete_et_pensose_accompagnate_et_sole.txt,current_tree,9ee84dffdc0639ac6eb525a864149e8de3f4a1d4,f44571554ec1512c67a278931ab052ffee7f0443f41302d02607518bc93a3332,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_lieti_fiori_et_felici_et_ben_nate_herbe.txt,current_tree,a82077ff30a30d55afdd15f56270b297ec36bf73,296991885bda6587e6e24f04d322192a5be604222ab3101f6c7a7e7f67295acf,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_ma_poi_che_l_dolce_riso_humile_et_piano.txt,current_tree,f20d373fef2ec775379c012a11a7a0f9ad16a3d1,1880d75944817606bdecb0e15002dfb23d5889d352683761df5f38ecc3fb0899,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_mai_non_fui_in_parte_ove_sí_chiar_vedessi.txt,current_tree,a17273e5af8bf541a6bded4046e8babc61d72857,6fafbcda5547472e19c73dc980f4fa0bbd3c4b1c80685bc731d73d356dc381f5,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_mai_non_vedranno_le_mie_luci_asciutte.txt,current_tree,3418fbfef96b06b22e90d8577c33eababd0a78a1,c52f290e295b1262c58de306ee687e06e1c338028572db69f46ac043a477c26c,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_mente_mia_che_presaga_de_tuoi_damni.txt,current_tree,c1170fe77682c0db2067591efc0b85150ea29977,ef4456af3327539c15036a48e89b743a3c241fbd18d00c0097c3ebccf4e5c157,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_mentre_che_l_cor_dagli_amorosi_vermi.txt,current_tree,3be4441f8ef24d1bafa3e17ff50fe8dbb4e8d9a4,4ba09a249d39dfd7dc83b6caf348cdb5a8fcf2ffaa386957a0931d67256f08f9,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_mia_ventura_et_amor_m_avean_sí_adorno.txt,current_tree,707130cfe3f5fd151cc11c00efa77d86d6793b7c,27aaeb2f5b3e2512a74cd7fee86967ab98032e120b1d8fe83d6892232ac542d7,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_mie_venture_al_venir_son_tarde_et_pigre.txt,current_tree,75ecd25b9dbb0f77aeaaba2014c9e71948610c39,ca2cfdedf6a8f97b6ee387af3fbf562abb9d0db06dc59f64a0eb2b35dda2b75c,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_mille_fïate_o_dolce_mia_guerrera.txt,current_tree,6a9df8bd366bfdfb57c4b6bdc71afc58f3adc19e,0b7a4e5dabd972ab7a024f5adc6df51307fe3419be899074ab276f10550e14d0,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_mille_piagge_in_un_giorno_et_mille_rivi.txt,current_tree,37424d5b20e3d9854266b67ae5c39f0e7f67ddb3,244519981bdf50c55ecff4304544c290fb6ea84d2761820c2b8a27ba59956d69,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_mira_quel_colle_o_stanco_mio_cor_vago.txt,current_tree,0586416a7bc49bebd171a5d56b43f81abab36bfa,5ff02b6bb2d48e493b4f0f7f51c01dc177c5979398af671b28257c5be77654c4,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_mirando_l_sol_de_begli_occhi_sereno.txt,current_tree,10212ab0aace221f7db9f8552f6dd6f8a215e11e,c7c8a075e9a3ffc7588e8643a34358116dd2768a6c94a5841587be45afb98081,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_morte_à_spento_quel_sol_ch_abagliar_suolmi.txt,current_tree,a31634dd406964bf5e4407dc8b0bbdda1322e86d,a23a36100970f5b8988169dc637b6c03f68cb8a23cce40203f247d3d05f3f9d8,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_movesi_il_vecchierel_canuto_et_biancho.txt,current_tree,4ae6f767c425f623ff0dc5f4b39385276854e29b,025d945798f57b814b0299d1c6d14537dafd09143425bc39b4673fa25935c227,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_ne_l_età_sua_piú_bella_et_piú_fiorita.txt,current_tree,dfde9ead913818454a471de5a965f9362058c53d,7a986934fbfbfc61880f2a973a544b04bd4a740e23cb227b7e96acf001f99223,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_non_d_atra_et_tempestosa_onda_marina.txt,current_tree,e511d4a06d535d5710dc7a332010771d4b86f185,3421c05cbe6a5c9950d7c66e57b6ca6540ec4d2786d384776f8b47975cfa6ee3,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_non_da_l_hispano_hibero_a_l_indo_ydaspe.txt,current_tree,733f3ec5be3557af37e859d055c49a80a98777d8,44727494be9dc7e343c8648f765dd177cf65b5808d2b40abc16b09a22706ffb1,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_non_fur_ma_giove_et_cesare_sí_mossi.txt,current_tree,3f553558d79d7f55d60a96d931c76b4b4efbc167,aeed8b4791d98db1cad36b672074268754f62ea0a717596feeff40fdfbb785d1,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_non_pur_quell_una_bella_ignuda_mano.txt,current_tree,44b2affb22713980d32e07c10a342ab81fd35e67,ef1c8cc4cee2341a896fc52a4835c885558695ff0eadf4d0d47fb18f0350d713,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_non_pò_far_morte_il_dolce_viso_amaro.txt,current_tree,eeb01b027d4ee1a02486f8a0b2b9f8e21971058a,5ad4bd9905628baf4aa9685ea5290e597143688a0a10d22ad4fa09808152c837,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_non_tesin_po_varo_arno_adige_et_tebro.txt,current_tree,563ec66661686a6df60e660b1cde86de50f8fa55,65d042316aa3ab0b702445ce132e5c2a991311ba4a1851180ffa60fb4d175fb2,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_non_veggio_ove_scampar_mi_possa_omai.txt,current_tree,d791e8e7b812e8c0137a434bb81406419ecaae2c,0d042337bc20d2a320472422a954c37927600de767b06e8cbebe4daa0eb457dc,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_né_così_bello_il_sol_già_mai_levarsi.txt,current_tree,91480217e2e05f626ffe9a0a4dc67ff09c92dab6,39ea3648b98117b02407847a9bcf3f4e8ab5ff42d1ad7db91712a15d30abbb8b,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_né_mai_pietosa_madre_al_caro_figlio.txt,current_tree,627ba84304978b42248c800938283d7e0729459d,1e95c1ca8def31ec86e7abb67a61cc78854823a8d24146757baacef463cdb384,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_né_per_sereno_ciel_ir_vaghe_stelle.txt,current_tree,680f1ff6cc3b4b97810c05d1b9b379a0fe6a2260,ee786cd7850746a2baefa7ab88058e9fc704d697b4a6a55cd3d0eeb964372528,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_o_bella_man_che_mi_destringi_l_core.txt,current_tree,bad4a0869323290d57c17dcb7bf5d2edf918cbb6,1f8cf155b81bbc6ee61a7d82fcfd1668b54b934dcd4d4bdd474d6162713fcbeb,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_o_cameretta_che_già_fosti_un_porto.txt,current_tree,9a5672503a8eca6d0865db4b536605a404a96c70,9de3ec5ece9cabde47b3ff07ebc1aa5413bb25227fa909c8a5539437eccad8f5,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_o_dolci_sguardi_o_parolette_accorte.txt,current_tree,fd1fd2dccbcd963cb7973933240215cc2a22850a,ae31d013e0580cee671eef67794de57efafbf4d0c775b3c46904ca751cb4357e,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_o_giorno_o_hora_o_ultimo_momento.txt,current_tree,e22fe4ceb48dc57f31bb3ff069ed0040d6b500b5,59bb6767909f59a41209863734f3ae5fe968d1d32eed262af04bdfae9b41fc81,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_o_invidia_nimica_di_vertute.txt,current_tree,92c8408b9f9f143bb6457b6e3b6699b51ee3ddb0,33203f48600c5678b93e4ae44267e2180aa3f8d9930c22e0004c648872216f4e,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_o_misera_et_horribil_visïone.txt,current_tree,a88948ce5f69fdc47f7019a19d21eace1c10d39c,3d0a91c467b59fc33a004521be14fcecc76b66bc0d3ef4ca944ead8e1e2813e8,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_o_passi_sparsi_o_pensier_vaghi_et_pronti.txt,current_tree,fd7d11c30ec68535221b02e69f4c18a68fda3b24,2f25447f8bb30624724323458a77c4f2a64c6c916c9f8600acb6682a73bb76e3,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_o_tempo_o_ciel_volubil_che_fuggendo.txt,current_tree,862d79a02b5fec3df3ec82c6d66640b347659618,efec7d786a947e8b3db35080bf2eef2f5ed47aaa2a7c7989de3b06f70a81dc36,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_occhi_miei_lassi_mentre_ch_io_vi_giro.txt,current_tree,ab731216b5fc38117bb53f49315e1eb15ef4d512,a0268d161de9387697b0ca2532f5d429bcce0c8552eaf083e006aa1304165243,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_occhi_miei_oscurato_è_l_nostro_sole.txt,current_tree,ba7679a0668d0535b0fb3e913167f8709eb4ec88,fb483243f283f7534a24ff4c3fad9477a8dc4a4fc77f3925d52c78714646ee79,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_occhi_piangete_accompagnate_il_core.txt,current_tree,89156272ae22a7eaf9a9e3c5495190aed93fcf12,536011d85102f0014ff64937c3ce05df632dabd79b146f6c9a7a6474bd04b833,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_ogni_giorno_mi_par_piú_di_mill_anni.txt,current_tree,bb60b6c053de63fa2e40ffcf0f24a3639b08d439,8634e311fec052c44ae19299f6de9cf4081f51e207492efb0d5342e91f7a9009,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_oimè_il_bel_viso_oimè_il_soave_sguardo.txt,current_tree,4d62284345699b7606d3fa3aef79f222541219dd,d1dcf32b264493c5af46d1df440356a964045ec9872cb326ed0783990cc425bb,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_onde_tolse_amor_l_oro_et_di_qual_vena.txt,current_tree,9937cccfb8143b4bc2a74b2be623052ff587de03,f2900a10e6a3a1a5502af5cdd07d9dea993fbdaba35a46bc5ffffb6e3698662f,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_or_che_l_ciel_et_la_terra_e_l_vento_tace.txt,current_tree,f37458ba6a621d88f27e7a8e0053b111eed8dd5d,9c121f0676c4889aaf926f71029aa5c1cb63b3fcd43c632fae9d67beab3f17a4,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_or_ài_fatto_l_extremo_di_tua_possa.txt,current_tree,ff47b4fedd3f10c445970284cfe85b372d99c1b5,d992d08b13902ff4c445515d419def5cb95e00ef4c770f32374e3f35faaca51e,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_orso_al_vostro_destrier_si_pò_ben_porre.txt,current_tree,2b8814f66dbc9b0ee1f63eb3118468aa2680c3a6,511e0194a1cff5d547b801904ee23de131dec268509a207d88ae369fdea2b115,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_orso_e_non_furon_mai_fiumi_né_stagni.txt,current_tree,1ed1055c3b884b27340469b4698d5f8307244ab4,40e60c13ac5282a6caff017e26fed8ed32a4557ff44143331b34110f6b8b7339,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_ov_è_la_fronte_che_con_picciol_cenno.txt,current_tree,e4e4dd0de2a1a3c59908d09edec1fa9f10bcbea4,d0b59b735874b67cb0d760c0b92972d92821ac0a5308f2c5c52ff90ddf934a90,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
data/processed/poems/petrarca_ove_ch_i_posi_gli_occhi_lassi_o_giri.txt,current_tree,14c6fe999a7ea1172fcbc0af280a4c6b43155f98,2a9e9a6c4e7a264bc7ae9f70c496c465f590d641649cd4b799bd4f77add3c0f3,processed_corpus,mixed_or_third_party_source_needs_review,recorded_in_project_metadata,DATA_SOURCES_AND_ATTRIBUTION.md,needs_review,needs_review,pending_review,pending_review,pending_review,pending_review,pending_review,pending_review
