unit_id,source_group,source_id,title,author,source_archive,source_url,epoch_bucket,final_role,canonical_priority,final_decision,quarantine_status,attribution_id,logical_character_count,logical_byte_count,logical_sha256,storage_kind,storage_path,byte_start,byte_end,activation_status,training_eligible
bibit:record:bibit001157,bibit,bibit001157,Sonetti,"Parini, Giuseppe",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001157,800,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001157,1255,1257,6f86cd42610c62365fac099e18e9e28233f500ce153d9837029ed8ec1c759c30,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,27718881,27720138,inactive_pending_v7,true
bibit:record:bibit001158,bibit,bibit001158,Della poetica,"Daniello, Bernardino",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001158,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001158,158073,160526,0965364e774aa1416c1505c0aad3169f2d44c38c116014305bd7e70b6e655feb,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,32601587,32762113,inactive_pending_v7,true
bibit:record:bibit001159,bibit,bibit001159,Poesie,"Pigli, Giovanni di Iacopo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001159,400,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001159,2623,2653,b57b95e1255ca18b2ab10c5d2dae6ef4221c838fc6d232d6a7e76301e390e6f5,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,27720139,27722792,inactive_pending_v7,true
bibit:record:bibit001160,bibit,bibit001160,Epistola latina,"Giraldi Cinzio, Giambattista",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001160,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001160,17969,17982,08e87a919e9f0e56f5d4a1ce27b2edccce61b91eeb5fda9f77ce5e8a4438ea94,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,32762114,32780096,inactive_pending_v7,true
bibit:record:bibit001161,bibit,bibit001161,Per le vie,"Verga, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001161,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001161,164337,165224,5a8636f2bac54cba461f0c342db0e3f0dba0e249e85413cd9068bd02feba8d4e,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,35894843,36060067,inactive_pending_v7,true
bibit:record:bibit001162,bibit,bibit001162,Relazione di Francia di Antonio Capello (1790),Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001162,700,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001162,16990,17157,752679ba3a51951480298f2fb67b633e18d57622a1f3c45ce2be8a2bc126c2bd,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,32780097,32797254,inactive_pending_v7,true
bibit:record:bibit001163,bibit,bibit001163,Oreste,"Alfieri, Vittorio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001163,700,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001163,62611,63252,d6fd34f77af21fee55fd9c618430b6c158151937f7b51e7e993bf5ca42491a52,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,32797255,32860507,inactive_pending_v7,true
bibit:record:bibit001164,bibit,bibit001164,"Dialogo morale nel quale si esamina, se siano di maggior pregio l'armi, o le lettere","Della Barba, Pompeo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001164,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001164,34047,34363,b19bbbf23a8517c2979030a8ed9285ac37e3ae7026895453f538ab3918b4c2d4,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,32860508,32894871,inactive_pending_v7,true
bibit:record:bibit001165,bibit,bibit001165,Relazione di Germania (1708),"Dolfin, Daniele",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001165,700,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001165,95792,96692,7cabbee5eddd051c4770a9061eb59e1fe5ff5f1f1b4015855b3dd486cba56867,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,32894872,32991564,inactive_pending_v7,true
bibit:record:bibit001166,bibit,bibit001166,Atti del bailaggio di Costantinopoli (1600-1603),"Nani, Agostino",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001166,600,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001166,63271,63794,27acecb3306a90b904f9014fb9006fbaf2b9f815583866189792dc5175347b06,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,32991565,33055359,inactive_pending_v7,true
bibit:record:bibit001167,bibit,bibit001167,Lettere,"Tasso, Torquato",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001167,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001167,3030398,3117449,67c1a859428d449d8f33ba8f694595777bb4331351ca360729c0e1b1a0bac620,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,33055360,36172809,inactive_pending_v7,true
bibit:record:bibit001168,bibit,bibit001168,Memoriale,"Portoveneri, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001168,400,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001168,155315,156452,3be28944f1061189facf087f0ae9e7658cd3990835533b2f40a4481aa7786d35,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,36172810,36329262,inactive_pending_v7,true
bibit:record:bibit001169,bibit,bibit001169,Il discorso della bellezza e della grazia,"Varchi, Benedetto",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001169,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001169,12901,13059,2f946262d3fd7a446202fd76025859f161dbfae23e3df16fd5f388769b742206,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,36329263,36342322,inactive_pending_v7,true
bibit:record:bibit001170,bibit,bibit001170,Di alcuni modi di dire opposti alle regole ricevute,"Manzoni, Alessandro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001170,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001170,8628,8702,c0d93cd203112b3bb865bb4ceffbaea7ffedac395d89328f4b847c129737c3ba,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,36060068,36068770,inactive_pending_v7,true
bibit:record:bibit001171,bibit,bibit001171,Rerum memorandarum libri,"Petrarca, Francesco",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001171,300,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001171,349410,352326,925688733372e466829b43c8bfadb7c3f5f563547df239dc3875a0b21b54e6ab,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,36342323,36694649,inactive_pending_v7,true
bibit:record:bibit001172,bibit,bibit001172,Rime di F. Petrarca con l'interpretazione di G. Leopardi,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001172,800,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001172,189503,190997,c0a52b84fd01dd452b5d37f856dfd15b8dffa9efe50670a99e48eac042fc089f,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,27722793,27913790,inactive_pending_v7,true
bibit:record:bibit001173,bibit,bibit001173,Relazione di Francia di Pietro Contarini (1613 al 1616),"Contarini, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001173,600,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001173,56006,56475,a0b4fcaa9605cc1d8706a2eca6156d50c0d95a9fd532ca8524c2dd84fe2db192,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,36694650,36751125,inactive_pending_v7,true
bibit:record:bibit001175,bibit,bibit001175,Le rimembranze,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001175,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001175,5364,5400,87b28cece184f8cbc6a18daea52f5259fb2448139833a000e7ea63d21f0818bf,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,36068771,36074171,inactive_pending_v7,true
bibit:record:bibit001176,bibit,bibit001176,Il Nifo overo del Piacere,"Tasso, Torquato",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001176,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001176,118524,119749,0995a4693feeb4ee6c7b95aeb0f80f81aa35109d188182fbf9d0c20e74d2d65c,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,36751126,36870875,inactive_pending_v7,true
bibit:record:bibit001177,bibit,bibit001177,Poesie,"Barducci, Ottavante",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001177,400,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001177,309,309,34807e6a1a8bf3171f6ca6321e7fe1cbfb9150e5a8cd20c7a8e562417e0f87ea,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,27913791,27914100,inactive_pending_v7,true
bibit:record:bibit001180,bibit,bibit001180,Dissertazione sopra l'urto dei corpi,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001180,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001180,12120,12245,10e7140438b57a5cbab2c36fdcaf53897eedb8853cbc7d8847e9c6044cf78e9a,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,36074172,36086417,inactive_pending_v7,true
bibit:record:bibit001181,bibit,bibit001181,Annales Pisani,"Maragone, Bernardo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001181,Origini,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001181,173460,173811,ff1218c9f82cb5071bf080366c97ef471b0aa2f219bfbef19a3a37d0a89715a5,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,36870876,37044687,inactive_pending_v7,true
bibit:record:bibit001182,bibit,bibit001182,Rime,"Matraini Contarini, Chiara",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001182,500,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001182,60508,61126,f1d0451b3f21e8142caca98b314bd749ed02cf1e4764643f2cc9581180d4797c,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,27914101,27975227,inactive_pending_v7,true
bibit:record:bibit001183,bibit,bibit001183,La visione d'Ezechiello,"Monti, Vincenzo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001183,700,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001183,7950,8039,6e749e9afd21d7c2337ebecfbb5f4629ba90ae603920fa518f321800842c3bce,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,27975228,27983267,inactive_pending_v7,true
bibit:record:bibit001185,bibit,bibit001185,Arcadia,"Sannazaro, Iacopo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001185,500,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001185,220320,222324,49f154c33429a03737f36756b5034c3d4ffe56a742d8997c201fd33a2f49ec41,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,27983268,28205592,inactive_pending_v7,true
bibit:record:bibit001186,bibit,bibit001186,Decennali,"Machiavelli, Niccolò",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001186,500,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001186,28042,28235,bcf5a038886d84cf607eea70b2a4c12a4c0cd67e9639472d8daadeee428787ac,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,28205593,28233828,inactive_pending_v7,true
bibit:record:bibit001187,bibit,bibit001187,Il romanzo arturiano,Rustichello da Pisa,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001187,200,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001187,640840,649771,afe48331604cb1b953bd3a4ab9fa84ba284664d2db68505bd088986812b8fa75,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,37044688,37694459,inactive_pending_v7,true
bibit:record:bibit001188,bibit,bibit001188,Guerra di Ferrara. (1482-1484),Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001188,400,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001188,22229,22371,37df1dbee41ea1e132610cd902e73e31a82c8f8bf774b93780e38da2aaf7461d,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,28233829,28256200,inactive_pending_v7,true
bibit:record:bibit001189,bibit,bibit001189,Lettere,"Muzio, Girolamo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001189,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001189,399896,404224,4d5f52626e8b5ba81c059e945f67b6accd144cf83efe106b51e2854b77756090,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,37694460,38098684,inactive_pending_v7,true
bibit:record:bibit001190,bibit,bibit001190,Versi (ed. Bologna 1826),"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001190,800,nineteenth_century_bridge,1,retain_unique_after_canonical_segment_quarantine_7b,rewritten_verified,attr:bibit:bibit001190,13097,13198,e6ac591218ad798f2476958b609c4da7451663df94c5c0fbc338ed95632208dc,checkpoint_7b_delta_slice,data/processed/canonical_italian_corpora_v1/nineteenth_century_bridge/delta-0001.txt,565279,578477,inactive_pending_v7,true
bibit:record:bibit001192,bibit,bibit001192,Relazione di Francia (1683),"Foscarini, Sebastiano",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001192,600,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001192,189104,190410,951daf4723460bb4f5d2052ce9743d2aaa70fed46e50c1d5ca609df6d4061858,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,38098685,38289095,inactive_pending_v7,true
bibit:record:bibit001193,bibit,bibit001193,Poesie,Antonio da Bacchereto,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001193,400,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001193,2,2,7fdca686b46a12886513de3f6166c815efcb501bbe0f6ecda4acd20c6d48fed7,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,28256201,28256203,inactive_pending_v7,true
bibit:record:bibit001194,bibit,bibit001194,Rime inedite del Cinquecento,Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001194,500,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001194,177506,179019,d39b20983838647d0565a9314a3fb089ec1bf23885d0c60b55e20db5a8e8f221,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,28256204,28435223,inactive_pending_v7,true
bibit:record:bibit001196,bibit,bibit001196,Discorso sopra il nome dell'isola Taprobana,"Botero, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001196,600,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001196,4627,4674,8f120d41fc7cc36509ead6f8fcc13a8367442c35eb410592079c88aaf2c14881,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,38289096,38293770,inactive_pending_v7,true
bibit:record:bibit001197,bibit,bibit001197,Lettere scritte dall'Inghilterra,"Foscolo, Ugo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001197,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001197,103653,105076,42b58232f214a11bd894beaf84570329e997f01785991e2729c1d325e2849646,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,36111125,36216201,inactive_pending_v7,true
bibit:record:bibit001198,bibit,bibit001198,Saggio di novelle,"Foscolo, Ugo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001198,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001198,6200,6239,3b260816881442d1e94cb63137d80bc0bc7c4d554dd83ec47982fe8b2d2402e8,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,36216202,36222441,inactive_pending_v7,true
bibit:record:bibit001199,bibit,bibit001199,Rime contro Pietro Aretino,"Franco, Nicolò",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001199,500,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001199,17862,18000,f6ebfcc9dd863e6f86f289bd5ef08d683db9e6e12f0184e336f16217f4cc6e73,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,28435224,28453224,inactive_pending_v7,true
bibit:record:bibit001200,bibit,bibit001200,De amore,"Alberti, Leon Battista",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001200,400,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001200,35038,35381,59fbf58d7791c115b92fa55b776277df4a92ed6e4b8e22c02a75a3572ecbd970,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,38293771,38329152,inactive_pending_v7,true
bibit:record:bibit001201,bibit,bibit001201,Dialogo de la bella creanza de le donne,"Piccolomini, Alessandro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001201,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001201,129383,130454,e5c28a7ac2fecbcc053b4acf218316d0d65f0c2a7b3bdf685510ea18dc248389,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,38329153,38459607,inactive_pending_v7,true
bibit:record:bibit001202,bibit,bibit001202,L'olimpiade,"Metastasio, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001202,700,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001202,59476,60037,e697f159c64e930916667215d71cb6847637ab437c64442d74656c86e653047c,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,38459608,38519645,inactive_pending_v7,true
bibit:record:bibit001203,bibit,bibit001203,Le ore di ricreazione,"Guicciardini, Ludovico",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001203,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001203,514258,520393,f15717e01c32b554fa9e364b42a80541d024c5496d1670f2ec2a2201c68b5715,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,38519646,39040039,inactive_pending_v7,true
bibit:record:bibit001204,bibit,bibit001204,Del modo di ordinare una pubblica biblioteca,"Salvioni, Agostino",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001204,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001204,33450,33632,ddcf8b345fd59e4154e3e7c15a4a2fbe10ea2d1c38c656f91a2bb732826ac2a2,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,36222442,36256074,inactive_pending_v7,true
bibit:record:bibit001205,bibit,bibit001205,De veritate prophetica,"Savonarola, Girolamo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001205,400,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001205,176879,176879,3dee6e367cb7dc1f95a87dfc9b7bae2faec82f2c553b6cad7d6722115759ea13,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,39040040,39216919,inactive_pending_v7,true
bibit:record:bibit001206,bibit,bibit001206,Epistolario (1822-1824),"Foscolo, Ugo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001206,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001206,884231,897666,d755dfd576e9afa83145b66c6ffcee1978d1b4ff71211b9c804932df89e5e94d,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,36256075,37153741,inactive_pending_v7,true
bibit:record:bibit001211,bibit,bibit001211,Il Gonzaga secondo overo del Giuoco,"Tasso, Torquato",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001211,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001211,70720,71369,5c71cd4951f6e8d7a59e8c48b60ea5a97029890c8fc25ac86d4de0bbe974625d,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,39216920,39288289,inactive_pending_v7,true
bibit:record:bibit001212,bibit,bibit001212,Discorso della tragedia,"Zinano, Gabriele",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001212,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001212,36162,36622,f8e2ba041a2d35b3fd0ce4a29edb8b3b95ea66a4c050a621d680443cda5d0b29,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,39288290,39324912,inactive_pending_v7,true
bibit:record:bibit001213,bibit,bibit001213,Discorso sopra la materia della satira,"Sansovino, Francesco",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001213,500,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001213,6379,6459,54b7d602944bd4f0c1990b17417977c27ed0d7bfcfbd1b8f1909252e6891e9d4,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,39324913,39331372,inactive_pending_v7,true
bibit:record:bibit001216,bibit,bibit001216,Poemetti in ottava rima,"Medici, Lorenzo de'",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001216,400,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001216,97768,98834,4619181ded39c30ac439529f8b7dc41f359dd79d75175eaa44b7d0a716bb195e,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,28453225,28552059,inactive_pending_v7,true
bibit:record:bibit001217,bibit,bibit001217,Rime per Lucrezia Bendidio,"Tasso, Torquato",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001217,500,historical_non_sonnet_poetry,1,exclude_fully_covered_by_preferred_canonical,excluded,attr:bibit:bibit001217,0,0,,none,,,,inactive_excluded,false
bibit:record:bibit001218,bibit,bibit001218,Nedda,"Verga, Giovanni",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001218,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001218,44980,45351,e197a9a3fd223382e518c9b19733dcfb498e243b9963c11eff9e049b58ea4560,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,37153742,37199093,inactive_pending_v7,true
bibit:record:bibit001220,bibit,bibit001220,Inscrizioni greche triopee,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001220,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001220,5618,5667,1e1950b9c41d796d80c763b76a97235672aa0a14da720765103244880c23da5a,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,37199094,37204761,inactive_pending_v7,true
bibit:record:bibit001221,bibit,bibit001221,Cantate e altre poesie,"Metastasio, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001221,700,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001221,240443,242880,da594c8529fc3c6a7ffcab5df6141ab8e1c1cd03c11cdc7f8ba2130f7554fd62,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,28574242,28817122,inactive_pending_v7,true
bibit:record:bibit001222,bibit,bibit001222,Storia della colonna infame,"Manzoni, Alessandro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001222,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001222,212873,214947,f26c2b28809234441ba0dac13b5de98e4df66c3bb0ab9d0cd6e9f21c5dbd0197,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,37204762,37419709,inactive_pending_v7,true
bibit:record:bibit001223,bibit,bibit001223,Strambotti a la villanesca,"Aretino, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001223,500,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001223,46706,47949,a29be29e37a820dec626cba32d1e47be3923ef63d881812fe1b1db54ecf5c744,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,28817123,28865072,inactive_pending_v7,true
bibit:record:bibit001225,bibit,bibit001225,Fede e bellezza,"Tommaseo, Niccolò",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001225,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001225,278804,282128,f0195b9520daa749d97cbc114335b520e378afed55c75a52d997afe4fa0bbf31,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,37419710,37701838,inactive_pending_v7,true
bibit:record:bibit001226,bibit,bibit001226,La vita di san Benedetto,"Tasso, Torquato",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001226,500,historical_non_sonnet_poetry,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001226,2142,2153,ce9cdeb09fbee6e2477df993b15bc45b2174fe51a532169c238468f51a47ea0b,existing_committed_slice,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,28865073,28867226,inactive_pending_v7,true
bibit:record:bibit001228,bibit,bibit001228,Saggio su la Rivoluzione,"Pisacane, Carlo, 1818-1857",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001228,800,nineteenth_century_bridge,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001228,336411,339983,c5e7fb0be866e8d9a04fb8a42ee35652d448add0b28553a33ddcd1e23be8fdb5,existing_committed_slice,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,37701839,38041822,inactive_pending_v7,true
bibit:record:bibit001229,bibit,bibit001229,Filippiche,"Tassoni, Alessandro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit001229,600,historical_general,1,retain_canonical_candidate_7b,not_required,attr:bibit:bibit001229,39691,40008,95af8c85e15255f27f25d2ce814a175ea1e2ff4c88f13f29539f5908004405d4,existing_committed_slice,data/processed/bibit_resolved_v1/historical_general/part-0002.txt,39331373,39371381,inactive_pending_v7,true
