record_id,title,author,landing_page_url,reference_edition,editor,translator,digitization_credit,layout_credit,publication_credit,revision_credit,license_label,license_url,book_license_terms_url,required_notice,modification_notice,downstream_note,activation_status
ll:2347859,La Lupa,Giovanni Verga,https://liberliber.it/autori/autori-v/giovanni-verga/la-lupa/,"Teatro / Giovanni Verga ; introduzione note e apparati di Gianni Oliva. - Milano : Garzanti, 1987. - LXXXI, 571 p. : 1 ritr. ; 18 cm.. - (I grandi libri Garzanti ; 353).",Gianni Oliva,,Umberto Mezzetti,Umberto Mezzetti,Catia Righi,Catia Righi,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2347861,Il marito di Elena,Giovanni Verga,https://liberliber.it/autori/autori-v/giovanni-verga/il-marito-di-elena/,"Romanzi / Giovanni Verga. - Trento : Reverdito, 1995. - XI, 563 p. ; 21 cm. - (I grandi classici).) - Contiene: Mastro don Gesualdo ; I Malavoglia ; Il marito di Elena.",,,Edda Valsecchi,Carlo F. Traverso (ePub e ODT) Marco Totolo (revisione ePub),Edda Valsecchi,"Catia Righi, Ugo Santamaria","Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2347864,Una peccatrice,Giovanni Verga,https://liberliber.it/autori/autori-v/giovanni-verga/una-peccatrice/,"Una peccatrice / Giovanni Verga ; introduzione di Leone Piccioni. - Ed. integrale. - Roma : Tascabili economici Newton, 1995. - 98 p. ; 21 cm.. - (Centopaginemillelire ; 223)",,,Stefano D'Urso,Carlo F. Traverso (ePub e ODT)) Marco Totolo (revisione ePub),Redazione Liber Liber. Ugo Santamaria (ePub),Stefano D'Urso,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2347868,Tigre reale,Giovanni Verga,https://liberliber.it/autori/autori-v/giovanni-verga/tigre-reale/,"Romanzi giovanili / Giovanni Verga ; postfazione di Giuseppe Leonelli. - Milano : Frassinelli, \1996!. - 631 p. ; 20 cm. - (I classici classici ; 22).) - Contiene: Una peccatrice, Storia di una capinera, Eva, Tigre reale, Eros, La lupa.",,,Massimo Celani,"Massimo Celani, Carlo F. Traverso (ePub e ODT) Marco Totolo (revisione ePub)",Marco Calvo Ugo Santamaria (ePub),Claudio Paganelli,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2361848,Tempeste,Ada Negri,https://liberliber.it/autori/autori-n/ada-negri/tempeste/,"Tempeste / Ada Negri - Milano : Treves, 1896 - 319 p. ; 15 cm.",,,"Distributed proofreaders, http://www.pgdp.net/",,Claudio Paganelli,Maria Grazia Gentili,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2374924,Nuovi canti,Mariannina Coffa Caruso,https://liberliber.it/autori/autori-c/mariannina-coffa-caruso/nuovi-canti/,"Nuovi canti / di Mariannina Coffa Caruso in Morana da Noto. - Torino : Stamp. dell'Unione tip.-editrice, 1863. - 134 p. ; 18 cm.",,,Ruggero Volpes,,Catia Righi,Catia Righi,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2375058,La pratica del distillatore e confettiere italiano,Giuseppe Antonio Landriani,https://liberliber.it/autori/autori-l/giuseppe-antonio-landriani/la-pratica-del-distillatore-e-confettiere-italiano/,"La pratica del distillatore e confettiere italiano opera di Gioseffantonio Landriani in cui s’insegna a far conserve di frutti e di agrumi, ed a formar gelati, marzapani e rosolii d’ogni qualita coll’aggiunta di un nuovo metodo facilissimo per fare i rosolii, ratafia e per fare l’acqua di Colonia ec. ec. - Napoli: presso Gennaro Matarazzo, 1823. - XII, 75, [1] p.; 12°",,,Ruggero Volpes,,Catia Righi,Paola Sammartano,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2378187,Cinematografo cerebrale,Edmondo De Amicis,https://liberliber.it/autori/autori-d/edmondo-de-amicis/cinematografo-cerebrale/,"Cinematografo cerebrale / Edmondo De Amicis ; a cura di Biagio Prezioso. - Roma : Salerno, 1995!. - 105 p. ; 17 cm.",Biagio Prezioso,,Alyssa Violle,Alyssa Violle,Catia Righi,Ruggero Volpes,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2394517,Elegie romane,Gabriele D'Annunzio,https://liberliber.it/autori/autori-d/gabriele-dannunzio/elegie-romane/,"Elegie romane : 1887-1891 / Gabriele D'Annunzio. - Bologna : Zanichelli, 1892. - 164 p. ; 17.",,,"Distributed proofreaders, https://www.pgdp.net/ Claudio Paganelli",,Claudio Paganelli,Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2399681,Racconti e bozzetti,Enrico Castelnuovo,https://liberliber.it/autori/autori-c/enrico-castelnuovo/racconti-e-bozzetti/,"Racconti e bozzetti / Enrico Castelnuovo. - Firenze : successori Le Monnier, 1872. - 407 p. ; 19 cm",,,Claudio Paganelli,,Claudio Paganelli,Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2405027,Tizio Caio Sempronio,Anton Giulio Barrili,https://liberliber.it/autori/autori-b/anton-giulio-barrili/tizio-caio-sempronio/,"Tizio Caio Sempronio : storia mezzo romana / Anton Giulio Barrili. - 2. ed. riveduta e corretta. - Milano : Treves, 1879. - 334 p. ; 19 cm.",,,Claudio Paganelli,Claudio Paganelli,Claudia Pantanetti,Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2405379,Nuovi versi,Vittorio Betteloni,https://liberliber.it/autori/autori-b/vittorio-betteloni/nuovi-versi/,"Nuovi versi / di Vittorio Betteloni ; con prefazione di Giosue Carducci. - Bologna : N. Zanichelli, 1880. - XLVII, 182 p. ; 16 cm.",,,Claudio Paganelli,,Claudio Paganelli,Claudio Paganelli,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2405917,Dalla spuma del mare,Salvatore Farina,https://liberliber.it/autori/autori-f/salvatore-farina/dalla-spuma-del-mare/,"Dalla spuma del mare : racconto / Salvatore Farina. - 2. ed.. - Milano : Tip. editrice lombarda, 1876. - 218 p. ; 18 cm",,,Claudio Paganelli,,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2407654,Le greche,Tullio Giordana,https://liberliber.it/autori/autori-g/tullio-giordana/le-greche/,"Le greche : novelle / Tullio Giordana. - Torino : Roux Frassati e C., 1899. - 115 p. ; 19 cm.",,,"Paolo Oliva, Catia Righi",,Catia Righi,Catia Righi,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2408339,I ladri di cadaveri,Jarro (alias Giulio Piccini),https://liberliber.it/autori/autori-j/jarro-alias-giulio-piccini/i-ladri-di-cadaveri/,"I ladri di cadaveri / Jarro (Giulio Piccini) ; a cura di Claudio Gallo ; introduzione di Luca Crovi. - Reggio Emilia : Aliberti, [2004]. - 316 p. ; 21 cm.",Claudio Gallo,,Catia Righi,,Catia Righi,Paolo Alberti,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2408690,Forza irresistibile,Cordelia (alias Virginia Tedeschi Treves),https://liberliber.it/autori/autori-c/cordelia-alias-virginia-tedeschi-treves/forza-irresistibile/,"Forza irresistibile: romanzo / di Cordelia. - Milano : Fratelli Treves, 1890. - 304 p. ; 19 cm.",,,Umberto Galerati,,Catia Righi,Mario Sciubba Caniglia,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2409300,Per vendetta,Cordelia (alias Virginia Tedeschi Treves),https://liberliber.it/autori/autori-c/cordelia-alias-virginia-tedeschi-treves/per-vendetta/,"Per vendetta / Cordelia - Milano: Fratelli Treves Edit., 1893. - 332 p.; 19 cm.",,,Umberto Galerati,,Catia Righi,Gabriella Dodero,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2409509,La figlia dell’aria,Jarro (alias Giulio Piccini),https://liberliber.it/autori/autori-j/jarro-alias-giulio-piccini/la-figlia-dellaria/,"La figlia dell'aria : romanzo / Jarro. - Milano : Treves, 1887. - 319 p. ; 19 cm.",,,Paolo Alberti,,Catia Righi,Catia Righi,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2409615,Catene,Cordelia (alias Virginia Tedeschi Treves),https://liberliber.it/autori/autori-c/cordelia-alias-virginia-tedeschi-treves/catene/,"Catene : racconto / Cordelia. - Milano: Fratelli Treves, 1903. - 280 p.; 19 cm.",,,Umberto Galerati,,Catia Righi,Maria Grazia Hall Gabriella Dodero,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2409835,Verso il mistero,Cordelia (alias Virginia Tedeschi Treves),https://liberliber.it/autori/autori-c/cordelia-alias-virginia-tedeschi-treves/verso-il-mistero/,"Verso il mistero : novelle / Cordelia. - Milano : Fratelli Treves, 1905. - 390 p. ; 19 cm.",,,Umberto Galerati,,Catia Righi,Gabriella Dodero,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2410376,Flatus vocis...,Peleo Bacci,https://liberliber.it/autori/autori-b/peleo-bacci/flatus-vocis/,"Flatus vocis... : versi / Peleo Bacci ; con prefazione di Giovanni Marradi. - Pistoia : T. Cacialli, 1894. - 65 p. ; 15 cm.",,,Paolo Alberti,Paolo Alberti,Catia Righi,Catia Righi,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2411646,Gli orecchini di Stefania,Giustino Ferri,https://liberliber.it/autori/autori-f/giustino-ferri/gli-orecchini-di-stefania/,"Gli orecchini di Stefania / Leandro [i.e. Giustino L. Ferri]. - Roma : A. Sommaruga e C., 1884.- 235 p. ; 17 cm.",,,"Catia Righi, Paolo Alberti",Carlo F. Traverso (ePub) Marco Totolo (revisione ePub),"Catia Righi, Ugo Santamaria (ePub)",Paolo Alberti,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2414317,Il beniamino della famiglia,Vittorio Bersezio,https://liberliber.it/autori/autori-b/vittorio-bersezio/il-beniamino-della-famiglia/,"Il beniamino della famiglia : racconto / di Vittorio Bersezio. - Milano : Treves, 1872. - 2 v.(143 p. + 130 p.) ; 16 cm.",,,Dario Cossi Claudio Paganelli,,Claudio Paganelli,Claudio Paganelli,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2414511,La moglie nera,Edoardo Arbib,https://liberliber.it/autori/autori-a/edoardo-arbib/la-moglie-nera/,"La moglie nera : romanzo / di Edoardo. - Milano : Fratelli Treves, 1874. - 283 p. ; 20 cm. CODICE ISBN FONTE: n.d.",,,Dario Cossi Claudio Paganelli,,Claudio Paganelli,Claudio Paganelli,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2415752,Mario,Ines Benaglio Castellani-Fantoni (alias Memini),https://liberliber.it/autori/autori-b/ines-benaglio-castellani-fantoni/mario/,"Mario : romanzo / Memini. - Milano : Baldini, Castoldi e C., 1906 (Pirola e Cella). - XI, 282 p. ; 19 cm.",,,Dario Cossi,Gabriella Dodero,"Catia Righi, Claudia Pantanetti",Maria Grazia Hall,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2415781,I due Desiderii,Salvatore Farina,https://liberliber.it/autori/autori-f/salvatore-farina/i-due-desiderii/,"I due Desiderii : prologo ed epilogo / Salvatore Farina. - Milano : Alfredo Brigola & C., stampa 1889 (Tip. A. Colombo & A. Cordani). - 216 p. ; 19 cm",,,"Distributed proofreaders, https://www.pgdp.net/",Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2416834,Il numero 13,Salvatore Farina,https://liberliber.it/autori/autori-f/salvatore-farina/il-numero-13/,"Il numero 13 : racconto ; Prefazione : Come si scrive un romanzo? / Salvatore Farina. - Milano : Galli, 1895. - 166 p. ; 20 cm.",,,"Distributed proofreaders, https://www.pgdp.net/",Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2417236,O tutto o nulla,Anton Giulio Barrili,https://liberliber.it/autori/autori-b/anton-giulio-barrili/o-tutto-o-nulla/,"O tutto o nulla : romanzo / di Anton Giulio Barrili. - 2. ed. - Milano : Fratelli Treves, 1883. - 361 p. ; 19 cm.",,,Distributed proofreaders,Claudio Paganelli,"Claudio Paganelli, Claudia Pantanetti",Barbara Magni,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2417845,Un suicidio misterioso,Carlo Righetti,https://liberliber.it/autori/autori-r/carlo-righetti/un-suicidio-misterioso/,"Un suicidio misterioso / per Cletto Arrighi. - Milano : Guigoni, 1883. - 112 p. ; 16 cm.",,,Umberto Galerati,Umberto Galerati,"Claudio Paganelli, Claudia Pantanetti",Mariella Laurenti,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2418023,La Marchesa d’Arcello,Ines Benaglio Castellani-Fantoni (alias Memini),https://liberliber.it/autori/autori-b/ines-benaglio-castellani-fantoni/la-marchesa-darcello/,"La marchesa d'Arcello : romanzo / Memini. - Milano : Libr. Edit. Galli di C. Chiesa e F. Guindani, 1895 (Bergamo, Stab. Tip. Lit. Fratelli Bolis). - 16. p. 460.",,,Dario Cossi,Dario Cossi,"Catia Righi, Claudia Pantanetti",Maria Grazia Hall,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
ll:2418591,Viaggio sul Reno e ne' suoi contorni,Aurelio Bertola de' Giorgi,https://liberliber.it/autori/autori-b/aurelio-bertola-de-giorgi/viaggio-sul-reno-e-ne-suoi-contorni/,"Viaggio sul Reno e ne' suoi contorni / [Aurelio Bertola deʼ Giorgi]. - (In Rimini : per l'Albertini, 1795). - [8], 181, [3] p., [2], VI carte di tav. ripiegate : ill. calcografiche, 1 carta geografica, frontespizio calcografico ; 8°",,,Giovanni Mennella,Giovanni Mennella,"Catia Righi, Claudia Pantanetti",Ruggero Volpes,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,https://liberliber.it/opere/libri/licenze/,Credit Liber Liber and named edition contributors; retain source link and CC BY-NC-SA 4.0 notice.,"Liber Liber wrappers removed; canonical, protected, and isolated-sonnet spans removed where ledgered; retained spelling and punctuation preserved.",Non-commercial and ShareAlike obligations apply to redistributed edition-derived text and its lineage.,inactive_pending_cross_archive_freeze
