object_id,title,authors,source_archive,source_url,final_role,cleaning_policy,tei_sha256,artifact_status,shard_path,byte_start,byte_end,cleaned_character_count,cleaned_byte_count,cleaned_sha256
bibit000440,De nuptjis Batibecho et Seraboca,"Savonarola, Michele",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000440,historical_general,preserve_rendered_tei_text,0ebcb64da010603fb54b4da68cb9c79921dc5ad0d69759b6232ba883602f87a3,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,40305192,40398442,92165,93250,e10d2ca07769d76280c2f584446ac35e82e9a60f78c256129324a5f6e431a029
bibit000441,Rime,"Castiglione, Baldassarre",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000441,historical_non_sonnet_poetry,preserve_rendered_tei_text,c4d0d759c2ad476e5de747080789a6d24043d1db2fcf199503948cd56101ba01,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,10948889,10971682,22587,22793,9e21ccb73fee8124dfe1cc23e922c8b0ba8f5d07601c8e9cc531933785f6c053
bibit000443,Disperata rimembranza,Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000443,historical_non_sonnet_poetry,preserve_rendered_tei_text,77f8de25339444cabceb0c7bc3e43d7a7a3d9b36e50bd76b1d7bfa394c11b7c7,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,10971683,10972983,1288,1300,5a42cadd7f562408b9a8a5d0f3eea585b41b1185065a48382f7b2672800c349f
bibit000444,Strambotti,Serafino Aquilano,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000444,historical_non_sonnet_poetry,preserve_rendered_tei_text,9ce184e34f40503f07aa55596e75cb08f8eacb5443e06199d8d58c02acc13e00,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,10972984,11157677,180973,184693,5ce067f2635d2f1dc34337cea9ffc453755ebb5e64f7767e98e23debac5e361b
bibit000445,Dissertazione sopra l'astronomia,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000445,nineteenth_century_bridge,preserve_rendered_tei_text,62c500bf944853db642ef4184127c8222c4faf35077ca5cb5143f1a74e9f9dbe,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,15833103,15850641,17387,17538,47ac5caab0048d63c9cd33bf464318dac74db32eba39dda24de0a3fe52bd99ce
bibit000446,Poesie,Antonio da San Miniato,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000446,historical_non_sonnet_poetry,preserve_rendered_tei_text,a84472a45b1e15b86aaf90e55dfef1a7850fc973a621534d62d1b22552c3072b,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,11157678,11163315,5584,5637,2a628c6650aac3fcc1cead469a6e5329711ef77f651092776f48e8f9242e98ed
bibit000447,Da cuspide ferrate,Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000447,historical_non_sonnet_poetry,preserve_rendered_tei_text,8a2cc0fac94a3f2d1672e4f940fdbf91d586a754d49efbf547b4994fead55321,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,11163316,11164008,669,692,98fd3f33540641a959015783ab4e147f3714096248a406e625878c848a2198b6
bibit000449,Il giorno (2 redazione),"Parini, Giuseppe",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000449,historical_non_sonnet_poetry,preserve_rendered_tei_text,b7405ed1a00e801549bfe0b73b3dc2799ae4c00ac14ae76effa451381722c250,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,11164009,11289781,124918,125772,3a5c94d1abb15b2a1f4d9e602f4800ae89c21b318ed2d650b83c7ac766605c8b
bibit000450,Dissertazione sopra le virtù morali in particolare,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000450,nineteenth_century_bridge,preserve_rendered_tei_text,02cfe6f071a8b10591c17cfb02a16c4b70889e4ea4bf0041f61c7259df2008fb,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,15850642,15864761,13965,14119,c0a635bda912ebc6384bf61c44e45a3f5df68302804c4edfaba28a4cc572a8e4
bibit000451,Notizia intorno a Didimo Chierico,"Foscolo, Ugo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000451,nineteenth_century_bridge,preserve_rendered_tei_text,24b469a9546025d5857e321b3375e5aaee3e1460a3e1e18db7b1025636f2ac6d,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,15864762,15884696,19728,19934,4b6f4ed3445f8c42b2ed0144012e9ca06dbf1e0ae4298b4d30b4052542716d56
bibit000453,La Legenda de Sancto Stady,"Grioni, Franceschino",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000453,historical_non_sonnet_poetry,preserve_rendered_tei_text,7a364fdef89dd84caba2d880233de3a18488147dee6aaa9ac1da301f049624a4,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,11289782,11429939,137742,140157,910435a43d8557523de250c11e46558256a7170f9749e8f5298f78082109fd9d
bibit000454,Opere minori,"Pulci, Luigi",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000454,historical_non_sonnet_poetry,preserve_rendered_tei_text,76c7ce46de113e30fcb0b6ddcb663b4ec9a145c2261c0e62499c5cc475fe6381,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,11429940,11461178,30845,31238,23e0cf743b211643250bf54fc98206a8759f00119c2572617c222e878ef811e3
bibit000455,Ajace,"Foscolo, Ugo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000455,nineteenth_century_bridge,preserve_rendered_tei_text,9003e48896254eb032b2fdb5a439367a9748179af7a9e09fd555c5b2bb7a8a2f,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,15884697,15964692,79075,79995,9dd747d74729afdd24159b50482c98d8e78ce8c8b72704a41a8ef2a6ba6ac0fa
bibit000456,Poesie,"Vettori, Andrea",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000456,historical_non_sonnet_poetry,preserve_rendered_tei_text,b6ef6886a7a6778137585f21e7c6f3dc0e718bd95ee936795e9dbd9eebcb4acc,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,11461179,11466096,4871,4917,4eba3ffbba3941345d9a0f499353ead23bbd6e6d4909708ee0c8e4d107b411c2
bibit000457,Epistolario (1815-1816),"Foscolo, Ugo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000457,nineteenth_century_bridge,strip_editorial_square_delimiters_and_labels,d2b53ffff70a19b750f0f06a84637119261329deb19a4a2c43f4fd165bebb89c,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,15964693,16913822,933391,949129,32ba71d9de69eeeabb945d3156413b4c4bd1ee9fa820c4a0b97743244d6e7af7
bibit000458,Massime essenziali dell'Impero Ottomano,"Bon, Ottaviano",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000458,historical_general,preserve_rendered_tei_text,b1b3f65970281bc1e22c3edd0498472a506e3ab959914ca24046744f76f75da1,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,40398443,40417786,19178,19343,0362c818d5d9af67123dd967632db6c538cd171337ed361f7062b37a5e57b344
bibit000460,Epistolario,"Monti, Vincenzo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000460,historical_general,strip_editorial_square_delimiters_and_labels,decbb714d86f53fa5a6e5cabb9b696daa6238746751dae922aee4ddf58f67130,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,40417787,44088177,3639164,3670390,75873974c9d7bde352ecbaef1ded3eeb9f01d320e89045b0dab96faad90b8e59
bibit000461,Il sacrificio (1587),"Beccari, Agostino",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000461,historical_general,preserve_rendered_tei_text,0168274f838ecf34d27574e0c40a985909015cb0f415be5521cd51b4846cb84f,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,44088178,44205898,116555,117720,c1d15712104c6fe9d326937657ba7a89b37ceb390bee1ebc6ebe5f62620de7e5
bibit000462,Poesie,"Tedaldi, Francesco",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000462,historical_non_sonnet_poetry,preserve_rendered_tei_text,3adc3e2669456c7b041c415a518bf30723962ec6facfc062b3057d6fe137dc2c,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,11466097,11466135,38,38,7072816875695a1b5e98da34c2c1ddabacca62b0caedacafdf4dbfa51ac0c70d
bibit000463,Poesie,"Pulci, Bernardo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000463,historical_non_sonnet_poetry,preserve_rendered_tei_text,f7a30f74b3a2e1cc056b974601dc3aa18c34c3c0a014ae36c4b9bf9c85e8829a,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,11466136,11534790,67860,68654,64e83eda4eac1713307b3af13f3d097aeee257f7cf1424c88834407f31944ca7
bibit000465,Sofonisba,"Trissino, Gian Giorgio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000465,historical_general,preserve_rendered_tei_text,e90192d1ad8c16835fa3fdd91bc4975ffe7731fc499aa05ffcf88ba2b9140b1c,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,44205899,44284584,77870,78685,5a2e27a80403322a4b5abac689c1cba9fe9e10709c3b2618ab69427eeacfa0c3
bibit000466,Paralipomeni della Batracomiomachia,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000466,nineteenth_century_bridge,preserve_rendered_tei_text,0a3b72a90e367b512abda0d5de392279cf192496bc995fe35ef2c4b382f65b1d,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,16913823,17027264,112587,113441,121be208259f0090aebe8dfd3569379ad69cf18c97efe2702da569edc1b6587d
bibit000467,I conservatori e l'evoluzione naturale dei partiti politici in Italia,"Jacini, Stefano",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000467,nineteenth_century_bridge,preserve_rendered_tei_text,80b2eb195fcc61bfe06d2c80f695fc9dee791e0f471946bd8052b41203dab2a8,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,17027265,17261899,232756,234634,03a24c8dbd5d9804cf6450f0a5beb8bb67571a73724454b6698da9ef0e9d36ca
bibit000468,Rime,"Stampa, Gaspara",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000468,historical_non_sonnet_poetry,preserve_rendered_tei_text,bf05e868a7678d4d681d4f38aff5f1b873d23b98bdb3af57f27bb0f2ecd0755d,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,11534791,11570268,35128,35477,9fc5998f025560735d1609362160676279a9eadcdaadda70e88b80479c229a82
bibit000469,Canti (ed. Napoli 1835),"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000469,nineteenth_century_bridge,preserve_rendered_tei_text,6f0a6ca88d6920c1a7813ce26ac9fee47b4ac79f74f39d62a151a7ba1f86289b,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,17261900,17384924,122175,123024,160d9f35744fa768d42ea6bbca85cc9be77c861a27692ec97a91b3a96f87fa62
bibit000470,Relazione di Germania (1682),"Giustinian, Ascanio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000470,historical_general,preserve_rendered_tei_text,2f1a31fb72aaad87a52860e7c14618c99649dcf2ff08b10b5b2c6fa959bd737c,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,44284585,44357773,72646,73188,0a6c039a696613a252fae52b321bf354ff5330aa774fa38b06ad95c6eb77ec77
bibit000471,Relazione di Germania (1678),"Michiel, Francesco",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000471,historical_general,preserve_rendered_tei_text,b3c520909a603ae239560c520cab93f3d5e71e2b5c9f06b4a25676ef1826727e,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,44357774,44461738,103170,103964,36d7909c7ea8fa02002cab900e50750189d289bbcdcd08d6471519a65ce04ae8
bibit000472,Sonetti in persona di ser Pecora fiorentino beccaio,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000472,historical_non_sonnet_poetry,preserve_rendered_tei_text,920f714d34538881a341c8c7115006745073a714484c3bd1076c8ac2c5581b2e,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,11570269,11570981,710,712,91103b4a88af896d18dc3606b1159b5dd7f31743bacf7ef8016573a6addc820a
bibit000474,Per la passione di Nostro Signore,"Monti, Vincenzo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000474,historical_non_sonnet_poetry,preserve_rendered_tei_text,be97daa27c3580e54237edcb437af657be09559ca14ce718ec9850168e2f2e29,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,11570982,11575754,4741,4772,18b6417ede99a45cbe78f01a062b49facc6a79907316dd19256973bd56c3d12d
bibit000475,Il Forno overo de la Nobiltà,"Tasso, Torquato",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000475,historical_general,preserve_rendered_tei_text,53cabbd9b8a956f00c5d7d8ee1a1b9b26bcd367d89776a0024498c4c16c937fd,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,44461739,44615727,152062,153988,be6701e8d6b4d73c6ca8ceebe2ae744c5370b5b1eb42840dc379c4d64f8ddf29
bibit000477,Cronica deli Imperadori,Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000477,historical_general,strip_editorial_square_delimiters_and_labels,ba973e2f368e6072139f1c299ecd3f2c75cf7c7ca4dd7ef9ca990697b1b399da,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,44615728,44781583,165854,165855,0586475022fdfd0eb42922022a8e83058101f25c8ed4d1df072cfd5c82da5d86
bibit000479,Mirra,"Alfieri, Vittorio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000479,historical_general,preserve_rendered_tei_text,2e30be1c0ea3cdbdc744d656949cf6921db1282556d4177fbbef1f55ae7103c3,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,44781584,44843744,60961,62160,ade5eb74b531b850819da4fb97cd597af13004e486b3b272fc25839cbe1631d8
bibit000480,Poesie,"Damiani, Lorenzo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000480,historical_non_sonnet_poetry,preserve_rendered_tei_text,f311bcd5b32bfa4046072e1e71b3c5624ba8f38691d764f38f2e73709464874c,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,11575755,11576458,624,703,b1e8c317cfed185c66c782c12dfcbf62f47c20412bf4a91874f515208b544322
bibit000482,Vita scritta da se medesimo,"Vico, Giambattista",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000482,historical_general,preserve_rendered_tei_text,ff489ffc8ad64590cc98d227b2c32e6b57361469d98410387fe0b449a179761d,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,44843745,45008021,162612,164276,0a5bf97c83755b7f95ed67bc331213b06877a27cffc990f83d595823b6ab88ba
bibit000485,Issipile,"Metastasio, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000485,historical_general,preserve_rendered_tei_text,6496cd932c81fd362a999809df5ef632e63b612db8f2ced2b6e3c0d9ddcaab90,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,45008022,45054822,46454,46800,5e6bead977dcbe641310ef74288be7c1bc62b266c113040eb085d114f6b01f8f
bibit000486,Argomento di una Canzone sullo stato presente dell'Italia,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000486,nineteenth_century_bridge,preserve_rendered_tei_text,e431f5d4110d7230b2ac14f20369e8e3954e1e62848eb3b27cd47d17e661579f,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,17384925,17390091,5105,5166,0ab54f90a4105523c27e35ec59fe048907e188760c64f08dade1b0abc3efc9b0
bibit000487,Il Cataneo overo de le conclusioni amorose,"Tasso, Torquato",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000487,historical_general,preserve_rendered_tei_text,ea504d60bd27e54f6c28856e667166a670e5518a602f5ed41aa8462ae5bdb211,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,45054823,45125548,69909,70725,c22baa59144fb28fb9bb4373ec840ccc7855d5482eacadfd0422d6c7edcd648e
bibit000490,Memorie,"Da Ponte, Lorenzo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000490,nineteenth_century_bridge,preserve_rendered_tei_text,180ac0612be8aeae99136b2eb381647f2d28697cd44673e3c630da89740b8329,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,17390092,18208727,809737,818635,725f0dd7facefaadbf7ae4d602f64831997023c936268068ff819ed7dfcd7375
bibit000493,Rime,"Alamanni, Luigi",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000493,historical_non_sonnet_poetry,preserve_rendered_tei_text,4ce331694334bca6a31de1cfce8c94997e4cc60c5b579ad9e3b0f25bc33f87b8,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,11576459,12351835,767884,775376,b9ee7270b89a878e4bc902942e8c3837815e7f901e75a2ebbd00e8ee12efcce3
bibit000495,Poesie,"Davanzati, Mariotto",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000495,historical_non_sonnet_poetry,preserve_rendered_tei_text,ef8894879ebb799b0f87688c85e447023a0b8b7d596c8eb640838c0ea5eadff4,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,12351836,12371140,19071,19304,883c223e9783899b22045644ae8e7cb86ec6d0a0adad8c7ab9e62b7987e62bcb
bibit000496,Dissertazione sopra l'esistenza di un ente supremo,"Leopardi, Giacomo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000496,nineteenth_century_bridge,preserve_rendered_tei_text,e6d047634162633c46f1c212097eacebccbdad1d9f97905443debf1a6a7bca3a,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,18208728,18222761,13923,14033,7d2cd8147d464cb7181b3f68d86545cf0dd8eed6369f56ac2f315dba34c6138c
bibit000498,Poesie,"Biffoli, Benedetto",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000498,historical_non_sonnet_poetry,preserve_rendered_tei_text,e2a64be0e9a222beea77a144535d0b33a1dbf2b07db54b22d61557355cb2a19c,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,12371141,12373942,2776,2801,678a37a29fed07b6a65d3343c3bccbd57df8e26131630192e5de5b9b8b5924c8
bibit000499,Rime,"Di Costanzo, Angelo",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000499,historical_non_sonnet_poetry,preserve_rendered_tei_text,7b0ff36436820094c7523366e2faabad7f1333e24584e9530208fb97b27714db,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,12373943,12374509,566,566,6585dbcd64e09ad0d791cd389780ed85816bcb6d21da1f13061c862c1504a91c
bibit000502,Viaggio in Terrasanta,Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000502,historical_general,preserve_rendered_tei_text,b50644042226daaeeff28bcd121e4a2e4e18d3383621795ccf42243684bc1e5b,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,45125549,45133808,8192,8259,74331b0af7b8bcc65218873d5fae51e171d04c5030d3b3e12617defe80f8ffb8
bibit000503,Dell'unità della favola,"Strozzi, Giovan Battista, il Giovane",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000503,historical_general,preserve_rendered_tei_text,ff615ef4af8d58b9cee3e49ac64e08ea3760106f1878cc60fc48a5ed63d4bbc4,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,45133809,45153983,19848,20174,8131a28a850745838530532f45bfb06a763902d8671a8bf41c151f271afeb56d
bibit000504,Poesie,Domenico da Prato,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000504,historical_non_sonnet_poetry,preserve_rendered_tei_text,830a634ce1a5f1953f0be3c9da372c0e81badb4bcddb763a4d8f7472e12de0ac,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,12374510,12555316,178269,180806,8ca827b937629474dec893192b2519ab5aa05628d493d4a3ed6f369a95b981ac
bibit000505,Trattato della poesia lirica,"Torelli, Pomponio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000505,historical_general,preserve_rendered_tei_text,093c869f6ae9e16e289107702171d6d57a6905f9515e0c925f96f80572a4d470,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,45153984,45330485,174601,176501,942cb56a425d8ed79d0d4072c0f7e71892453d3f7aad9d1776a5a590451721b9
bibit000506,L'eroe cinese,"Metastasio, Pietro",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000506,historical_general,preserve_rendered_tei_text,342e65f64909d5893c56982bf051468683d72cf2e2ec3abc695579222e53e958,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,45330486,45369678,38807,39192,44044923e97a114eb11bc7eae462ddbb1fa1cb64d7eb6bab44dfd6390f324cfb
bibit000507,Passion,Niccolò da Verona,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000507,historical_non_sonnet_poetry,preserve_rendered_tei_text,f628858d51876491d413f15db80200b060dd6bfbc53cc663ebd998cb4cd53f78,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,12555317,12599815,43619,44498,3a29fde2bc2adef5ada67d9f8d2bdeb6c2659455fe86a339a60edc7cb0bb6ede
bibit000509,Rime disperse e attribuite,"Petrarca, Francesco",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000509,historical_non_sonnet_poetry,preserve_rendered_tei_text,e0fb45c991a856179c20e8e1bc3077c27accb837152c9a0f6bdbaea56e8919fb,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,12599816,12657374,56652,57558,feaa7fe98809155007db8a6efec9ab2e053634aa42fe1fb0e1db142c40958007
bibit000510,L'avete fatta a me,Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000510,historical_non_sonnet_poetry,preserve_rendered_tei_text,1bec1861ab8684b853260c94ddd82048746feac087b22e3b8a50f3a73fd0f4a9,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,12657375,12658434,1041,1059,7b78c04679e77e973632b2daef3b7aab8f1e3083eb16f618a2a315ef08dd5a73
bibit000512,Uxoria,"Alberti, Leon Battista",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000512,historical_general,preserve_rendered_tei_text,78679727b5451a7034ceb19055c5a28465e311ecc64a5052bbf8af81b5194e73,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,45369679,45399197,29271,29518,b6e6cae1736b62f59bca8b96c18e5e2710e14dff18b19ddb5e4788c1dd4b69cd
bibit000513,Rime,"Nannini, Remigio",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000513,historical_non_sonnet_poetry,preserve_rendered_tei_text,726ae8b266f886fff2a332debce44fff0bdcbd00753ab04855059578872ad054,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,12658435,12686555,27855,28120,a10e6847c128d0a123996be9abe8169021788555323aeb0e1243058eafc610cd
bibit000516,I sistemi e la democrazia. Pensieri,"Mazzini, Giuseppe",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000516,nineteenth_century_bridge,preserve_rendered_tei_text,d9d87f961544853893345a3b0b8e172edc31569dd0808e6ebab2bdab6589db06,text_materialized,data/processed/bibit_resolved_v1/nineteenth_century_bridge/part-0001.txt,18222762,18357117,132911,134355,1a3ae621769e042c835ce3905bfc221d296b801602568347dda746942d0b02ca
bibit000517,Theogenius,"Alberti, Leon Battista",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000517,historical_general,preserve_rendered_tei_text,f81c7f392feb4105f569035ff1d492abf9d020fb40f2bcc7423dcb0bcb409ad0,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,45399198,45510397,110225,111199,2ed439e5e4f6b508eda66c30212ac820a83313d1c3211e7dbf38fc02f25a49fd
bibit000520,Vita nuova,"Alighieri, Dante",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000520,historical_general,preserve_rendered_tei_text,9c53720480cb749e2857603e2f0b793c7d50154955a53aab8d6def89ded2bbde,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,45510398,45594000,82609,83602,c4c40d293ff439ed3abd9a2f907c8db6299a02ddbd6faa63cb79808aae29a83b
bibit000521,Rime e ritmi,"Carducci, Giosue",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000521,historical_non_sonnet_poetry,preserve_rendered_tei_text,9949e4dc1fe60b0b196e4d2feb5d0803791fbd1b65d16ac307ba8dcf5b1ddb59,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,12686556,12729663,42780,43107,b1693289fe2535c8035eef629c98af982172bd40d65da463279feed6018f5bcb
bibit000523,Sermone sul dì del giudizio,Brancaleone da Faenza,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000523,historical_non_sonnet_poetry,preserve_rendered_tei_text,a605dde4b63da2f3263560abe48be43693b2e6b8ddecc019dccfa9cde5956b75,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,12729664,12744473,14490,14809,3dc4577e277d5149aa6427c2ebb4cc6b15e35d97116cc41c1e11c211421f6e60
bibit000524,"Rime degli Arcadi, tomo quarto",Non definito,Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000524,historical_non_sonnet_poetry,preserve_rendered_tei_text,590059f4d268ce16af02bf996a2bf12154ec1cb94f9330199ff37cbc36ca833c,text_materialized,data/processed/bibit_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,12744474,12903453,157431,158979,8404fa8e53b954f745bcf09b1964dd64a7e96bd470b59218f082dd106f7c7d50
bibit000525,Relazione di Germania (1658),"Nani, Giovan Battista",Biblioteca Italiana,http://www.bibliotecaitaliana.it/scheda/bibit000525,historical_general,preserve_rendered_tei_text,77368b1c1ad35167d8a6d244a059f938136bec4529956f50f02cd5b628836c88,text_materialized,data/processed/bibit_resolved_v1/historical_general/part-0001.txt,45594001,45664960,70322,70959,3804e5131825de641f634d63d0ed8e7fee0d77a5a7207e33f3a44e7702971351
