segment_id,work_root_id,source_sha256,character_start,character_end,character_count,segment_sha256,segment_decision,final_role,reason,reference_ids,activation_status,artifact_status,output_shard_path,output_byte_start,output_byte_end,output_sha256
itws:480344:seg0002,itws:480344,62376b627ceaeebc2f4c5ef02e18a4abcdc7f3f78f4dd3475e215c814896c293,451,1280,829,ada2acf45dc500b98cfe31a2e6e11f475947c0bf28ad382511c5cc8ed06561da,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,952140,953019,ada2acf45dc500b98cfe31a2e6e11f475947c0bf28ad382511c5cc8ed06561da
itws:480348:seg0001,itws:480348,021fd6130b6e54f71865c80314ace0c8f652bca1580e38e847230c55915926e6,0,607,607,021fd6130b6e54f71865c80314ace0c8f652bca1580e38e847230c55915926e6,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,953021,953660,021fd6130b6e54f71865c80314ace0c8f652bca1580e38e847230c55915926e6
itws:480349:seg0001,itws:480349,127b450d4ba3e3d85540c24f3d21d5972e69fc03c9e8acf43d23b689bf63b4de,0,512,512,127b450d4ba3e3d85540c24f3d21d5972e69fc03c9e8acf43d23b689bf63b4de,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3699835,3700365,127b450d4ba3e3d85540c24f3d21d5972e69fc03c9e8acf43d23b689bf63b4de
itws:480465:seg0001,itws:480465,406f4e5b38198a6cfe2a69120151e2ea66fa400feba170696ccebb6685fa7e9f,0,1276,1276,406f4e5b38198a6cfe2a69120151e2ea66fa400feba170696ccebb6685fa7e9f,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,953662,954974,406f4e5b38198a6cfe2a69120151e2ea66fa400feba170696ccebb6685fa7e9f
itws:480466:seg0001,itws:480466,25d376cdc6ea7279c6d8f04495d1ef8b70235bdee1083ee14650a9b5db7df4ca,0,512,512,25d376cdc6ea7279c6d8f04495d1ef8b70235bdee1083ee14650a9b5db7df4ca,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480466:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480467:seg0001,itws:480467,4a3f5474d5c0fba1a1449cffbe0bfaa296509f859a17dd1d8249e211c0e24339,0,487,487,4a3f5474d5c0fba1a1449cffbe0bfaa296509f859a17dd1d8249e211c0e24339,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,954976,955484,4a3f5474d5c0fba1a1449cffbe0bfaa296509f859a17dd1d8249e211c0e24339
itws:480468:seg0001,itws:480468,4e7b587a2afe63896fae83ac4ebe0aa586c2959daabf1c54c5979696df6384cc,0,272,272,4e7b587a2afe63896fae83ac4ebe0aa586c2959daabf1c54c5979696df6384cc,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3700367,3700647,4e7b587a2afe63896fae83ac4ebe0aa586c2959daabf1c54c5979696df6384cc
itws:480469:seg0001,itws:480469,d08ac22bfc1e953985625174c21b53372e66174f4a469d3ea38d1172a13b6532,0,376,376,d08ac22bfc1e953985625174c21b53372e66174f4a469d3ea38d1172a13b6532,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3700649,3701048,d08ac22bfc1e953985625174c21b53372e66174f4a469d3ea38d1172a13b6532
itws:480470:seg0001,itws:480470,b80125454671f58aedd425e9127bbccab2004d309368cff8876faebb3d6daa05,0,766659,766659,b80125454671f58aedd425e9127bbccab2004d309368cff8876faebb3d6daa05,exclude_source,excluded,Unknown markup may contain or corrupt primary text.,,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480616:seg0001,itws:480616,2af588a0a4b10cd1265d6978107484552a5b6988fbeec9aa3daf88898b0c04e2,0,509,509,2af588a0a4b10cd1265d6978107484552a5b6988fbeec9aa3daf88898b0c04e2,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,955486,956019,2af588a0a4b10cd1265d6978107484552a5b6988fbeec9aa3daf88898b0c04e2
itws:480617:seg0001,itws:480617,71426819fb314e28b520004631f92481b1518dee5958160ba6244b50bfbc2692,0,482,482,71426819fb314e28b520004631f92481b1518dee5958160ba6244b50bfbc2692,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480617:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480618:seg0001,itws:480618,b8a5a445ee7511ab634c63b3bd491de2ed1b225471357b7afc396ba6fc918011,0,512,512,b8a5a445ee7511ab634c63b3bd491de2ed1b225471357b7afc396ba6fc918011,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480618:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480655:seg0001,itws:480655,07233addaf05d869c447cadbc2b97362a84757fba1afffdbed0e2e2183048182,0,531,531,dad56e0a42b779ac48e47b4e9f60fef74aaa991ca83d71b299e2ef315805cfeb,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480655:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480655:seg0002,itws:480655,07233addaf05d869c447cadbc2b97362a84757fba1afffdbed0e2e2183048182,531,643,112,33c0fa6e4015de34653bf412191882f2ddc8f325d815bbf4bac300b2d37daf13,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,956021,956138,33c0fa6e4015de34653bf412191882f2ddc8f325d815bbf4bac300b2d37daf13
itws:480658:seg0001,itws:480658,40351ef5b040d2ea799fa25d16cdd2ebe46c3762ad3f57995bb55fcce97653a8,0,527,527,40351ef5b040d2ea799fa25d16cdd2ebe46c3762ad3f57995bb55fcce97653a8,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480658:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480659:seg0001,itws:480659,c2c3796bc3314b1ee9fb11d38cf6b150cf1283393c89796a8c07750b3e63153e,0,514,514,c2c3796bc3314b1ee9fb11d38cf6b150cf1283393c89796a8c07750b3e63153e,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480659:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480660:seg0001,itws:480660,1a645bd0cd5b085c3d13e88c4346d4df222c8c35565c594634756b03a9cb2f99,0,521,521,1a645bd0cd5b085c3d13e88c4346d4df222c8c35565c594634756b03a9cb2f99,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480660:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480680:seg0001,itws:480680,f8146855ec330a713091eb974920bdf648a8a622504b944cb66093aabc2b507a,0,520,520,f8146855ec330a713091eb974920bdf648a8a622504b944cb66093aabc2b507a,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480680:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480731:seg0001,itws:480731,d1bbc809289b2664bdee790c75abe5650f6ce928c6089f2dd58f8bd0fb8c703a,0,539,539,d1bbc809289b2664bdee790c75abe5650f6ce928c6089f2dd58f8bd0fb8c703a,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480731:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480732:seg0001,itws:480732,5fcd3bef54e24ca45cae087f45602b5da55b387eabe5771a5b5429dd95c6391d,0,538,538,5fcd3bef54e24ca45cae087f45602b5da55b387eabe5771a5b5429dd95c6391d,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480732:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480734:seg0001,itws:480734,8f2651d47bcec80c8b0d516e231de36e7a05d052b077f15354602e1f89bbaa84,0,522,522,8f2651d47bcec80c8b0d516e231de36e7a05d052b077f15354602e1f89bbaa84,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480734:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480735:seg0001,itws:480735,3852c5a464e834bdaa6435c334e5200afc4bc802f48339a86652c9d0a37618ad,0,531,531,3852c5a464e834bdaa6435c334e5200afc4bc802f48339a86652c9d0a37618ad,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480735:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480771:seg0001,itws:480771,da59f1168b4d21dfd23c03c049e3ced3eea6d636bfe1a54d0e65ffc782126177,0,516,516,da59f1168b4d21dfd23c03c049e3ced3eea6d636bfe1a54d0e65ffc782126177,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480771:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480772:seg0001,itws:480772,8f9ceba7094264bab5b4659f9687942ba6f7d161d3acc5a749f99c481d186e2f,0,512,512,8f9ceba7094264bab5b4659f9687942ba6f7d161d3acc5a749f99c481d186e2f,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480772:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480885:seg0001,itws:480885,6975e7cbe884c4183ad6f7a47db391ec6321ac896018378e0c8ed648c441ecd9,0,516,516,6975e7cbe884c4183ad6f7a47db391ec6321ac896018378e0c8ed648c441ecd9,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480885:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480886:seg0001,itws:480886,8f7b3ce0717f265ec63593e2ff45433724ca34b777505886e8715beedd709696,0,523,523,8f7b3ce0717f265ec63593e2ff45433724ca34b777505886e8715beedd709696,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480886:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480888:seg0001,itws:480888,c9f690595e116e34b537a2fb58e3292c9a265a86957be9a0425dcdd4b2d89abf,0,508,508,c9f690595e116e34b537a2fb58e3292c9a265a86957be9a0425dcdd4b2d89abf,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480888:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480889:seg0001,itws:480889,9d3da95d2b29fad77a49ee5cb774d27189a9be7cc192c0695d2b052c90e0cfe8,0,538,538,9d3da95d2b29fad77a49ee5cb774d27189a9be7cc192c0695d2b052c90e0cfe8,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480889:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480891:seg0001,itws:480891,be7f07ef87d14d6a728e6847ed02cdfb81629b877d4cd7f8bd46b498aebcf87d,0,525,525,be7f07ef87d14d6a728e6847ed02cdfb81629b877d4cd7f8bd46b498aebcf87d,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480891:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480892:seg0001,itws:480892,0af95fb3255b8be981cd4f06223f75a46ab6b7477c97802380283c0a9a9c3b49,0,557,557,0af95fb3255b8be981cd4f06223f75a46ab6b7477c97802380283c0a9a9c3b49,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480892:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480898:seg0001,itws:480898,0f9c17b29c5a2c2482fc1daaba8d82d251e007d96c9a82bc948749cbdc39d91e,0,506,506,0f9c17b29c5a2c2482fc1daaba8d82d251e007d96c9a82bc948749cbdc39d91e,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480898:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:480899:seg0001,itws:480899,d5633abc67da8ae334fc333a0479156b2e1ed85cbcbc51540c6c31728e165c16,0,496,496,d5633abc67da8ae334fc333a0479156b2e1ed85cbcbc51540c6c31728e165c16,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:480899:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:481031:seg0001,itws:481031,a80747f8616088577491d9d41e73add563621b792930e300a40ce92a26ad474d,0,3909,3909,a80747f8616088577491d9d41e73add563621b792930e300a40ce92a26ad474d,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3701050,3705116,a80747f8616088577491d9d41e73add563621b792930e300a40ce92a26ad474d
itws:481036:seg0001,itws:481036,6b345e07533aa5c1c6f37d3c6276016a3b2f2f19a23928e4f23f34a8f61288b3,0,3995,3995,6b345e07533aa5c1c6f37d3c6276016a3b2f2f19a23928e4f23f34a8f61288b3,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3705118,3709262,6b345e07533aa5c1c6f37d3c6276016a3b2f2f19a23928e4f23f34a8f61288b3
itws:481037:seg0001,itws:481037,4778dc702963330cbb9cbfb736d614d102f50774dd75a7740f3a116403cf0274,0,511,511,4778dc702963330cbb9cbfb736d614d102f50774dd75a7740f3a116403cf0274,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:481037:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
itws:481040:seg0001,itws:481040,ddf6e297731ef5448b142589321c61bfccee819ba8ae383510ce709b82e6f6d3,0,622,622,ddf6e297731ef5448b142589321c61bfccee819ba8ae383510ce709b82e6f6d3,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,956140,956788,ddf6e297731ef5448b142589321c61bfccee819ba8ae383510ce709b82e6f6d3
itws:481065:seg0001,itws:481065,6a8e5a6002704eb13e8c9a0f80bb4040a199f05e336d8e09284a51e85b61ab73,0,519,519,6a8e5a6002704eb13e8c9a0f80bb4040a199f05e336d8e09284a51e85b61ab73,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,956790,957330,6a8e5a6002704eb13e8c9a0f80bb4040a199f05e336d8e09284a51e85b61ab73
itws:481066:seg0001,itws:481066,a3cf010dc336b21eecd624058b517aa98863ffb14b94277b81935d5cce32309a,0,589,589,a3cf010dc336b21eecd624058b517aa98863ffb14b94277b81935d5cce32309a,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,957332,957949,a3cf010dc336b21eecd624058b517aa98863ffb14b94277b81935d5cce32309a
itws:481068:seg0001,itws:481068,a7e89b14a061cdf389a25d2faf87e07afbc9360729ce53e1e55d8adc31f55188,0,606,606,a7e89b14a061cdf389a25d2faf87e07afbc9360729ce53e1e55d8adc31f55188,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,957951,958574,a7e89b14a061cdf389a25d2faf87e07afbc9360729ce53e1e55d8adc31f55188
itws:481071:seg0001,itws:481071,17117ebfaa873ea352f5c6d4cf7113f2c3cf2ae16fefd2447314d329a7280d30,0,2891,2891,17117ebfaa873ea352f5c6d4cf7113f2c3cf2ae16fefd2447314d329a7280d30,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,958576,961600,17117ebfaa873ea352f5c6d4cf7113f2c3cf2ae16fefd2447314d329a7280d30
itws:481073:seg0001,itws:481073,c5646ebf8dcf48edf6e6fa52957d0f44b4c85f6a10f735276d72679d1ccb127e,0,595,595,c5646ebf8dcf48edf6e6fa52957d0f44b4c85f6a10f735276d72679d1ccb127e,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3709264,3709875,c5646ebf8dcf48edf6e6fa52957d0f44b4c85f6a10f735276d72679d1ccb127e
itws:481074:seg0001,itws:481074,0c16c22d3bf7a298809d283b5b940524aaf1e681b7d905f2f76f96ee76bdf097,0,587,587,0c16c22d3bf7a298809d283b5b940524aaf1e681b7d905f2f76f96ee76bdf097,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,961602,962207,0c16c22d3bf7a298809d283b5b940524aaf1e681b7d905f2f76f96ee76bdf097
itws:481089:seg0001,itws:481089,2b6b887eff98b4ea12f396793b70fa69c5ab920157d99db9724150cd2de994f9,0,675,675,2b6b887eff98b4ea12f396793b70fa69c5ab920157d99db9724150cd2de994f9,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,962209,962901,2b6b887eff98b4ea12f396793b70fa69c5ab920157d99db9724150cd2de994f9
itws:481090:seg0001,itws:481090,2bd8c41cef97faf661885a2854d26e4f6a6c87c79a26dd421543ed0c89ecaf79,0,621,621,2bd8c41cef97faf661885a2854d26e4f6a6c87c79a26dd421543ed0c89ecaf79,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,962903,963551,2bd8c41cef97faf661885a2854d26e4f6a6c87c79a26dd421543ed0c89ecaf79
itws:481091:seg0001,itws:481091,1027f8b92990efe7870b09b471c1acca2c1766b9de354c21f73a2388a4a9b61a,0,590,590,1027f8b92990efe7870b09b471c1acca2c1766b9de354c21f73a2388a4a9b61a,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,963553,964159,1027f8b92990efe7870b09b471c1acca2c1766b9de354c21f73a2388a4a9b61a
itws:481092:seg0001,itws:481092,82ebfac856fb2ca0afb2515eb14c81828d1639877db5f6fc53bbac2053ef3822,0,623,623,82ebfac856fb2ca0afb2515eb14c81828d1639877db5f6fc53bbac2053ef3822,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,964161,964794,82ebfac856fb2ca0afb2515eb14c81828d1639877db5f6fc53bbac2053ef3822
itws:481106:seg0001,itws:481106,bf4be095d94d59862d3c8aac2e6fca46dbc23a4e27bea2f072268b8c8aa979c6,0,857,857,bf4be095d94d59862d3c8aac2e6fca46dbc23a4e27bea2f072268b8c8aa979c6,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,964796,965684,bf4be095d94d59862d3c8aac2e6fca46dbc23a4e27bea2f072268b8c8aa979c6
itws:481108:seg0001,itws:481108,b7504bdce8d44fe551bac22e509135e60c5b0e26599b1cb7763640d68e9919d1,0,346,346,b7504bdce8d44fe551bac22e509135e60c5b0e26599b1cb7763640d68e9919d1,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3709877,3710248,b7504bdce8d44fe551bac22e509135e60c5b0e26599b1cb7763640d68e9919d1
itws:481109:seg0001,itws:481109,ea6c1c9ea3cb787384ee3024fad2672e2ffc58ee7721002fd09e138c6e9151d4,0,333,333,ea6c1c9ea3cb787384ee3024fad2672e2ffc58ee7721002fd09e138c6e9151d4,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3710250,3710595,ea6c1c9ea3cb787384ee3024fad2672e2ffc58ee7721002fd09e138c6e9151d4
itws:481111:seg0001,itws:481111,7201cd2545eeedebc5d732087ed16f857b2aecc31e281a9062576e673cd679d3,0,256,256,7201cd2545eeedebc5d732087ed16f857b2aecc31e281a9062576e673cd679d3,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3710597,3710863,7201cd2545eeedebc5d732087ed16f857b2aecc31e281a9062576e673cd679d3
itws:481112:seg0001,itws:481112,088d8909f5e391df06b068582d20a043641b728500e393a0afad06d51ca32ec8,0,332,332,088d8909f5e391df06b068582d20a043641b728500e393a0afad06d51ca32ec8,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3710865,3711212,088d8909f5e391df06b068582d20a043641b728500e393a0afad06d51ca32ec8
itws:481139:seg0001,itws:481139,402844343ec08a58b569e3f4f57369b74c054c3dc760a3df418f63b1cd80d2d4,0,959,959,402844343ec08a58b569e3f4f57369b74c054c3dc760a3df418f63b1cd80d2d4,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3711214,3712224,402844343ec08a58b569e3f4f57369b74c054c3dc760a3df418f63b1cd80d2d4
itws:481146:seg0001,itws:481146,2bfae255dc95bdaf0443810dab8252c344b0e64ca7e39111740fcfc47108cae4,0,542,542,2bfae255dc95bdaf0443810dab8252c344b0e64ca7e39111740fcfc47108cae4,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3712226,3712783,2bfae255dc95bdaf0443810dab8252c344b0e64ca7e39111740fcfc47108cae4
itws:481147:seg0001,itws:481147,e5ce3725cc2b3163cb9653bd88dfa75d071e1eebbf1929b391a358a37d9c01f4,0,778,778,e5ce3725cc2b3163cb9653bd88dfa75d071e1eebbf1929b391a358a37d9c01f4,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,965686,966494,e5ce3725cc2b3163cb9653bd88dfa75d071e1eebbf1929b391a358a37d9c01f4
itws:481160:seg0001,itws:481160,8e58fbad0d58288ad83198f6857b52242db184875ea73b9c76878296d8daf2d9,0,996,996,8e58fbad0d58288ad83198f6857b52242db184875ea73b9c76878296d8daf2d9,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,966496,967537,8e58fbad0d58288ad83198f6857b52242db184875ea73b9c76878296d8daf2d9
itws:481161:seg0001,itws:481161,f0a1a3735d8a556276b01ce0fd430dc6f18157f52080ef529ae8c328ccb130e5,0,973,973,f0a1a3735d8a556276b01ce0fd430dc6f18157f52080ef529ae8c328ccb130e5,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,967539,968566,f0a1a3735d8a556276b01ce0fd430dc6f18157f52080ef529ae8c328ccb130e5
itws:481162:seg0001,itws:481162,3e863ee479dc3b43b51f683c7bc42527318c3af334a2875b4c99c483b724ea03,0,882,882,3e863ee479dc3b43b51f683c7bc42527318c3af334a2875b4c99c483b724ea03,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3712785,3713694,3e863ee479dc3b43b51f683c7bc42527318c3af334a2875b4c99c483b724ea03
itws:481163:seg0001,itws:481163,c49d3bfeddfe4ea37e05f4d22e742614663298c658bacf36dc1c0e3b35a3932b,0,715,715,c49d3bfeddfe4ea37e05f4d22e742614663298c658bacf36dc1c0e3b35a3932b,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,968568,969318,c49d3bfeddfe4ea37e05f4d22e742614663298c658bacf36dc1c0e3b35a3932b
itws:481164:seg0001,itws:481164,58377d8b244be55bd8b73f1449a5d050cbc3e0107812265367bc128850703182,0,544,544,58377d8b244be55bd8b73f1449a5d050cbc3e0107812265367bc128850703182,include_broader_text,historical_general,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_general/part-0001.txt,3713696,3714264,58377d8b244be55bd8b73f1449a5d050cbc3e0107812265367bc128850703182
itws:481165:seg0001,itws:481165,e697111533196113336a578f519c36ccebf69aa90b34841e0280d8aec0256603,0,20,20,011c883ff629fb6472c2c778586e3f8c2379f77d87e20f6062a0200fb04ee531,include_broader_text,historical_non_sonnet_poetry,Retained primary text.,,inactive_pending_cross_archive_freeze,materialized_in_inactive_record,data/processed/italian_wikisource_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,969320,969340,011c883ff629fb6472c2c778586e3f8c2379f77d87e20f6062a0200fb04ee531
itws:481165:seg0002,itws:481165,e697111533196113336a578f519c36ccebf69aa90b34841e0280d8aec0256603,20,492,472,20f26014641165312b6c316f1e52f0064f252ab930fd983eb84ed8978e005720,materialize_standard_sonnet_inactive,standard_sonnets,eligible_standard_sonnet_inactive_pending_v7,itws:481165:sonnet0001,inactive_pending_cross_archive_freeze,not_materialized,,,,
