candidate_id,work_root_id,root_title,source_record_author,poem_author,poem_author_resolution,period_bucket,source_url,source_scan_title,source_kind,stanza_pattern,line_count,first_line,last_line,character_start,character_end,source_text_sha256,cleaned_text_sha256,exact_reference_ids,near_reference_ids,protected_v6_reference_ids,candidate_decision,final_role,activation_status,artifact_status,shard_path,byte_start,byte_end,cleaned_character_count,cleaned_byte_count,cleaned_sha256
itws:552926:sonnet0026,itws:552926,Rime di diversi in lode e in morte di Gaspara Stampa,Autori vari,,unresolved,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_diversi_in_lode_e_in_morte_di_Gaspara_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Stampa gentil, ch’innanzi tempo sciolta",lor mostra ancora il buon sentier perfetto.,14597,15140,9aaf5eb413620c46d495136978e56a217cd39321db42c75b8038f6297c334ed0,9aaf5eb413620c46d495136978e56a217cd39321db42c75b8038f6297c334ed0,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,112907,113464,543,557,9aaf5eb413620c46d495136978e56a217cd39321db42c75b8038f6297c334ed0
itws:552926:sonnet0027,itws:552926,Rime di diversi in lode e in morte di Gaspara Stampa,Autori vari,,unresolved,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_diversi_in_lode_e_in_morte_di_Gaspara_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Ben è d’alta vaghezza il mondo scarco,","non sí, qual voi, fugace è l’aura e ’l vento.",15166,15727,65adc9969bcd4cd14da8c49b4d2d7c23d1c7a07608217162c9cb52fc3fa40875,65adc9969bcd4cd14da8c49b4d2d7c23d1c7a07608217162c9cb52fc3fa40875,itws:552926:sonnet0025,itws:552926:sonnet0025,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:552926:sonnet0028,itws:552926,Rime di diversi in lode e in morte di Gaspara Stampa,Autori vari,,unresolved,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_diversi_in_lode_e_in_morte_di_Gaspara_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Stampa gentil, ch’innanzi tempo sciolta",lor mostra ancora il buon sentier perfetto.,15750,16293,9aaf5eb413620c46d495136978e56a217cd39321db42c75b8038f6297c334ed0,9aaf5eb413620c46d495136978e56a217cd39321db42c75b8038f6297c334ed0,itws:552926:sonnet0026,itws:552926:sonnet0026,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:552926:sonnet0029,itws:552926,Rime di diversi in lode e in morte di Gaspara Stampa,Autori vari,,unresolved,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_diversi_in_lode_e_in_morte_di_Gaspara_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Stampa, tu pur da noi sei spenta e morta,",vommene quasi ognor spargendo pianto.,16313,16867,3692dd345bdcfd66287fb7845a5acb5b4675cd35125c6b34597b1015377e2ff3,3692dd345bdcfd66287fb7845a5acb5b4675cd35125c6b34597b1015377e2ff3,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,113465,114037,554,572,3692dd345bdcfd66287fb7845a5acb5b4675cd35125c6b34597b1015377e2ff3
itws:552926:sonnet0030,itws:552926,Rime di diversi in lode e in morte di Gaspara Stampa,Autori vari,,unresolved,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_diversi_in_lode_e_in_morte_di_Gaspara_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Ahi, come tosto sei, Stampa gentile,",stampe di tal virtú perdute e morte!,16888,17440,3e54a64e4eb5f7c5b9f0054f5d0fe7fb6a4a0b8f399fb51d0a9cf848ab24ac29,3e54a64e4eb5f7c5b9f0054f5d0fe7fb6a4a0b8f399fb51d0a9cf848ab24ac29,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,114038,114605,552,567,3e54a64e4eb5f7c5b9f0054f5d0fe7fb6a4a0b8f399fb51d0a9cf848ab24ac29
itws:552926:sonnet0031,itws:552926,Rime di diversi in lode e in morte di Gaspara Stampa,Autori vari,,unresolved,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_diversi_in_lode_e_in_morte_di_Gaspara_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Stampa, tu pur da noi sei spenta e morta,",vommene quasi ognor spargendo pianto.,17460,18014,3692dd345bdcfd66287fb7845a5acb5b4675cd35125c6b34597b1015377e2ff3,3692dd345bdcfd66287fb7845a5acb5b4675cd35125c6b34597b1015377e2ff3,itws:552926:sonnet0029,itws:552926:sonnet0029,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:552926:sonnet0032,itws:552926,Rime di diversi in lode e in morte di Gaspara Stampa,Autori vari,,unresolved,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_diversi_in_lode_e_in_morte_di_Gaspara_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Ahi, come tosto sei, Stampa gentile,",stampe di tal virtú perdute e morte!,18035,18587,3e54a64e4eb5f7c5b9f0054f5d0fe7fb6a4a0b8f399fb51d0a9cf848ab24ac29,3e54a64e4eb5f7c5b9f0054f5d0fe7fb6a4a0b8f399fb51d0a9cf848ab24ac29,itws:552926:sonnet0030,itws:552926:sonnet0030,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:552926:sonnet0033,itws:552926,Rime di diversi in lode e in morte di Gaspara Stampa,Autori vari,,unresolved,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_diversi_in_lode_e_in_morte_di_Gaspara_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Férmati, viator, se saper vuoi","ché sol quel, mentre vissi, mi piacea.",18633,19139,dbabda3346077193f79e824253be0d1ae755838b2a185eb3f3b20ec97c4e7398,cb1a032cb576607f2ad7790163f0bcf6a7ebad4158ce7397d78fa3c9177a03ba,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,114606,115132,507,526,cb1a032cb576607f2ad7790163f0bcf6a7ebad4158ce7397d78fa3c9177a03ba
itws:552927:sonnet0001,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"O per cui sola ad alto onor m’invio,",poi che per voi nel suo riposo alloggia.,90,634,0d3fd77e9c721da1977e2aa0484c661af3c7c06d8a7b628a10ccb7de4446012f,0d3fd77e9c721da1977e2aa0484c661af3c7c06d8a7b628a10ccb7de4446012f,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,115133,115692,544,559,0d3fd77e9c721da1977e2aa0484c661af3c7c06d8a7b628a10ccb7de4446012f
itws:552927:sonnet0002,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"S’a l’ardente desio, ch’a dir mi spinge,",tanto chi il mira men serba la vista.,675,1237,b0107307b8a967cbf69feb363fef632a83c6a6195c909f9ab78950243646d699,b0107307b8a967cbf69feb363fef632a83c6a6195c909f9ab78950243646d699,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,115693,116272,562,579,b0107307b8a967cbf69feb363fef632a83c6a6195c909f9ab78950243646d699
itws:552927:sonnet0003,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Frena, mio bene, i lumi tuoi lascivi,","m’ascondi? Ah non, ma fa’ sí ch’io non mora.",1270,1838,839a062efb2016a86b8ed5692803fec45b5784d01bcc5daa3c0a65babd0964a1,839a062efb2016a86b8ed5692803fec45b5784d01bcc5daa3c0a65babd0964a1,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,116273,116863,568,590,839a062efb2016a86b8ed5692803fec45b5784d01bcc5daa3c0a65babd0964a1
itws:552927:sonnet0004,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"S’a l’ardente desio, ch’a dir mi spinge,",tanto chi il mira men serba la vista.,1879,2441,b0107307b8a967cbf69feb363fef632a83c6a6195c909f9ab78950243646d699,b0107307b8a967cbf69feb363fef632a83c6a6195c909f9ab78950243646d699,itws:552927:sonnet0002,itws:552927:sonnet0002,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:552927:sonnet0005,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Frena, mio bene, i lumi tuoi lascivi,","m’ascondi? Ah non, ma fa’ sí ch’io non mora.",2474,3042,839a062efb2016a86b8ed5692803fec45b5784d01bcc5daa3c0a65babd0964a1,839a062efb2016a86b8ed5692803fec45b5784d01bcc5daa3c0a65babd0964a1,itws:552927:sonnet0003,itws:552927:sonnet0003,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:552927:sonnet0006,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Ho riveduto, amanti, il mio bel sole,","quanto piú lungo fu, piú mi conforta!",3075,3584,dac54c93a8951ba702356ca864b58f2360c3c684e8434ac913920a2f42ac25d6,dac54c93a8951ba702356ca864b58f2360c3c684e8434ac913920a2f42ac25d6,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,116864,117385,509,521,dac54c93a8951ba702356ca864b58f2360c3c684e8434ac913920a2f42ac25d6
itws:552927:sonnet0007,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Dolce mio ben, deh qual cagion vi move",né voglio altro piacer che la mia morte.,4059,4623,f1526e2518911963f27634f6ed23a29730ec93e48ea9fd00231651553a590155,f1526e2518911963f27634f6ed23a29730ec93e48ea9fd00231651553a590155,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,117386,117973,564,587,f1526e2518911963f27634f6ed23a29730ec93e48ea9fd00231651553a590155
itws:552927:sonnet0008,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Occhi, che la virtú vostra serena,","è pur ch’io mora, ecco il morir mi giova.",4678,5230,460b032f32aa3bb0aec49c461b38d38b038fd0b82b1b2ab9f204e20c59eee244,460b032f32aa3bb0aec49c461b38d38b038fd0b82b1b2ab9f204e20c59eee244,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,117974,118546,552,572,460b032f32aa3bb0aec49c461b38d38b038fd0b82b1b2ab9f204e20c59eee244
itws:552927:sonnet0009,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Ho riveduto, amanti, il mio bel sole,","quanto piú lungo fu, piú mi conforta!",5263,5772,dac54c93a8951ba702356ca864b58f2360c3c684e8434ac913920a2f42ac25d6,dac54c93a8951ba702356ca864b58f2360c3c684e8434ac913920a2f42ac25d6,itws:552927:sonnet0006,itws:552927:sonnet0006,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:552927:sonnet0010,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Se v’accorgeste del fuggir de l’ore,","Invan fui bella, e invan muto pensiero.",6247,6785,7ca21a720c0fd731b45241b6cc9e2bf31794833d528213f38dc337e8d5b56722,7ca21a720c0fd731b45241b6cc9e2bf31794833d528213f38dc337e8d5b56722,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,118547,119104,538,557,7ca21a720c0fd731b45241b6cc9e2bf31794833d528213f38dc337e8d5b56722
itws:552927:sonnet0011,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Donna, la cui beltá pur non pareggia","confondeno il pensier, pèrdeno i sensi.",6836,7377,bc457dd69cb2e92cd80b1252d8d2b96a1457c69cfd9d895af1fbf6af27c4a0ec,bc457dd69cb2e92cd80b1252d8d2b96a1457c69cfd9d895af1fbf6af27c4a0ec,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,119105,119662,541,557,bc457dd69cb2e92cd80b1252d8d2b96a1457c69cfd9d895af1fbf6af27c4a0ec
itws:552927:sonnet0012,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Se v’accorgeste del fuggir de l’ore,","Invan fui bella, e invan muto pensiero.",7433,7971,7ca21a720c0fd731b45241b6cc9e2bf31794833d528213f38dc337e8d5b56722,7ca21a720c0fd731b45241b6cc9e2bf31794833d528213f38dc337e8d5b56722,itws:552927:sonnet0010,itws:552927:sonnet0010,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:552927:sonnet0013,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Donna, la cui beltá pur non pareggia","confondeno il pensier, pèrdeno i sensi.",8022,8563,bc457dd69cb2e92cd80b1252d8d2b96a1457c69cfd9d895af1fbf6af27c4a0ec,bc457dd69cb2e92cd80b1252d8d2b96a1457c69cfd9d895af1fbf6af27c4a0ec,itws:552927:sonnet0011,itws:552927:sonnet0011,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:552927:sonnet0014,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Dolce mio ben, deh qual cagion vi move",né voglio altro piacer che la mia morte.,8619,9183,f1526e2518911963f27634f6ed23a29730ec93e48ea9fd00231651553a590155,f1526e2518911963f27634f6ed23a29730ec93e48ea9fd00231651553a590155,itws:552927:sonnet0007,itws:552927:sonnet0007,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:552927:sonnet0015,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Occhi, che la virtú vostra serena,","è pur ch’io mora, ecco il morir mi giova.",9238,9790,460b032f32aa3bb0aec49c461b38d38b038fd0b82b1b2ab9f204e20c59eee244,460b032f32aa3bb0aec49c461b38d38b038fd0b82b1b2ab9f204e20c59eee244,itws:552927:sonnet0008,itws:552927:sonnet0008,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:552927:sonnet0016,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Crudel sirena mia, poi ch’è pur vero",e m’assimigli a le gelate pietre.,9836,10389,993ba9a364601f3049fad7ea2806dafd083c914bbefde4631f52a59717cab7a3,993ba9a364601f3049fad7ea2806dafd083c914bbefde4631f52a59717cab7a3,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,119663,120237,553,574,993ba9a364601f3049fad7ea2806dafd083c914bbefde4631f52a59717cab7a3
itws:552927:sonnet0017,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Felice cor, che vinto dal desio","il fedel, ch’io reggeva, or voi reggete.",10442,10984,f41070f8bc374b0f80f86a0107a443de6545d39f1f0ee2f3bced03cdbf6a7062,f41070f8bc374b0f80f86a0107a443de6545d39f1f0ee2f3bced03cdbf6a7062,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,120238,120796,542,558,f41070f8bc374b0f80f86a0107a443de6545d39f1f0ee2f3bced03cdbf6a7062
itws:552927:sonnet0018,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Crudel sirena mia, poi ch’è pur vero",e m’assimigli a le gelate pietre.,11030,11583,993ba9a364601f3049fad7ea2806dafd083c914bbefde4631f52a59717cab7a3,993ba9a364601f3049fad7ea2806dafd083c914bbefde4631f52a59717cab7a3,itws:552927:sonnet0016,itws:552927:sonnet0016,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:552927:sonnet0019,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Felice cor, che vinto dal desio","il fedel, ch’io reggeva, or voi reggete.",11636,12178,f41070f8bc374b0f80f86a0107a443de6545d39f1f0ee2f3bced03cdbf6a7062,f41070f8bc374b0f80f86a0107a443de6545d39f1f0ee2f3bced03cdbf6a7062,itws:552927:sonnet0017,itws:552927:sonnet0017,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
itws:552927:sonnet0020,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,Il vostro dono prezioso e caro,e l’alma il suo Fattor vede et adora.,12225,12765,770551b27dd5f340a0851ceb83b4c8039cf862b47ccdd6902d63ab3a7fb3c4b0,770551b27dd5f340a0851ceb83b4c8039cf862b47ccdd6902d63ab3a7fb3c4b0,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,120797,121358,540,561,770551b27dd5f340a0851ceb83b4c8039cf862b47ccdd6902d63ab3a7fb3c4b0
itws:552927:sonnet0021,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,"Il fero mio desir tanto m’accende,",sí ch’io del primo commodo mi vanti.,12805,13330,e17bfe895d95a1c3663e075b2047fbe134481f1ef57b55c6ef386f6675f8d794,e17bfe895d95a1c3663e075b2047fbe134481f1ef57b55c6ef386f6675f8d794,,,,eligible_standard_sonnet_inactive_pending_v7,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,sonnet_materialized_inactive,data/processed/italian_wikisource_resolved_v1/standard_sonnets/part-0001.txt,121359,121903,525,544,e17bfe895d95a1c3663e075b2047fbe134481f1ef57b55c6ef386f6675f8d794
itws:552927:sonnet0022,itws:552927,Rime di Baldassare Stampa,Baldassarre Stampa,Baldassarre Stampa,root_metadata_proxy_pending_v7_review,origins_through_1800,https://it.wikisource.org/wiki/Rime_di_Baldassare_Stampa,"Stampa, Gaspara – Rime, 1913 – BEIC 1929252.djvu",structural_14_line_in_poetry_root,14,14,Il vostro dono prezioso e caro,e l’alma il suo Fattor vede et adora.,13377,13917,770551b27dd5f340a0851ceb83b4c8039cf862b47ccdd6902d63ab3a7fb3c4b0,770551b27dd5f340a0851ceb83b4c8039cf862b47ccdd6902d63ab3a7fb3c4b0,itws:552927:sonnet0020,itws:552927:sonnet0020,,exclude_canonical_sonnet_duplicate,standard_sonnets,inactive_pending_v7_attribution_and_split_freeze,not_materialized_duplicate_or_protected,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
