segment_id,ebook_id,source_cleaned_sha256,character_start,character_end,character_count,segment_sha256,segment_decision,final_role,reason,reference_ids,start_anchor,end_anchor
pg22502:seg0003,22502,f7cb52c414d1c0c002aa3ebc9a124320d9b938ab2ae814f5b1d0341387c7a432,467991,807937,339946,e1ad455807682c3cd152de90eae847a59f774533898f18222de25c569815b80e,include_record_text,historical_general,retained_primary_text,,* Cosí nel testo [Ed.]. III LA ZECCA IN CONSULTA,» 381 BIBLIOGRAFIA » 391
pg22505:seg0001,22505,8bc1afea0c4a1b153e7928e3140468c5148bd90c2f5e60b8101b4670a84bceb3,0,120304,120304,7e7871138e39d4ed1efc694073301a182a3e9a180cd77c3b9f4dfff8e47b6ce5,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net (This","isioni._ Un volume in-16, L. 1,60 Legato L. 2,60. Milano · La Casa Editrice PAOLO CARRARA spedisce contro vaglia."
pg22505:seg0002,22505,8bc1afea0c4a1b153e7928e3140468c5148bd90c2f5e60b8101b4670a84bceb3,120304,121654,1350,b290f97723ff5f9c21d821b034b2f9a18deb8afb73a0e9bb38ed0dab0aef55b3,exclude_terminal_transcriber_note,excluded,modern_terminal_transcriber_note,,NOTA DEL TRASCRITTORE: ILLUSTRAZIONI FUORI TESTO DEL VOLUME: .... riaffacciandosi nell'inquadrato della fine,tà di consolazione; --Mi reputi perfettamenta guarita? chiese essa non è un sentimeno irragionevole nella donna
pg22507:seg0001,22507,3bb5c02fff2792652536814ad41f9fe04bc825e9c834e4c597cef513c14c46fa,0,190027,190027,c43a3731450ac3edb2f15532ded80a824bb00f3d2ec98c0a03eb987feeec7993,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net (This","te scuole secondarie Un volume in-16 L. 1,50--legato L. 2,50. L'Editore PAOLO CARRARA spedisce contro vaglia."
pg22507:seg0002,22507,3bb5c02fff2792652536814ad41f9fe04bc825e9c834e4c597cef513c14c46fa,190027,190493,466,088a2dbd0ad777aceaedba2728c29c3331dd9f80aceacb74542f889211dcbe64,exclude_terminal_transcriber_note,excluded,modern_terminal_transcriber_note,,NOTA DEL TRASCRITTORE I seguenti refusi sono stati corretti: arrossendo con un segreto inespicabile rincrescimen,"la costa del soggio, che le rivegliavano in cuore l'antica pietà di sentirsene guaridata fosse anche torbidamente,"
pg23297:seg0001,23297,553b54e8d6c587fddd0cf2da9ad1dcf433e14f0fb9b0fc93fe27a2c9193e4b16,0,125349,125349,553b54e8d6c587fddd0cf2da9ad1dcf433e14f0fb9b0fc93fe27a2c9193e4b16,include_record_text,nineteenth_century_bridge,retained_primary_text,,"E-text prepared by Chuck Greif, Claudio Paganelli, and the Project Gutenberg Online Distributed Proofreading Team (http:","tal donna; perocchè ella somigli in sua bellezza alle iddie immortali."" ILIADE: _raps. III._"
pg24072:seg0001,24072,c276ace64a509f8da0a447b69c4b0413a0e1da5b1d13fa6f107742a315556ac7,0,331436,331436,c276ace64a509f8da0a447b69c4b0413a0e1da5b1d13fa6f107742a315556ac7,include_record_text,nineteenth_century_bridge,retained_primary_text,,E-text prepared by Chuck Greif and the Project Gutenberg Online Distributed Proofreading Team (http://www.pgdp.net) T,n's Easy French.= =Story of Cupid and Psyche= (Guerber). For French composition. =Super's Preparatory French Reader.=
pg25178:seg0001,25178,cd42a037fb67bdeb120f7abd79104c84de85501e0c5f953b1282e330bff9d337,0,776851,776851,cd42a037fb67bdeb120f7abd79104c84de85501e0c5f953b1282e330bff9d337,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net (This","toro[ooro] non si sognarono neppure di vedere il dito terzo tornò, rincantucciato in una sconnessa[scommessa] vettura"
pg25179:seg0001,25179,21c5b5d3eee7ff202daef0a34a48d23d18b560779bbd8b7e16c20c1d0999dfa9,0,561609,561609,21c5b5d3eee7ff202daef0a34a48d23d18b560779bbd8b7e16c20c1d0999dfa9,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net (This","marchesa stessa che me lo consegni, dichiarandomi [dicharandomi] voleva fare, voleva correre, e non sapeva[sasapeva]"
pg25180:seg0001,25180,1861f97d4ac59a84a912b577ee4751e2c848a5e52fcc5c264eaca55f96c9dbd4,0,704849,704849,1861f97d4ac59a84a912b577ee4751e2c848a5e52fcc5c264eaca55f96c9dbd4,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net (This","larono[rotolorono] a terra urlando --Fathma[Fatma] è salva! petto, e guardò[guardo]. Un cavaliere era apparso sulla"
pg25183:seg0001,25183,19a66ff8738cd7dcfeb9a62ae60b3c19b5fcecdf43311b0f16860444ea2ae965,0,146189,146189,19a66ff8738cd7dcfeb9a62ae60b3c19b5fcecdf43311b0f16860444ea2ae965,include_record_text,historical_general,retained_primary_text,,Produced by Claudio Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net (Images generously ma,"legrarvi del lieto fine e delle altre contentezze di costoro, prima che vi partiate fatene qualche segno di allegrezza."
pg25198:seg0001,25198,bb3c21eca7bd416c2d7f0db0ce1032b1b785e43357a8e04340ba837391d26825,0,173271,173271,bb3c21eca7bd416c2d7f0db0ce1032b1b785e43357a8e04340ba837391d26825,include_record_text,historical_general,retained_primary_text,,Produced by Claudio Paganelli and the Online Distributed Proofreading Team at http://www.pgdp.net (Images generously mad,"come l'altre, fatele quell'applauso che solete. NOTA: abbiamo così trascritto il _corsivo_ e lo __spazieggiato__."
pg25199:seg0001,25199,87247806f014752b653d06e8a25d99dccb928c60b249469c9210a5b17a49ceb4,0,321939,321939,87247806f014752b653d06e8a25d99dccb928c60b249469c9210a5b17a49ceb4,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at http://www.pgdp.net (This","se avevan dubitato dell'infallibilità [infallibità] più detestabile [dettestabile], il più schifoso dei poteri umani:"
pg25209:seg0001,25209,a2c442547a4bf7fbe4e2c70a5424b088b2d0431e7ac77d4d4aad68e7855932de,0,310767,310767,a2c442547a4bf7fbe4e2c70a5424b088b2d0431e7ac77d4d4aad68e7855932de,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net (This",n tutta stimn p. 169 poter appartenere anchio a quel numero p. 179 n. Questa operosa e ardita in lealtà somiglio
pg25312:seg0001,25312,265e960b122982c66f36d7ca7012885e45b0a05cb70b6490a417a559bf0e9bc7,0,117275,117275,265e960b122982c66f36d7ca7012885e45b0a05cb70b6490a417a559bf0e9bc7,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Produced by Claudio Paganelli, Carlo Traverso and the Online Distributed Proofreading Team at https://www.pgdp.net (This","la, R. Galli, Balestrini, ecc. -------------------------------------------- =Prezzo del presente volume L. 2. 50.="
pg25318:seg0001,25318,9071b9109f96e43756c1f1191a84b46753aa298963b975effb50e676fb3fc283,0,360897,360897,9071b9109f96e43756c1f1191a84b46753aa298963b975effb50e676fb3fc283,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at http://www.pgdp.net (This","ggia la potenza austriaca, fieramente scosso, s'agiterebbe un istante per isprofondarsi e scomparire per sempre. FINE"
pg25587:seg0001,25587,2307b698326e314460a62eefb1422ae1843aecc37ceaf99f56e019280d813fbd,0,555337,555337,2307b698326e314460a62eefb1422ae1843aecc37ceaf99f56e019280d813fbd,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net (This","] _transeat_, meglio tardi che mai. Ma eccoti che con un tovagliolo [tovaliolo], due bicchieri, due bottiglie, una di"
pg25605:seg0001,25605,0ffc42b130acbc70e9259914c867653bb9ded5a7f93fca4f55a24bcbd9318280,0,431377,431377,0ffc42b130acbc70e9259914c867653bb9ded5a7f93fca4f55a24bcbd9318280,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at http://www.pgdp.net (This","ca_, _Francesco[Franceso] Zaffetti_, _Pietro Santarelli_, ed _ove stazionassero[stanzionassero] soltanto gli esteri_,"
pg26169:seg0001,26169,a09f39a73579d93c4118e5389764bb117d3615a3396b58b8256958f198996d69,0,174567,174567,a09f39a73579d93c4118e5389764bb117d3615a3396b58b8256958f198996d69,include_record_text,historical_general,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli, Carla and the Online Distributed Proofreading Team at https://www.pgdp.ne","i una notte di mezza estate. Macbeth. Dirigere commissioni e vaglia ai Fratelli Treves, editori in Milano."
pg26452:seg0001,26452,13047cf52815864977f3a3a2d76453c6799587b7d26a5d03a807abb4a6244ebd,0,236726,236726,13047cf52815864977f3a3a2d76453c6799587b7d26a5d03a807abb4a6244ebd,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net (This","ane. Dimmilo francamente, Quella sera, entrandon el salone di casa X..., da ottenere la stima a l'affetto di tutti."
pg26453:seg0001,26453,1ba0760ea14e73d54c39e1d07ff908bb3c987d4d71590e159aa8cc4003bdeb9a,0,329374,329374,1ba0760ea14e73d54c39e1d07ff908bb3c987d4d71590e159aa8cc4003bdeb9a,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net (This",XVIb. Nel libro IV due capitoli sono numerati VII. ed il successivo è numerato IX. Abbiamo numerato VIII. il secondo.
pg26701:seg0001,26701,592748746c8c9622c2323c97bdfb592594304a68bd4d68bfe683fd60fba0386e,0,202754,202754,592748746c8c9622c2323c97bdfb592594304a68bd4d68bfe683fd60fba0386e,include_record_text,nineteenth_century_bridge,retained_primary_text,,Produced by Piero Vianelli *** [T0] = Titolo di livello 0 = Level 0 Title. [T1] = Titolo di livello 1 = Level 1 Tit,[SC[DOGARESSE DI CUI SI CONOSCONO LE OSELLE.]SC] [I[Morosina Morosini Grimani.]I] [I[Elisabetta Quirini Valiero.]I]
pg26717:seg0001,26717,934be95b4032ad5b127e859961dc99b1a580efe0f6947f55d4b8cb0cfc951176,0,700601,700601,934be95b4032ad5b127e859961dc99b1a580efe0f6947f55d4b8cb0cfc951176,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at http://www.pgdp.net (This","codesto[codeste] giro, signore; non mi addossate dell'introspezione[intospezione], ella ebbe come una scossa e saltò"
pg26866:seg0001,26866,7fb29f7fcf94face370013ba4bcfc50dbd13342b221f6ac35ee5f2c55cfd8801,0,291406,291406,7fb29f7fcf94face370013ba4bcfc50dbd13342b221f6ac35ee5f2c55cfd8801,include_record_text,nineteenth_century_bridge,retained_primary_text,,Produced by Piero Vianelli *** [T0] = Titolo di livello 0 = Level 0 Title. [T1] = Titolo di livello 1 = Level 1 Tit,]I] [I[descritte ed illustrate in quest'opera]I]. NOTE ADDIZIONALI ED EMENDE. PROSPETTO DELLE TAVOLE. aaaaa
pg27091:seg0001,27091,5b6692a02c0aff635a317abfbf6c3c1f973a2b302fee3a924cb41dd5a5566959,0,620080,620080,5b6692a02c0aff635a317abfbf6c3c1f973a2b302fee3a924cb41dd5a5566959,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Braidense, Carlo Traverso, Claudio Paganelli, Rénald Lévesque and the Online Distributed Proofreaders Europe",si ora integro e ripulito in fondo alla navata destra entrando presso la porticella per cui si sale all'aguglia. FINE.
pg27428:seg0001,27428,f52b1a04e8539192127193c9ba98025e348ec4b4c03267e5e34e73956c0ef518,0,498759,498759,18513712f99b603c7e2d904ef4245c3544975698c8cbd06a630982315b89ae52,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli, Barbara Magni and the Online Distributed Proofreading Team at http://www.",Luigi Bonaparte » 232 VI. Radicalismo e Comunismo » 251
pg27428:seg0002,27428,f52b1a04e8539192127193c9ba98025e348ec4b4c03267e5e34e73956c0ef518,498759,499340,581,8a04619af1dc75c10da926154a05ca77e96ef5ff365ed89d0537b09048727a1a,exclude_terminal_transcriber_note,excluded,modern_terminal_transcriber_note,,NOTA DEL TRASCRITTORE Sono stati corretti i seguenti refusi: ancora nella distruzione di quanto aveva allora a,"se il _Journal des économistes_ [economistes], commérage[commèrage] politique_ dei due vecchi. Il re assicurava"
pg27433:seg0001,27433,0073f567f891e299debb46f1c7dc8e629a5a860b20e43b2669bd53780243d4a5,0,629067,629067,0073f567f891e299debb46f1c7dc8e629a5a860b20e43b2669bd53780243d4a5,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,Produced by Claudio Paganelli and the Online Distributed Proofreading Team at http://www.pgdp.net (Images generously mad,» 407 Indice dei nomi » 409
pg27590:seg0001,27590,583ba301a88bbf9d753771bb179a6debd4fad8480fd103dc3ede89be41b94c48,0,17666,17666,583ba301a88bbf9d753771bb179a6debd4fad8480fd103dc3ede89be41b94c48,include_record_text,nineteenth_century_bridge,retained_primary_text,,Produced by Carlo Traverso and the Online Distributed Proofreading Team at http://www.pgdp.net (This file was produced f,TORINO Stabilimento Tipo-Litografico E. TOFFALONI 1914
pg27608:seg0001,27608,d9b38afb0f5b534ee4c6cc3855313d1237875ac93fe7a49c692e9c6aef7fe700,0,665718,665718,d9b38afb0f5b534ee4c6cc3855313d1237875ac93fe7a49c692e9c6aef7fe700,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Juliet Sutherland, Emanuela Piasentini and the Online Distributed Proofreading Team at https://www.pgdp.net",| +--------------------------------------------------------------------+
pg27719:seg0001,27719,701f6fdb2411b3fc8d2c4ae0df4e5274df9b2ec4bc70875cf8cbcd02e245893c,0,62137,62137,701f6fdb2411b3fc8d2c4ae0df4e5274df9b2ec4bc70875cf8cbcd02e245893c,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carla, Carlo Traverso and the Online Distributed Proofreading Team at http://www.pgdp.net (This file was pro","resima=, commedia in tre atti. =Papà Eccellenza=, dramma in tre atti. =Molière e sua Moglie=, commedia in tre atti."
pg27720:seg0001,27720,c453017a93cba2520a8fb08e731866ac97010d2ca7f9ac2ad7ef13c92ad2fbd6,0,48368,48368,c453017a93cba2520a8fb08e731866ac97010d2ca7f9ac2ad7ef13c92ad2fbd6,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at http://www.pgdp.net (This","it si spiritus filiorum Adam ascendat sursum, et si spiritus jumentorum descendat deorsum. _Ecclesias_., cap. 3, v. 22."
pg27791:seg0001,27791,bc8de58b23476d866da5b8a88ee5916d68bf912509867ed91966f9d55e28a282,0,98815,98815,bc8de58b23476d866da5b8a88ee5916d68bf912509867ed91966f9d55e28a282,include_record_text,nineteenth_century_bridge,retained_primary_text,,"Produced by Carlo Traverso, Claudio Paganelli and the Online Distributed Proofreading Team at https://www.pgdp.net (This","e Don Mose, e fosse chirurgo del re. Attribuiscono a lui il poema:--_La Dansa general de la Muerte_, o _Dansa Macabra_."
pg27825:seg0001,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,0,3724,3724,1e5cf11bd4dc5adb600cb0bf441a780c12b26c09933c8086ff70f4098194b595,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"Produced by Carlo Traverso, Emanuela Piasentini and the Online Distributed Proofreading Team at https://www.pgdp.net (Th","CE GRAPPOLO, II. Disegno di ALFREDO RICCI. [Illustrazione: _Fototipia Danesi Roma_] SONETTO LIMINARE"
pg27825:seg0002,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,3724,4279,555,63edc18f0d49f3521874d34f0bbe2f8709cc0e54d478836b1c33b96cae138234,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,"PALAGIO D'ORO, nobile magione de la Speme, de 'l Riso e de' Piaceri, ove sotto i belli archi alti e leggeri","O MIO LIBRO, convien che più sfavilli sonante il verso e più ridan le forme quando Isaotta Guttadàuro sale."
pg27825:seg0003,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,4279,30343,26064,5d4e9c616f703f728116dfdf46052525f6f4a96ffd43e146a1a67159a945c463,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"I. IL DOLCE GRAPPOLO I. --O madonna Isaotta, il sole è nato vermiglio in cima a 'l bel colle d'Orlando:",a l'anima sospira. GRASINDA. Disegno di GIUSEPPE CELLINI. [Illustrazione] A GIUSEPPE CELLINI
pg27825:seg0004,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,30343,30908,565,a2ecdf8df2853252ecc89bad6f7874dd74189d31913c668bc87cccb63dabd82f,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,Lino ai boschi de l'isola di Creta udía le ninfe correre tra i rami e Teocrito udía lunge i richiami di,"nche tu dormi in Broceglianda tra i mirti intonsi, a' lai de' rosignoli, poi ch'io suono il fatal corno d'Artù."
pg27825:seg0005,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,30908,30921,13,0387b81c3d6d36ef8a149fcba2fe1c15c1e93ed32447d5ad6737697604a2f1fa,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,ELIANA,ELIANA
pg27825:seg0006,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,30921,31458,537,d4229ac0a73d48541a02182fd79ad0b142c63450ef743616f9a8dab7ed14b7ab,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,"Dorme a notte il palagio d'Elïana, simile a un dòmo gotico d'argento. Or, ne la luce senza mutamento, pa","ghiere. Sono le spose morte di piacere, che tentan la dimora solitaria. E il bosco è pieno d'implorazïoni."
pg27825:seg0007,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,31458,31472,14,804d2bf790db21345c9cae23011433cce8382aa5f644380ecd6c0a7544d4bccf,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,MIRINDA,MIRINDA
pg27825:seg0008,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,31472,32055,583,36ea65ccdaf701bac29f4b4c2e3425826854c8c657c63dcc27f1e8cc17126349,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,"Mirinda e il fido, ne l'occulta stanza, adagiati su' troni orientali, dilettansi a gittar lucidi strali",Dice Mirinda. E il tremulo nitrire de' liocorni e il murmure de' flutti si mescono a le sue lente parole.
pg27825:seg0009,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,32055,32070,15,e74040fa94cd726ae133396a4b7856ced64084f7c65c64b4caf4f724a529096f,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,MELUSINA,MELUSINA
pg27825:seg0010,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,32070,32656,586,2411e8e7d97b5acce47cdd4b2f564c821dca86223f8c774111c79af613c8914b,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,"Guarda, assisa, la vaga Melusina, tenendo il capo tra le ceree mani, la Luna in arco da' boschi lontani",rigidita la sua faccia e bilingue la sua bocca in van chiama poi che a 'l cuor giunge il freddo de 'l serpente.
pg27825:seg0011,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,32656,32671,15,f50c6f88bff5c30c3a390bdcdf90e4a3eda080a74c19b36e00d8163630e4d97d,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,GRASINDA,GRASINDA
pg27825:seg0012,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,32671,33234,563,b5dd590edf42eec1033c55de3e02e53d00dc22e06d82aabed4597d345682252e,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,"Dorme Grasinda in mezzo a' suoi tesori, ove l'incanto un sonno alto le impose. E l'intima dolcezza de le cos",Si tendono le chiome argute al piede facendo strano a' due pollici incarco; e su tal corda l'anima sospira.
pg27825:seg0013,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,33234,33248,14,b7a7b2c3427e838ce5923d5231f1925151e333acf99ed01802123a8494d4a4c3,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,MORGANA,MORGANA
pg27825:seg0014,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,33248,33795,547,e8af7bc5eda00f85b650ba52dbd229b9de5fcdc2aa38dad6582a6f0924048a4f,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,"Or tremule, su i mari e su le arene, crescon ne la lunare alba le imagi: materïati d'oro alti palagi e t","ama, seguendo un carme ne la mente, cullare de le man languide a l'aria la città da le mille scale d'oro."
pg27825:seg0015,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,33795,33808,13,4a568fb7791f2a9370e21d17e0a63ea0c7736ecc98e0769b071972a9cf6b90f1,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,ORIANA,ORIANA
pg27825:seg0016,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,33808,34374,566,65fa316157973b76c102f03982752d53e88d18ec5613175025ad1007572448f5,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,"Orïana tenea l'incantamento. Giacean, ebri d'assai dolci veleni, ne l'antro i prodi; e larga di sereni s","Quindi, rompendo il magico velario che l'edera tessea, con quell'ardito gesto egli prese ad Orïana il cuore."
pg27825:seg0017,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,34374,34396,22,1e98ae9b89125bb6005cd08a9d254715e9d042c7297549caefecc58d5a8914bc,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,ORIANA INFEDELE,ORIANA INFEDELE
pg27825:seg0018,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,34396,34987,591,7fc22534b2042cf77a9be32ea13cdf0ed8f01c3e4c46177e53fc7574444bb745,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,Quando Amadigi con l'eterna amante giunse a l'isola Ferma (auree ne 'l giorno lucean le mura ed i verzieri i,. Mago ne l'aria odore di jacinti vinse Orïana de 'l soave oblio. Ridea Lurchetto in sua faccia vermiglia.
pg27825:seg0019,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,34987,35199,212,5ddfac1bdc151f42823238874b3b6a985380b9621a71e5004b33927db8715da3,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,"SONETTI D'EBE .... Morgana, in dolce atto giacente ne 'l letto de la nube solitaria.... MORGANA",litaria.... MORGANA. Disegno di VINCENZO CABIANCA. [Illustrazione] IL CAVALIERE DELLA MORTE
pg27825:seg0020,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,35199,35797,598,3370070320264b8c201b1be9e73d2a8a742214dd582a575978f4898c28bfa5a1,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,In un'antica stampa de 'l Durero va contro maghi e draghi a la battaglia tutto chiuso ne l'arme un Cavaliero,"letto ridendo alto m'incita ed incanto non v'ha che mi resista, poi che già in groppa, o Bella, io t'ho rapita."
pg27825:seg0021,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,35797,35816,19,71c377e7951273a93160f6f98c47eb8bf85760308e319da59fcac17b8292f6fa,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,IL FIUME I.,IL FIUME I.
pg27825:seg0022,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,35816,36189,373,bd1fb1e04d1828d10b30aea348b9c0fd2f2ced268027cb2ac3065d6080f09da3,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,"Quando lungo il selvaggio fiume la mia signora navigava, a l'aurora, con pomposo equipaggio, si fac","rosso e giallo, ne l'acqua di turchese. E i galanti roseti salutavano il gallo dipinto su 'l palvese."
pg27825:seg0023,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,36189,36196,7,761f16146e66fd89a355b650a556bea42be5fb4ca847a2113aa6cec7b68e5f8a,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,II.,II.
pg27825:seg0024,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,36196,36578,382,cae704f63b99d90fc7610746cf09ca97baf51abd3b9f2c597a562e06585a4ff5,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,Per virtù de' miei canti emergevan da l'onda amorosa e feconda mille fiori odoranti; e la signora b,"alti i pioppi d'argento e parean s'abbracciare giù ne 'l letto de 'l fiume, co 'l favore de 'l vento."
pg27825:seg0025,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,36578,36586,8,70ab2b797205c83cdf35584099b9c86ef9242f5196598b8dc5857365d56d385b,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,III.,III.
pg27825:seg0026,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,36586,36954,368,7b69b140d7723e90a042f195af6d0b2a632ac7887a95c83da5bd744182edfa91,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,"Sorgean quindi, nutrite da 'l padre fiume, vive selve lungo le rive e s'aprian ne 'l ciel mite. Da","ini soggiorni, ne 'l silenzio divino, bramivan come cervi li egìpani, bicorni iddii da 'l piè caprino."
pg27825:seg0027,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,36954,36961,7,2e3c811701371af2e3951faf9537575786ca3183c83e176f4880e2fd7ba109a1,include_record_text,historical_non_sonnet_poetry,retained_primary_text,,IV.,IV.
pg27825:seg0028,27825,b84020a8346cbf66b4846070a67d8847d610939a11b14dbcd8a3e865e3cca47d,36961,37364,403,cb347b0597df5a2284d0cc51b4b7a6389e7bb254405bd6fcbde07a95edc1b8c0,quarantine_sonnet_candidate,standard_sonnets,confirmed_or_unresolved_sonnet_units_are_quarantined_from_broader_text,,"La bianca dama il ciglio con la man, dolcemente, schermìa da la nascente forza de 'l sol vermiglio","o ch'ella facea, tra i raggi, cogliendo un ramoscello o un gran fiore scarlatto da li argini selvaggi."
