ebook_id,title,authors,author_birth_years,author_death_years,subjects,bookshelves,preliminary_role,period_bucket,inventory_status,landing_page_url,plain_text_url,fetched_url,cache_status,fetch_error,raw_character_count,cleaned_character_count,gutenberg_release_years,date_evidence_json,language_variety_evidence_json,selected_evidence_kind,selected_evidence_year_start,selected_evidence_year_end,selected_evidence_text,evidence_confidence,resolved_period_bucket,resolved_role,automatic_decision,resolution_status,manual_review_reasons
35048,I pazzi: dramma in quattro atti,"Bracco, Roberto",1861,1943,Italian drama,Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/35048,https://www.gutenberg.org/ebooks/35048.txt.utf-8,https://www.gutenberg.org/ebooks/35048.txt.utf-8,hit,,176726,157209,2011,"[{""kind"":""copyright_year"",""year_start"":1922,""year_end"":1922,""text"":""Copyright by Roberto Bracco 1922 in the United States of America."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
35405,Ricordi di un garibaldino dal 1847-48 al 1900. vol. I,"Elia, Augusto",1829,1919,"Elia, Augusto, 1829-1919;Italy -- History -- 1815-1870;Italy -- History -- 1870-1914",Category: Biographies;Category: History - European;Category: History - Modern (1750+);IT Biografie,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/35405,https://www.gutenberg.org/ebooks/35405.txt.utf-8,https://www.gutenberg.org/ebooks/35405.txt.utf-8,hit,,364711,345129,2011,"[{""kind"":""title_page_edition_year"",""year_start"":1904,""year_end"":1904,""text"":""dal 1847-48 al 1900 | ROMA | TIPO-LITOGRAFIA DEL GENIO CIVILE | 1904 | MIO CARO ELIA, | _I fatti esposti nel vostro Manoscritto sono esatti per ciò che | riguarda quanto io ne conosco._"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
35660,Terra vergine: romanzo colombiano,"Barrili, Anton Giulio",1836,1908,Italian fiction,Category: Adventure;Category: Historical Novels;Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/35660,https://www.gutenberg.org/ebooks/35660.txt.utf-8,https://www.gutenberg.org/ebooks/35660.txt.utf-8,hit,,626513,607094,2011,"[{""kind"":""title_page_edition_year"",""year_start"":1903,""year_end"":1903,""text"":""Anton Giulio Barrili | MILANO | FRATELLI TREVES, EDITORI | 1903 | *Quinto migliaio.* | PROPRIETÀ LETTERARIA | _I diritti di riproduzione e di traduzione sono riservati per"",""confidence"":""medium""}]","{""marker_counts"":{""vernacular"":2},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
35716,Ricordi di un garibaldino dal 1847-48 al 1900. vol. II,"Elia, Augusto",1829,1919,"Elia, Augusto, 1829-1919;Italy -- History -- 1815-1870;Italy -- History -- 1870-1914",IT Biografie,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/35716,https://www.gutenberg.org/ebooks/35716.txt.utf-8,https://www.gutenberg.org/ebooks/35716.txt.utf-8,hit,,548862,529280,2011,"[{""kind"":""title_page_edition_year"",""year_start"":1904,""year_end"":1904,""text"":""dal 1847-48 al 1900 | ROMA | TIPO-LITOGRAFIA DEL GENIO CIVILE | 1904 | =CAPITOLO XIX.= | =1860--Spedizione dei mille--Marsala--Salemi | Calatafimi--Palermo--Milazzo--Reggio Calabria--Napoli--Volturno.="",""confidence"":""medium""}]","{""marker_counts"":{""sicilian"":5},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
36060,Dal profondo,"Negri, Ada",1870,1945,Italian poetry,Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/36060,https://www.gutenberg.org/ebooks/36060.txt.utf-8,https://www.gutenberg.org/ebooks/36060.txt.utf-8,hit,,113478,94186,2011,"[{""kind"":""copyright_year"",""year_start"":1910,""year_end"":1910,""text"":""Copyright, by Fratelli Treves, 1910."",""confidence"":""medium""},{""kind"":""title_page_edition_year"",""year_start"":1910,""year_end"":1910,""text"":""DAL PROFONDO | MILANO | FRATELLI TREVES, EDITORI | 1910 | ---- | *Secondo migliaio* | PROPRIETÀ LETTERARIA."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
36061,Maternità,"Negri, Ada",1870,1945,Italian poetry,Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/36061,https://www.gutenberg.org/ebooks/36061.txt.utf-8,https://www.gutenberg.org/ebooks/36061.txt.utf-8,hit,,114383,95103,2011,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
36062,Orazioni,"Negri, Ada",1870,1945,"Majno, Luigi, 1852-1915;Ravizza, Alessandrina, 1846-1915;Sarfatti, Roberto, 1900-1917","Category: Biographies;Category: Essays, Letters & Speeches;IT Discorsi e Orazioni",date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/36062,https://www.gutenberg.org/ebooks/36062.txt.utf-8,https://www.gutenberg.org/ebooks/36062.txt.utf-8,hit,,134256,114980,2011,"[{""kind"":""title_page_edition_year"",""year_start"":1918,""year_end"":1918,""text"":""ORAZIONI | MILANO | FRATELLI TREVES, EDITORI | 1918 | SECONDO MIGLIAIO. | PROPRIETÀ LETTERARIA. | _I diritti di riproduzione e di traduzione sono_"",""confidence"":""medium""}]","{""marker_counts"":{""milanese"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
36239,Fatalità,"Negri, Ada",1870,1945,Italian poetry,Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/36239,https://www.gutenberg.org/ebooks/36239.txt.utf-8,https://www.gutenberg.org/ebooks/36239.txt.utf-8,hit,,117782,98456,2011,"[{""kind"":""title_page_edition_year"",""year_start"":1911,""year_end"":1911,""text"":""_Fatalità_ | MILANO | FRATELLI TREVES, EDITORI | 1911 | PROPRIETÀ LETTERARIA. | ---- | _I diritti di riproduzione e di traduzione sono_"",""confidence"":""medium""}]","{""marker_counts"":{""milanese"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
36326,"Sciogli la treccia, Maria Maddalena; romanzo","Verona, Guido da",1881,1939,Italian fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/36326,https://www.gutenberg.org/ebooks/36326.txt.utf-8,https://www.gutenberg.org/ebooks/36326.txt.utf-8,hit,,562278,542822,2011,"[{""kind"":""title_page_edition_year"",""year_start"":1920,""year_end"":1920,""text"":""(_dal 101º al 150º Migliaio_) | R. BEMPORAD & FIGLIO--EDITORI--FIRENZE | -- | MCMXX | ---- | PROPRIETÀ LETTERARIA | I diritti di riproduzione e di traduzione sono riservati per tutti i"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
36727,Dr. Teodoro Herzl: Discorso Commemorativo tenuto in Trieste la sera del 12 Luglio 1904,"Lattes, Dante A.",1876,1965,"Herzl, Theodor, 1860-1904;Zionists -- Austria -- Biography","Category: Biographies;Category: Essays, Letters & Speeches;Category: History - Modern (1750+);Category: History - Religious;IT Discorsi e Orazioni",date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/36727,https://www.gutenberg.org/ebooks/36727.txt.utf-8,https://www.gutenberg.org/ebooks/36727.txt.utf-8,hit,,39705,20461,2011,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
36792,Esilio,"Negri, Ada",1870,1945,Italian poetry,Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/36792,https://www.gutenberg.org/ebooks/36792.txt.utf-8,https://www.gutenberg.org/ebooks/36792.txt.utf-8,hit,,130093,110770,2011,"[{""kind"":""title_page_edition_year"",""year_start"":1914,""year_end"":1914,""text"":""ESILIO | MILANO | _Fratelli Treves, Editori_ | 1914 | ---- | *Terzo migliaio.* | PROPRIETÀ LETTERARIA."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
37054,Ciarle e macchiette,"Vassallo, Luigi Arnaldo",1852,1906,Fiction;Humorous stories;Short stories;Wit and humor,Category: Humour;Category: Short Stories;IT Umorismo,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/37054,https://www.gutenberg.org/ebooks/37054.txt.utf-8,https://www.gutenberg.org/ebooks/37054.txt.utf-8,hit,,299388,279805,2011,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
37719,"La vita in Palermo cento e più anni fa, Volume 1","Pitrè, Giuseppe",1841,1916,Palermo (Italy) -- Social life and customs;Sicily (Italy) -- Social life and customs,Category: History - European;Category: History - Modern (1750+);Category: History - Other;IT Storia,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/37719,https://www.gutenberg.org/ebooks/37719.txt.utf-8,https://www.gutenberg.org/ebooks/37719.txt.utf-8,hit,,624862,605387,2011,[],"{""marker_counts"":{""milanese"":1,""sicilian"":16},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
37720,"La vita in Palermo cento e più anni fa, Volume 2","Pitrè, Giuseppe",1841,1916,Palermo (Italy) -- Social life and customs;Sicily (Italy) -- Social life and customs,Category: History - European;Category: History - Modern (1750+);Category: History - Religious;IT Storia,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/37720,https://www.gutenberg.org/ebooks/37720.txt.utf-8,https://www.gutenberg.org/ebooks/37720.txt.utf-8,hit,,683505,664030,2011,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
37776,Sodoma e Gomorra: Cronistoria del Libertinaggio attraverso i secoli ed il mondo,Docteur Jaf,,,Sex customs -- History;Vice,Category: History - Other;Category: Sexuality & Erotica;IT Psicologia e Sociologia,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/37776,https://www.gutenberg.org/ebooks/37776.txt.utf-8,https://www.gutenberg.org/ebooks/37776.txt.utf-8,hit,,262820,243219,2011,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
37849,Il ferro,"D'Annunzio, Gabriele",1863,1938,Italian drama,Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/37849,https://www.gutenberg.org/ebooks/37849.txt.utf-8,https://www.gutenberg.org/ebooks/37849.txt.utf-8,hit,,196007,176687,2011,"[{""kind"":""copyright_year"",""year_start"":1914,""year_end"":1914,""text"":""Copyright by Gabriele d'Annunzio, 1914."",""confidence"":""medium""},{""kind"":""title_page_edition_year"",""year_start"":1914,""year_end"":1914,""text"":""GABRIELE D'ANNUNZIO | MILANO | FRATELLI TREVES, EDITORI | 1914 | *Secondo migliaio.* | PROPRIETÀ LETTERARIA. -- RISERVATI TUTTI I DIRITTI. | Copyright by Gabriele d'Annunzio, 1914."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
37931,Un'avventura di viaggio,"Bracco, Roberto",1861,1943,Italian drama,Category: Humour;Category: Plays/Films/Dramas;Category: Romance;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/37931,https://www.gutenberg.org/ebooks/37931.txt.utf-8,https://www.gutenberg.org/ebooks/37931.txt.utf-8,hit,,76098,56723,2011,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
37932,Le disilluse,"Bracco, Roberto",1861,1943,Italian drama,Category: Literature - Other;Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/37932,https://www.gutenberg.org/ebooks/37932.txt.utf-8,https://www.gutenberg.org/ebooks/37932.txt.utf-8,hit,,63107,43776,2011,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
37933,Lui lei lui,"Bracco, Roberto",1861,1943,Italian drama,Category: Humour;Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/37933,https://www.gutenberg.org/ebooks/37933.txt.utf-8,https://www.gutenberg.org/ebooks/37933.txt.utf-8,hit,,54252,34925,2011,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
37934,Non fare ad altri...,"Bracco, Roberto",1861,1943,Italian drama,Category: Humour;Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/37934,https://www.gutenberg.org/ebooks/37934.txt.utf-8,https://www.gutenberg.org/ebooks/37934.txt.utf-8,hit,,54625,35262,2011,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
37935,Una donna,"Bracco, Roberto",1861,1943,Italian drama,Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/37935,https://www.gutenberg.org/ebooks/37935.txt.utf-8,https://www.gutenberg.org/ebooks/37935.txt.utf-8,hit,,171687,152368,2011,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
37936,Dopo il veglione o viceversa,"Bracco, Roberto",1861,1943,Italian drama,Category: Humour;Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/37936,https://www.gutenberg.org/ebooks/37936.txt.utf-8,https://www.gutenberg.org/ebooks/37936.txt.utf-8,hit,,32497,13102,2011,[],"{""marker_counts"":{},""sample_character_count"":13102}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
37986,L'Imperatore Giuliano l'Apostata: studio storico,"Negri, Gaetano",1838,1902,"Church history -- Primitive and early church, ca. 30-600;Julian, Emperor of Rome, 331-363;Rome -- History -- Julian, 361-363",Category: Biographies;Category: History - Ancient;Category: History - Religious;IT Storia,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/37986,https://www.gutenberg.org/ebooks/37986.txt.utf-8,https://www.gutenberg.org/ebooks/37986.txt.utf-8,hit,,913578,894122,2011,"[{""kind"":""title_page_edition_year"",""year_start"":1902,""year_end"":1902,""text"":""EDITORE LIBRAIO DELLA REAL CASA | MILANO | — | 1902 | ———— | PROPRIETÀ LETTERARIA | Milano 1901 — Tipografia Umberto Allegretti. — Via Larga, 24"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
38140,Che cosa è l'amore?,"Panzini, Alfredo",1863,1939,Fiction,Category: Short Stories;IT Racconti,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/38140,https://www.gutenberg.org/ebooks/38140.txt.utf-8,https://www.gutenberg.org/ebooks/38140.txt.utf-8,hit,,189065,169604,2011,"[{""kind"":""copyright_year"",""year_start"":1912,""year_end"":1912,""text"":""Copyright 1912, by SOCIETÀ EDITORIALE ITALIANA--Milano."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
38204,Tragedie dell'anima,"Bracco, Roberto",1861,1943,Italian drama,Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/38204,https://www.gutenberg.org/ebooks/38204.txt.utf-8,https://www.gutenberg.org/ebooks/38204.txt.utf-8,hit,,131012,111506,2011;2021,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
38216,Fiori d'arancio,"Bracco, Roberto",1861,1943,Italian drama,Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/38216,https://www.gutenberg.org/ebooks/38216.txt.utf-8,https://www.gutenberg.org/ebooks/38216.txt.utf-8,hit,,54350,35026,2011,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
38217,Don Pietro Caruso,"Bracco, Roberto",1861,1943,Italian drama,Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/38217,https://www.gutenberg.org/ebooks/38217.txt.utf-8,https://www.gutenberg.org/ebooks/38217.txt.utf-8,hit,,79641,60309,2011,[],"{""marker_counts"":{""neapolitan"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
38218,La fine dell'amore,"Bracco, Roberto",1861,1943,Italian drama,Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/38218,https://www.gutenberg.org/ebooks/38218.txt.utf-8,https://www.gutenberg.org/ebooks/38218.txt.utf-8,hit,,163314,143978,2011,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
38259,Vae victis! Romanzo,"Vivanti, Annie",1866,1942,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/38259,https://www.gutenberg.org/ebooks/38259.txt.utf-8,https://www.gutenberg.org/ebooks/38259.txt.utf-8,hit,,382084,362726,2011,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
38338,Top,"Albertazzi, Adolfo",1865,1924,"Fiction;Short stories, Italian",Category: Novels;IT Racconti,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/38338,https://www.gutenberg.org/ebooks/38338.txt.utf-8,https://www.gutenberg.org/ebooks/38338.txt.utf-8,hit,,321011,301731,2011,[],"{""marker_counts"":{""venetian"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
38360,Il ponte del paradiso: racconto,"Barrili, Anton Giulio",1836,1908,Fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/38360,https://www.gutenberg.org/ebooks/38360.txt.utf-8,https://www.gutenberg.org/ebooks/38360.txt.utf-8,hit,,519119,499705,2011,"[{""kind"":""title_page_edition_year"",""year_start"":1904,""year_end"":1904,""text"":""RACCONTO | MILANO | FRATELLI TREVES, EDITORI | 1904. | ---- | PROPRIETÀ LETTERARIA | _I diritti di riproduzione e di traduzione sono riservati per tutti i"",""confidence"":""medium""}]","{""marker_counts"":{""venetian"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
38637,Il diavolo nell'ampolla,"Albertazzi, Adolfo",1865,1924,"Fiction;Short stories, Italian",Category: Short Stories;IT Racconti,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/38637,https://www.gutenberg.org/ebooks/38637.txt.utf-8,https://www.gutenberg.org/ebooks/38637.txt.utf-8,hit,,228778,209400,2012,"[{""kind"":""title_page_edition_year"",""year_start"":1918,""year_end"":1918,""text"":""NOVELLE | MILANO | _Fratelli Treves, Editori_ | 1918 | -- | *Secondo migliaio.* | ----"",""confidence"":""medium""}]","{""marker_counts"":{""dialect"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
38698,Dal mio verziere : saggi di polemica e di critica,Jolanda,1864,1917,Italian literature,"Category: Essays, Letters & Speeches;Category: Gender & Sexuality Studies;IT Letteratura",date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/38698,https://www.gutenberg.org/ebooks/38698.txt.utf-8,https://www.gutenberg.org/ebooks/38698.txt.utf-8,hit,,387900,368428,2012,[],"{""marker_counts"":{""dialect"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
38720,L'amore che torna: romanzo,"Verona, Guido da",1881,1939,Italian fiction,Category: Novels;Category: Romance;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/38720,https://www.gutenberg.org/ebooks/38720.txt.utf-8,https://www.gutenberg.org/ebooks/38720.txt.utf-8,hit,,718945,699557,2012,"[{""kind"":""title_page_edition_year"",""year_start"":1920,""year_end"":1920,""text"":""_(dal 101º al 150º Migliaio)_ | R. BEMPORAD & FIGLIO -- EDITORI -- FIRENZE | -- | MCMXX | ---- | PROPRIETÀ LETTERARIA | I diritti di riproduzione e di traduzione sono riservati per tutti i"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,,,Italian literature -- Collections;Italian literature -- Italy -- Tuscany;Italian poetry -- To 1400,Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/39239,https://www.gutenberg.org/ebooks/39239.txt.utf-8,https://www.gutenberg.org/ebooks/39239.txt.utf-8,hit,,427096,407273,2012,"[{""kind"":""title_page_edition_year"",""year_start"":1915,""year_end"":1915,""text"":""BARI | GIUS. LATERZA & FIGLI | TIPOGRAFI-EDITORI-LIBRAI | 1915 | ------ | PROPRIETÁ LETTERARIA | OTTOBRE MCMXV—12670"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
39337,La vita comincia domani: romanzo,"Verona, Guido da",1881,1939,Italian fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/39337,https://www.gutenberg.org/ebooks/39337.txt.utf-8,https://www.gutenberg.org/ebooks/39337.txt.utf-8,hit,,673530,654124,2012,"[{""kind"":""title_page_edition_year"",""year_start"":1920,""year_end"":1920,""text"":""_Ottava Edizione -- Dal 106º al 155º Migliaio_ | R. BEMPORAD & FIGLIO -- EDITORI -- FIRENZE | -- | MCMXX | ---- | PROPRIETÀ LETTERARIA | I diritti di riproduzione e di traduzione sono riservati per tutti i"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
39389,Il mondo è rotondo: romanzo,"Panzini, Alfredo",1863,1939,Italian fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/39389,https://www.gutenberg.org/ebooks/39389.txt.utf-8,https://www.gutenberg.org/ebooks/39389.txt.utf-8,hit,,230557,211171,2012,"[{""kind"":""title_page_edition_year"",""year_start"":1920,""year_end"":1920,""text"":""ROMANZO | MILANO | __Fratelli Treves, Editori__ | 1920 | -- | _Prima impressione_ (1.º a 12.º migliaio). | ----"",""confidence"":""medium""}]","{""marker_counts"":{""neapolitan"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
39469,Questioni internazionali,"Crispi, Francesco",1818,1901,Africa -- Colonization;Eastern question;Italy -- Foreign relations -- 1870-1914,Category: History - European;Category: History - Modern (1750+);Category: Politics;IT Scienze politiche,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/39469,https://www.gutenberg.org/ebooks/39469.txt.utf-8,https://www.gutenberg.org/ebooks/39469.txt.utf-8,hit,,650590,631179,2012,"[{""kind"":""copyright_year"",""year_start"":1913,""year_end"":1913,""text"":""Copyright by Fratelli Treves, 1913."",""confidence"":""medium""},{""kind"":""title_page_edition_year"",""year_start"":1913,""year_end"":1913,""text"":""europeo. -- 1896. La crisi delle alleanze e degli accordi._ | MILANO | __Fratelli Treves, Editori__ | 1913 | -- | *SECONDO MIGLIAIO.* | ----"",""confidence"":""medium""}]","{""marker_counts"":{""milanese"":2},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
39506,Io cerco moglie! Romanzo,"Panzini, Alfredo",1863,1939,Humorous stories;Italy -- Fiction;Mate selection -- Fiction;Millionaires -- Fiction,Category: Humour;Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/39506,https://www.gutenberg.org/ebooks/39506.txt.utf-8,https://www.gutenberg.org/ebooks/39506.txt.utf-8,hit,,304873,285498,2012,"[{""kind"":""title_page_edition_year"",""year_start"":1920,""year_end"":1920,""text"":""ROMANZO | MILANO | __Fratelli Treves, Editori__ | 1920 | *17.o migliaio.* | ---- | PROPRIETA LETTERARIA."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication
39541,Donna Paola,"Serao, Matilde",1856,1927,"Italian fiction;Short stories, Italian",Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/39541,https://www.gutenberg.org/ebooks/39541.txt.utf-8,https://www.gutenberg.org/ebooks/39541.txt.utf-8,hit,,79837,60492,2012,[],"{""marker_counts"":{""neapolitan"":4},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence
