poem_id,title_or_first_line,author,displayed_author,source_archive,source_collection,source_subcollection,source_url,source_revision_id,source_revision_timestamp,downloaded_at_utc,source_edition,license_notes,period,form,form_evidence,count_method,attribution_status,line_count_raw,line_count_clean,raw_text_path,clean_text_path,include_in_core_pre_petrarch,include_in_expanded_with_petrarch,include_in_training,split_core_pre_petrarch,split_expanded_with_petrarch,editorial_brackets_removed,line_markers_removed,cleaning_notes,audit_notes
dante_cxv_poi_ch_i_fu_dante_dal_mio_natal_sito,"CXV - Poi ch'i' fu', Dante, dal mio natal sito",Dante Alighieri,Dante Alighieri,Italian Wikisource,Rime (Dante),Indice,"https://it.wikisource.org/wiki/Rime_(Dante)/CXV_-_Poi_ch%27i%27_fu%27,_Dante,_dal_mio_natal_sito",,,2026-06-02T17:51:48+00:00,,CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/dante_cxv_poi_ch_i_fu_dante_dal_mio_natal_sito.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
dante_cxvii_per_quella_via_che_la_bellezza_corre,CXVII - Per quella via che la bellezza corre,Dante Alighieri,Dante Alighieri,Italian Wikisource,Rime (Dante),Indice,https://it.wikisource.org/wiki/Rime_(Dante)/CXVII_-_Per_quella_via_che_la_bellezza_corre,,,2026-06-02T17:51:51+00:00,,CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/dante_cxvii_per_quella_via_che_la_bellezza_corre.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
dante_cxviii_lisetta_voi_de_la_vergogna_storre,CXVIII - Lisetta voi de la vergogna storre,Dante Alighieri,Dante Alighieri,Italian Wikisource,Rime (Dante),Indice,https://it.wikisource.org/wiki/Rime_(Dante)/CXVIII_-_Lisetta_voi_de_la_vergogna_storre,,,2026-06-02T17:51:52+00:00,,CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/dante_cxviii_lisetta_voi_de_la_vergogna_storre.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_la_genealogia_dei_manoscritti,La genealogia dei manoscritti,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/La_genealogia_dei_manoscritti,,,2026-06-02T17:52:00+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,14,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_la_genealogia_dei_manoscritti.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_certe_mie_rime_a_te_mandar_volendo,Certe mie rime a te mandar volendo,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Certe_mie_rime_a_te_mandar_volendo,,,2026-06-02T17:52:06+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_certe_mie_rime_a_te_mandar_volendo.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_dante_ai_poeti,Dante ai poeti,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Dante_ai_poeti,,,2026-06-02T17:52:07+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_dante_ai_poeti.txt,True,True,True,validation,validation,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_vedeste_al_mio_parere_ogni_valore,"Vedeste, al mio parere, ogni valore",Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,"https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Vedeste,_al_mio_parere,_ogni_valore",,,2026-06-02T17:52:09+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_vedeste_al_mio_parere_ogni_valore.txt,True,True,True,validation,validation,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_se_vedi_amore_assai_ti_prego_dante,"Se vedi amore assai ti prego, Dante",Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,"https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Se_vedi_amore_assai_ti_prego,_Dante",,,2026-06-02T17:52:10+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_se_vedi_amore_assai_ti_prego_dante.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_avete_n_vo_li_fiori_e_la_verdura,Avete 'n vo' li fiori e la verdura,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Avete_%27n_vo%27_li_fiori_e_la_verdura,,,2026-06-02T17:52:12+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_avete_n_vo_li_fiori_e_la_verdura.txt,True,True,True,validation,validation,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_chi_è_questa_che_ven_ch_ogn_om_la_mira,Chi è questa che ven ch' ogn'om la mira,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Chi_%C3%A8_questa_che_ven_ch%27_ogn%27om_la_mira,,,2026-06-02T17:52:13+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_chi_è_questa_che_ven_ch_ogn_om_la_mira.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_beltà_di_donna_di_piagente_core,Beltà di donna di piagente core,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Belt%C3%A0_di_donna_di_piagente_core,,,2026-06-02T17:52:15+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_beltà_di_donna_di_piagente_core.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_io_vidi_li_occhi_dove_amor_si_mise,Io vidi li occhi dove Amor si mise,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Io_vidi_li_occhi_dove_Amor_si_mise,,,2026-06-02T17:52:18+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_io_vidi_li_occhi_dove_amor_si_mise.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_li_miei_folli_occhi_che_prima_guardaro,Li miei folli occhi che prima guardaro,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Li_miei_folli_occhi_che_prima_guardaro,,,2026-06-02T17:52:19+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_li_miei_folli_occhi_che_prima_guardaro.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_dante_a_guido,Dante a Guido,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Dante_a_Guido,,,2026-06-02T17:52:24+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_dante_a_guido.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_s_io_fossi_quelli_che_d_amor_fu_degno,S'io fossi quelli che d'amor fu degno,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/S%27io_fossi_quelli_che_d%27amor_fu_degno,,,2026-06-02T17:52:25+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_s_io_fossi_quelli_che_d_amor_fu_degno.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_dante_un_sospiro_messagier_del_core,"Dante, un sospiro messagier del core",Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,"https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Dante,_un_sospiro_messagier_del_core",,,2026-06-02T17:52:28+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_dante_un_sospiro_messagier_del_core.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_sonetto_dell_orlandi,Sonetto dell'Orlandi,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Sonetto_dell%27Orlandi,,,2026-06-02T17:52:30+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_sonetto_dell_orlandi.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_la_bella_donna_dove_amor_si_mostra,La bella donna dove amor si mostra,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/La_bella_donna_dove_amor_si_mostra,,,2026-06-02T17:52:33+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_la_bella_donna_dove_amor_si_mostra.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_guido_orlandi_a_guido,Guido Orlandi a Guido,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Guido_Orlandi_a_Guido,,,2026-06-02T17:52:34+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_guido_orlandi_a_guido.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_amore_e_monna_lagia_e_guido_ed_io,Amore e monna Lagia e Guido ed io,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/Amore_e_monna_Lagia_e_Guido_ed_io,,,2026-06-02T17:52:36+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_amore_e_monna_lagia_e_guido_ed_io.txt,True,True,True,test,test,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_l_orlandi_a_guido_i,L'Orlandi a Guido I,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_anteriori_al_1290/L%27Orlandi_a_Guido_I,,,2026-06-02T17:52:39+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,14,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_l_orlandi_a_guido_i.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_un_amoroso_sguardo_spirituale,Un amoroso sguardo spirituale,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/Un_amoroso_sguardo_spirituale,,,2026-06-02T17:52:45+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_un_amoroso_sguardo_spirituale.txt,True,True,True,validation,validation,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_voi_che_per_li_occhi_mi_passaste_l_core,Voi che per li occhi mi passaste 'l core,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/Voi_che_per_li_occhi_mi_passaste_%27l_core,,,2026-06-02T17:52:46+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_voi_che_per_li_occhi_mi_passaste_l_core.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_perchè_non_furo_a_me_gli_occhi_dispenti,Perchè non furo a me gli occhi dispenti,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/Perch%C3%A8_non_furo_a_me_gli_occhi_dispenti,,,2026-06-02T17:52:48+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_perchè_non_furo_a_me_gli_occhi_dispenti.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_se_mercè_fosse_amica_a_miei_disiri,Se mercè fosse amica a' miei disiri,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/Se_merc%C3%A8_fosse_amica_a%27_miei_disiri,,,2026-06-02T17:52:49+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_se_mercè_fosse_amica_a_miei_disiri.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_l_anima_mia_vilment_è_sbigotita,L'anima mia vilment'è sbigotita,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/L%27anima_mia_vilment%27%C3%A8_sbigotita,,,2026-06-02T17:52:51+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_l_anima_mia_vilment_è_sbigotita.txt,True,True,True,validation,validation,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_tu_m_ài_sì_piena_di_dolor_la_mente,Tu m'ài sì piena di dolor la mente,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/Tu_m%27%C3%A0i_s%C3%AC_piena_di_dolor_la_mente,,,2026-06-02T17:52:52+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_tu_m_ài_sì_piena_di_dolor_la_mente.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_s_io_prego_questa_donna_che_pietade,S'io prego questa donna che pietade,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/S%27io_prego_questa_donna_che_pietade,,,2026-06-02T17:52:54+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_s_io_prego_questa_donna_che_pietade.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_io_temo_che_la_mia_disaventura,Io temo che la mia disaventura,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/Io_temo_che_la_mia_disaventura,,,2026-06-02T17:52:55+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_io_temo_che_la_mia_disaventura.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_certo_non_è_de_lo_ntelletto_accolto,Certo non è de lo'ntelletto accolto,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/Certo_non_%C3%A8_de_lo%27ntelletto_accolto,,,2026-06-02T17:52:57+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_certo_non_è_de_lo_ntelletto_accolto.txt,True,True,True,validation,validation,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_veder_poteste_quando_vui_scontrai,Veder poteste quando vui scontrai,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/Veder_poteste_quando_vui_scontrai,,,2026-06-02T17:52:58+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_veder_poteste_quando_vui_scontrai.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_de_spiriti_miei_quando_mi_vedete,"De! spiriti miei, quando mi vedete",Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,"https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/De!_spiriti_miei,_quando_mi_vedete",,,2026-06-02T17:53:00+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_de_spiriti_miei_quando_mi_vedete.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_pe_gli_occhi_fere_un_spirito_sottile,Pe' gli occhi fere un spirito sottile,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/Pe%27_gli_occhi_fere_un_spirito_sottile,,,2026-06-02T17:53:01+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_pe_gli_occhi_fere_un_spirito_sottile.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_a_me_stesso_di_me_pietate_vene,A me stesso di me pietate vene,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/A_me_stesso_di_me_pietate_vene,,,2026-06-02T17:53:03+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_a_me_stesso_di_me_pietate_vene.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
cavalcanti_gianni_alfani_a_guido,Gianni Alfani a Guido,Guido Cavalcanti,Guido Cavalcanti,Italian Wikisource,Rime (Cavalcanti),Indice,https://it.wikisource.org/wiki/Rime_(Cavalcanti)/Le_Rime_di_Guido_Cavalcanti/Le_rime_di_epoca_incerta/Gianni_Alfani_a_Guido,,,2026-06-02T17:53:04+00:00,"Ercole Rivalta, Zanichelli, Bologna, 1902",CC BY-SA / GFDL metadata on Italian Wikisource,XIII secolo,sonnet,mixed source index; include after cleaned 14-line validation,line_count_14,unknown,18,14,,data/processed/sonnets_expanded_v3/poems/cavalcanti_gianni_alfani_a_guido.txt,True,True,True,train,train,True,True,Removed editorial square brackets around letter expansions; removed displayed line markers; preserved line breaks.,
