object_id,wordpress_id,title,authors,periods,genres,languages,source_publisher,source_publication_place,source_publication_date,source_identifier,family_key,canonical_status,canonical_object_id,role,role_reason,estimated_characters,estimated_min_tokens,estimated_max_tokens,landing_page_url,xml_url
bibit000182,135322,El libro dell'amore,"Ficino, Marsilio",400,Trattati,ita,Olschki,Firenze,1987,IT\ICCU\FER\0062619,ficino marsilio::el libro dell amore,selected,bibit000182,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",169868,42467,56623,http://www.bibliotecaitaliana.it/scheda/bibit000182,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000182
bibit000307,135568,Trattato di architettura,Filarete (Antonio Averlino detto il),400,Trattati,ita,Il Polifilo,Milano,1972,IT\ICCU\SBL\0448741,filarete antonio averlino detto il::trattato di architettura,selected,bibit000307,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",169868,42467,56623,http://www.bibliotecaitaliana.it/scheda/bibit000307,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000307
bibit000386,135716,Il palazzo Turchi-Trotti-Di Bagno.Elenco degli ambienti e dei quadri all'interno del palazzo del 1813,"Finotti, P.G.",500,Documenti,ita,,Rovigo-Ferrara,1946,IT\ICCU\TO0\0177674,finotti p g::il palazzo turchi trotti di bagno elenco degli ambienti e dei quadri all interno del palazzo del 1813,selected,bibit000386,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",117685,29421,39229,http://www.bibliotecaitaliana.it/scheda/bibit000386,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000386
bibit001294,137442,Il palazzo Turchi-Trotti-Di Bagno.Elenco degli ambienti e dei quadri presenti nel palazzo al 1796,"Fioretti, D.",500,Documenti,ita,,Rovigo-Ferrara,1946,IT\ICCU\TO0\0177674,fioretti d::il palazzo turchi trotti di bagno elenco degli ambienti e dei quadri presenti nel palazzo al 1796,selected,bibit001294,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",117685,29421,39229,http://www.bibliotecaitaliana.it/scheda/bibit001294,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001294
bibit001052,136988,La Lucilla costante,"Fiorillo, Silvio",600,Letteratura teatrale,ita,UTET,Torino,1982,IT\ICCU\RAV\0180638,fiorillo silvio::la lucilla costante,selected,bibit001052,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",127771,31942,42591,http://www.bibliotecaitaliana.it/scheda/bibit001052,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001052
bibit001081,137044,Dialogo delle bellezze delle donne intitolato Celso,"Firenzuola, Agnolo",500,Trattati,ita,Unione tipografico-editrice torinese,Torino,1977,IT\ICCU\UFI\0080688,firenzuola agnolo::dialogo delle bellezze delle donne intitolato celso,selected,bibit001081,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit001081,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001081
bibit000183,135324,Ragionamenti,"Firenzuola, Agnolo",500,Narrativa,ita,Salerno editrice,Roma,1971,IT\ICCU\PAL\0002374,firenzuola agnolo::ragionamenti,selected,bibit000183,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",285811,71452,95271,http://www.bibliotecaitaliana.it/scheda/bibit000183,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000183
bibit000415,135772,Regole grammaticali della volgar lingua,"Fortunio, Giovanni Francesco",500,Trattati,ita,Accademia San Marco,Pordenone,1999,IT\ICCU\TSA\0049820,fortunio giovanni francesco::regole grammaticali della volgar lingua,selected,bibit000415,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",166744,41686,55582,http://www.bibliotecaitaliana.it/scheda/bibit000415,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000415
bibit001042,136972,Legazione di Francia di Antonio Foscarini (1608-1611),"Foscarini, Antonio",700,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,foscarini antonio::legazione di francia di antonio foscarini 1608 1611,selected,bibit001042,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",40487,10121,13496,http://www.bibliotecaitaliana.it/scheda/bibit001042,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001042
bibit001599,138018,Relazione di Germania (1736),"Foscarini, Marco",700,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,foscarini marco::relazione di germania 1736,selected,bibit001599,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",40487,10121,13496,http://www.bibliotecaitaliana.it/scheda/bibit001599,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001599
bibit001077,137036,Relazione di Costantinopoli (1793),"Foscarini, Nicolò",700,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,foscarini nicolo::relazione di costantinopoli 1793,selected,bibit001077,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",40487,10121,13496,http://www.bibliotecaitaliana.it/scheda/bibit001077,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001077
bibit001605,138030,Ambasciata straordinaria di Costantinopoli (1641),"Foscarini, Pietro",600,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,foscarini pietro::ambasciata straordinaria di costantinopoli 1641,selected,bibit001605,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",79160,19790,26387,http://www.bibliotecaitaliana.it/scheda/bibit001605,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001605
bibit001678,138170,Relazione di Costantinopoli (1641),"Foscarini, Pietro",600,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,foscarini pietro::relazione di costantinopoli 1641,selected,bibit001678,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",79160,19790,26387,http://www.bibliotecaitaliana.it/scheda/bibit001678,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001678
bibit001192,137252,Relazione di Francia (1683),"Foscarini, Sebastiano",600,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,foscarini sebastiano::relazione di francia 1683,selected,bibit001192,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",79160,19790,26387,http://www.bibliotecaitaliana.it/scheda/bibit001192,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001192
bibit001118,137114,Ricciarda,"Foscolo, Ugo",700,Letteratura teatrale,ita,Einaudi - Gallimard,Torino,[1994],IT\ICCU\MIL\0219834,foscolo ugo::ricciarda,selected,bibit001118,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit001118,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001118
bibit000185,135328,Tieste,"Foscolo, Ugo",700,Letteratura teatrale,ita,U. Mursia,Milano,1973,IT\ICCU\PUV\0570828,foscolo ugo::tieste,selected,bibit000185,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit000185,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000185
bibit000905,136712,Lettere,Francesco di Cambio,400,Documenti,ita,Casamassima,Udine,1996,IT\ICCU\TSA\0022726,francesco di cambio::lettere,selected,bibit000905,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",10406,2601,3469,http://www.bibliotecaitaliana.it/scheda/bibit000905,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000905
bibit000795,136500,Viaggio in Terrasanta,"Frescobaldi, Leonardo",300,Trattati,ita,Ponte alle Grazie,Firenze,1990,IT\ICCU\BVE\0010443,frescobaldi leonardo::viaggio in terrasanta,selected,bibit000795,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",56239,14059,18747,http://www.bibliotecaitaliana.it/scheda/bibit000795,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000795
bibit000142,135244,Della oratoria e poetica facoltà,"Fuscano, Giovanni Berardino",500,Trattati,ita,Laterza,Roma [etc.],1970-1974,IT\ICCU\RAV\0202129,fuscano giovanni berardino::della oratoria e poetica facolta,selected,bibit000142,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000142,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000142
bibit001385,137612,Delle vicende e della rigenerazione de' teatri,"Galdi, Matteo Angelo",700,Trattati,ita,Edisud,Salerno,1999,IT\ICCU\CFI\0492674,galdi matteo angelo::delle vicende e della rigenerazione de teatri,selected,bibit001385,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",103676,25919,34559,http://www.bibliotecaitaliana.it/scheda/bibit001385,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001385
bibit000188,135334,Dialogo sopra i due massimi sistemi,"Galilei, Galileo",600,Trattati,ita,Einaudi,Torino,1970,IT\ICCU\RAV\0200877,galilei galileo::dialogo sopra i due massimi sistemi,selected,bibit000188,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",37921,9480,12641,http://www.bibliotecaitaliana.it/scheda/bibit000188,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000188
bibit000428,135798,Lettere,"Galilei, Galileo",600,Lettere ed epistolari,ita,G. Einaudi,Torino,1978,IT\ICCU\RAV\0043671,galilei galileo::lettere,selected,bibit000428,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",437774,109443,145925,http://www.bibliotecaitaliana.it/scheda/bibit000428,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000428
bibit001451,137738,"Lezioni di G.G. intorno la figura, sito e grandezza dell'Inferno di Dante Alighieri","Galilei, Galileo",600,"Commenti, traduzioni e volgarizzamenti",ita,Lexis Progetti Editoriali,Roma,1999,IT\ICCU\TO0\0768353,galilei galileo::lezioni di g g intorno la figura sito e grandezza dell inferno di dante alighieri,selected,bibit001451,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",53818,13454,17940,http://www.bibliotecaitaliana.it/scheda/bibit001451,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001451
bibit001698,138206,Commento edito e inedito sopra la Divina Commedia,"Gelli, Giovan Battista",500,Traduzioni e volgarizzamenti,ita,Lexis Progetti Editoriali,Roma,1999,IT\CCU\TO0\0768353,gelli giovan battista::commento edito e inedito sopra la divina commedia,selected,bibit001698,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",2420268,605067,806756,http://www.bibliotecaitaliana.it/scheda/bibit001698,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001698
bibit000333,135616,Memorie autobiografiche,"Genovesi, Antonio",700,Memorialistica,ita,Feltrinelli,Milano,1962,IT\ICCU\UFI\0096473,genovesi antonio::memorie autobiografiche,selected,bibit000333,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",472171,118042,157391,http://www.bibliotecaitaliana.it/scheda/bibit000333,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000333
bibit000195,135348,De la purgatione della tragedia,"Giacomini, Lorenzo",500,Trattati,ita,Laterza,Roma [etc.],1970-1974,IT\ICCU\RAV\0202129,giacomini lorenzo::de la purgatione della tragedia,selected,bibit000195,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000195,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000195
bibit000190,135338,Del furor poetico,"Giacomini, Lorenzo",500,Trattati,ita,Laterza,Roma [ecc.],1970-1974,IT\ICCU\RAV\0202129,giacomini lorenzo::del furor poetico,selected,bibit000190,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000190,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000190
bibit001596,138012,Fiore di rettorica,"Giamboni, Bono",200,Trattati,ita,"Universita degli studi, Dipartimento di scienza della letteratura e dell'arte medioevale e moderna",Pavia,1994,IT\ICCU\LO1\0342332,giamboni bono::fiore di rettorica,selected,bibit001596,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",224425,56106,74809,http://www.bibliotecaitaliana.it/scheda/bibit001596,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001596
bibit000862,136630,Comento sopra il I canto dell'Inferno,"Giambullari, Pier Francesco",500,Traduzioni e volgarizzamenti,ita,Lexis Progetti Editoriali,Roma,1999,IT\CCU\TO0\0768353,giambullari pier francesco::comento sopra il i canto dell inferno,selected,bibit000862,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",75485,18871,25162,http://www.bibliotecaitaliana.it/scheda/bibit000862,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000862
bibit001470,137774,Lezioni di messer Pierfrancesco Giambullari,"Giambullari, Pier Francesco",500,Trattati,ita,Lexis Progetti Editoriali,Roma,1999,IT\ICCU\TO0\0768353,giambullari pier francesco::lezioni di messer pierfrancesco giambullari,selected,bibit001470,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit001470,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001470
bibit000318,135590,Regole della lingua fiorentina,"Giambullari, Pier Francesco",500,Trattati,ita,Accademia della Crusca,Firenze,1986,IT\ICCU\CFI\0026031,giambullari pier francesco::regole della lingua fiorentina,selected,bibit000318,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000318,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000318
bibit001572,137968,Memoria relativa alla provincia pisana (7 Maggio 1767),"Gianni, Francesco Maria",700,Testi storici e storiografici,ita,Pacini,Pisa,1932,,gianni francesco maria::memoria relativa alla provincia pisana 7 maggio 1767,selected,bibit001572,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",32607,8151,10869,http://www.bibliotecaitaliana.it/scheda/bibit001572,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001572
bibit000861,136628,Per la dimostrazione della situazione economica della Provincia pisana,"Gianni, Francesco Maria",700,Documenti,ita,Giardini,Pisa,1932,IT\ICCU\LO1\0017169,gianni francesco maria::per la dimostrazione della situazione economica della provincia pisana,selected,bibit000861,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",40487,10121,13496,http://www.bibliotecaitaliana.it/scheda/bibit000861,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000861
bibit000202,135362,Vita scritta da lui medesimo,"Giannone, Pietro",700,Memorialistica,ita,Feltrinelli,Milano,1960,IT\ICCU\SBL\0244444,giannone pietro::vita scritta da lui medesimo,selected,bibit000202,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",658655,164663,219552,http://www.bibliotecaitaliana.it/scheda/bibit000202,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000202
bibit000727,136370,Della reppubblica de' Viniziani,"Giannotti, Donato",500,Trattati,ita,Marzorati,Milano,1974,IT\ICCU\SBL\0556520,giannotti donato::della reppubblica de viniziani,selected,bibit000727,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000727,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000727
bibit000955,136806,La Dirindina,"Gigli, Girolamo",600,Letteratura teatrale,ita,Ente Autonomo Teatro Comunale,Bologna,1979-1980,IT\ICCU\LO1\0431530,gigli girolamo::la dirindina,selected,bibit000955,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",127771,31942,42591,http://www.bibliotecaitaliana.it/scheda/bibit000955,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000955
bibit000774,136460,Arbitrato,Giovanni di Bertazzo Montolini,300,Documenti,ita,Sansoni,Firenze,1968,IT\ICCU\FER\0169233,giovanni di bertazzo montolini::arbitrato,selected,bibit000774,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",19514,4878,6505,http://www.bibliotecaitaliana.it/scheda/bibit000774,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000774
bibit000224,135404,Dialogo dell'imprese militari e amorose,"Giovio, Paolo",500,Trattati,ita,Bulzoni,Roma,1978,IT\ICCU\SBL\0156251,giovio paolo::dialogo dell imprese militari e amorose,selected,bibit000224,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000224,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000224
bibit000067,135098,Carteggio,"Giraldi Cinzio, Giambattista",500,Lettere ed epistolari,ita,Sicania,Messina,1996,IT\ICCU\PUV\0331982,giraldi cinzio giambattista::carteggio,selected,bibit000067,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",1195153,298788,398385,http://www.bibliotecaitaliana.it/scheda/bibit000067,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000067
bibit001040,136968,Cleopatra,"Giraldi Cinzio, Giambattista",500,Letteratura teatrale,ita,University of Exeter,Exter,1985,IT\ICCU\FER\0101924,giraldi cinzio giambattista::cleopatra,selected,bibit001040,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",115695,28923,38565,http://www.bibliotecaitaliana.it/scheda/bibit001040,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001040
bibit000550,136030,Dedica all'Orbecche,"Giraldi Cinzio, Giambattista",500,Trattati,ita,Laterza,Roma [etc.],1970-1974,IT\ICCU\RAV\0202129,giraldi cinzio giambattista::dedica all orbecche,selected,bibit000550,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000550,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000550
bibit001234,137330,Egle,"Giraldi Cinzio, Giambattista",500,Letteratura teatrale,ita,R. Ricciardi,Milano [ecc.],1988,IT\ICCU\CFI\0098769,giraldi cinzio giambattista::egle,selected,bibit001234,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",100987,25246,33663,http://www.bibliotecaitaliana.it/scheda/bibit001234,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001234
bibit000675,136274,Egle (Editio Princeps),"Giraldi Cinzio, Giambattista",500,Letteratura teatrale,ita,,,[non prima del 1545],IT\ICCU\TO0E\020832,giraldi cinzio giambattista::egle editio princeps,selected,bibit000675,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",100987,25246,33663,http://www.bibliotecaitaliana.it/scheda/bibit000675,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000675
bibit001456,137748,"Egle, ms. Classe I 331","Giraldi Cinzio, Giambattista",500,Letteratura teatrale,ita,,,,,giraldi cinzio giambattista::egle ms classe i 331,selected,bibit001456,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",100987,25246,33663,http://www.bibliotecaitaliana.it/scheda/bibit001456,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001456
bibit001160,137190,Epistola latina,"Giraldi Cinzio, Giambattista",500,Lettere ed epistolari,ita,Commissione per i testi di lingua,Bologna,1982,IT\ICCU\RAV\0107297,giraldi cinzio giambattista::epistola latina,selected,bibit001160,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",1195153,298788,398385,http://www.bibliotecaitaliana.it/scheda/bibit001160,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001160
bibit000295,135544,Giudizio d'una tragedia di Canace e Macareo,"Giraldi Cinzio, Giambattista",500,Trattati,ita,Commissione per i testi di lingua,Bologna,1982,IT\ICCU\RAV\0107297,giraldi cinzio giambattista::giudizio d una tragedia di canace e macareo,selected,bibit000295,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000295,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000295
bibit000427,135796,Gli Eudemoni,"Giraldi Cinzio, Giambattista",500,Letteratura teatrale,ita,Domenico Taddei e Figli,Ferrara,1877,IT\ICCU\LO1\0379416,giraldi cinzio giambattista::gli eudemoni,selected,bibit000427,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",100987,25246,33663,http://www.bibliotecaitaliana.it/scheda/bibit000427,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000427
bibit001665,138146,L'uomo di corte: discorso intorno a quello che si conviene a giovane nobile e ben creato nel servire un gran principe,"Giraldi Cinzio, Giambattista",500,Trattati,ita,Mucchi,Modena,1989,IT\ICCU\CFI\0148091,giraldi cinzio giambattista::l uomo di corte discorso intorno a quello che si conviene a giovane nobile e ben creato nel servire un gran principe,selected,bibit001665,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit001665,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001665
bibit000225,135406,Lettera a Bernardo Tasso,"Giraldi Cinzio, Giambattista",500,Trattati,ita,Laterza,Roma [ecc.],1970-1974,IT\ICCU\RAV\0202129,giraldi cinzio giambattista::lettera a bernardo tasso,selected,bibit000225,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000225,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000225
bibit000721,136360,Lettera sovra il comporre le satire atte alla scena,"Giraldi Cinzio, Giambattista",500,Trattati,ita,Commissione per i testi di lingua,Bologna,1985,IT\ICCU\CFI\0091653,giraldi cinzio giambattista::lettera sovra il comporre le satire atte alla scena,selected,bibit000721,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000721,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000721
bibit001424,137684,Lettera sulla tragedia,"Giraldi Cinzio, Giambattista",500,Trattati,ita,Laterza,Roma [etc.],1970-1974,IT\ICCU\RAV\0202129,giraldi cinzio giambattista::lettera sulla tragedia,selected,bibit001424,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit001424,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001424
bibit000565,136058,Orbecche,"Giraldi Cinzio, Giambattista",500,Letteratura teatrale,ita,R. Ricciardi,Milano [ecc.],1988,IT\ICCU\CFI\0098769,giraldi cinzio giambattista::orbecche,selected,bibit000565,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",100987,25246,33663,http://www.bibliotecaitaliana.it/scheda/bibit000565,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000565
bibit001335,137518,"Prologo all'Altile""","Giraldi Cinzio, Giambattista",500,Trattati,ita,Laterza,Roma [etc.],1970-1974,IT\ICCU\RAV\0202129,giraldi cinzio giambattista::prologo all altile,selected,bibit001335,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit001335,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001335
bibit001114,137106,Super imitatione epistula,"Giraldi Cinzio, Giambattista",500,Trattati,ita,Laterza,Roma [etc.],1970-1974,IT\ICCU\RAV\0202129,giraldi cinzio giambattista::super imitatione epistula,selected,bibit001114,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit001114,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001114
bibit000470,135878,Relazione di Germania (1682),"Giustinian, Ascanio",600,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,giustinian ascanio::relazione di germania 1682,selected,bibit000470,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",79160,19790,26387,http://www.bibliotecaitaliana.it/scheda/bibit000470,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000470
bibit000404,135750,Relazione di Francia (1676),"Giustinian, Ascanio II",600,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,giustinian ascanio ii::relazione di francia 1676,selected,bibit000404,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",79160,19790,26387,http://www.bibliotecaitaliana.it/scheda/bibit000404,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000404
bibit000623,136172,Relazione di Francia,"Giustinian, Marcantonio",600,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,giustinian marcantonio::relazione di francia,selected,bibit000623,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",79160,19790,26387,http://www.bibliotecaitaliana.it/scheda/bibit000623,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000623
bibit000893,136690,Relatione di S. Girolamo Giustiniani Cavalier (1654),"Giustiniani, Girolamo",600,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,giustiniani girolamo::relatione di s girolamo giustiniani cavalier 1654,selected,bibit000893,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",56076,14019,18692,http://www.bibliotecaitaliana.it/scheda/bibit000893,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000893
bibit001592,138004,Relazione di Germania,"Giustiniano, Marino",500,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,giustiniano marino::relazione di germania,selected,bibit001592,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",117685,29421,39229,http://www.bibliotecaitaliana.it/scheda/bibit001592,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001592
bibit000556,136042,Gl'innamorati,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,IT\ICCU\MIL\0065022,goldoni carlo::gl innamorati,selected,bibit000556,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit000556,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000556
bibit000420,135782,I rusteghi,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,,goldoni carlo::i rusteghi,selected,bibit000420,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit000420,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000420
