unit_id,final_role,source_group,source_id,title,author,component_id,component_key,token_count,split,component_decision,oversize_component
bibit:record:bibit000802,historical_general,bibit,bibit000802,La Cecaria,"Epicuro, Marc'Antonio",component:3c2a5d0e2b101c8a,author:antonio epicuro marc,19409,validation,selected_global_author_work_validation_component,false
bibit:record:bibit000804,nineteenth_century_bridge,bibit,bibit000804,Eros,"Verga, Giovanni",component:7d203e7a89fa0cc9,author:giovanni verga,87178,train,deterministic_training_component,false
bibit:record:bibit000805,historical_general,bibit,bibit000805,Sopra la ricchezza della lingua italiana ne' termini militari,"Algarotti, Francesco",component:f000a3a01d06a44c,author:algarotti francesco,3270,train,deterministic_training_component,false
bibit:record:bibit000806,nineteenth_century_bridge,bibit,bibit000806,L'animo della folla,"Rossi, Pasquale",component:a3d8317e1f96eef5,author:pasquale rossi,115172,train,deterministic_training_component,false
bibit:record:bibit000807,historical_non_sonnet_poetry,bibit,bibit000807,"Rime degli Arcadi, tomo primo",Non definito,component:d340ccd19ef8e6a0,author:definito non,70465,train,oversize_component_retained_training,true
bibit:record:bibit000809,historical_non_sonnet_poetry,bibit,bibit000809,Poesie,"Salutati, Coluccio",component:20b7e901dd14abd5,author:coluccio salutati,114,train,deterministic_training_component,false
bibit:record:bibit000810,historical_general,bibit,bibit000810,Discorso primo: qual sia il fine della poesia in generale,"Summo, Faustino",component:1527e94d5561d55c,author:faustino summo,14821,train,deterministic_training_component,false
bibit:record:bibit000812,historical_general,bibit,bibit000812,Gli esuli tebani,"Pagano, Francesco Mario",component:a5877d186b86421f,author:francesco mario pagano,18905,train,deterministic_training_component,false
bibit:record:bibit000815,nineteenth_century_bridge,bibit,bibit000815,A Bonaparte: dedica dell'oda,"Foscolo, Ugo",component:1d89de2ef91ccc3f,author:foscolo ugo,722,train,oversize_component_retained_training,true
bibit:record:bibit000816,nineteenth_century_bridge,bibit,bibit000816,Dissertazione sopra l'elettricismo,"Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,2973,train,oversize_component_retained_training,true
bibit:record:bibit000817,historical_general,bibit,bibit000817,Adriano in Siria,"Metastasio, Pietro",component:057748e048438ad6,author:metastasio pietro,18319,train,deterministic_training_component,false
bibit:record:bibit000818,historical_non_sonnet_poetry,bibit,bibit000818,Le rime del codice isoldiano,Non definito,component:d340ccd19ef8e6a0,author:definito non,151834,train,oversize_component_retained_training,true
bibit:record:bibit000819,historical_general,bibit,bibit000819,La Cassaria (red. in versi),"Ariosto, Ludovico",component:8660e90da9b89007,author:ariosto ludovico,44505,train,oversize_component_retained_training,true
bibit:record:bibit000820,nineteenth_century_bridge,bibit,bibit000820,"Osservazioni sulla morale cattolica, appendice al cap. III: Del sistema che fonda la morale sull'utilità","Manzoni, Alessandro",component:5db0232ab70371ec,author:alessandro manzoni,23835,train,oversize_component_retained_training,true
bibit:record:bibit000823,historical_general,bibit,bibit000823,Il Milione,"Polo, Marco",component:9757cff048785dc8,author:marco polo,91653,train,deterministic_training_component,false
bibit:record:bibit000824,historical_general,bibit,bibit000824,Carta de logu,Non definito,component:d340ccd19ef8e6a0,author:definito non,3363,train,oversize_component_retained_training,true
bibit:record:bibit000827,historical_general,bibit,bibit000827,Commento sopra una canzone d'amore di Girolamo Benivieni,"Pico della Mirandola, Giovanni",component:95f7d58488b01772,author:giovanni mirandola pico,42558,train,deterministic_training_component,false
bibit:record:bibit000829,historical_non_sonnet_poetry,bibit,bibit000829,Il monte Oliveto,"Tasso, Torquato",component:bb1291d7280b42e3,author:tasso torquato,10765,train,oversize_component_retained_training,true
bibit:record:bibit000830,historical_general,bibit,bibit000830,Libro di ricordi,"Machiavelli, Bernardo",component:e4a579e6b98d7b5e,author:bernardo machiavelli,82285,train,deterministic_training_component,false
bibit:record:bibit000831,nineteenth_century_bridge,bibit,bibit000831,Psiche,"Prati, Giovanni",component:49e9bffae55a3fc4,author:giovanni prati,1005,train,deterministic_training_component,false
bibit:record:bibit000832,historical_general,bibit,bibit000832,De viris illustribus (liber II),"Petrarca, Francesco",component:c8a8749da513ddd3,author:francesco petrarca,23302,validation,selected_global_author_work_validation_component,false
bibit:record:bibit000834,historical_general,bibit,bibit000834,Filippo,"Alfieri, Vittorio",component:5688321110169905,author:alfieri vittorio,21606,train,deterministic_training_component,false
bibit:record:bibit000835,historical_non_sonnet_poetry,bibit,bibit000835,Sonetto del signor Torquato Tasso al cavaliere Ercole Cato con la interpretazione e comento del medesimo autore,"Tasso, Torquato",component:bb1291d7280b42e3,author:tasso torquato,4733,train,oversize_component_retained_training,true
bibit:record:bibit000837,nineteenth_century_bridge,bibit,bibit000837,Le Notti Puniche,"Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,5568,train,oversize_component_retained_training,true
bibit:record:bibit000838,historical_non_sonnet_poetry,bibit,bibit000838,Il barcheggio,Non definito,component:d340ccd19ef8e6a0,author:definito non,3635,train,oversize_component_retained_training,true
bibit:record:bibit000839,historical_general,bibit,bibit000839,Della ragione di stato,"Zuccolo, Ludovico",component:fd7aa88198e7a0c1,author:ludovico zuccolo,8474,train,deterministic_training_component,false
bibit:record:bibit000840,nineteenth_century_bridge,bibit,bibit000840,Dell'educare la gioventù italiana,"Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,517,train,oversize_component_retained_training,true
bibit:record:bibit000841,nineteenth_century_bridge,bibit,bibit000841,In difesa dell'orazione inaugurale,"Foscolo, Ugo",component:1d89de2ef91ccc3f,author:foscolo ugo,4299,train,oversize_component_retained_training,true
bibit:record:bibit000842,historical_non_sonnet_poetry,bibit,bibit000842,Sonetti,"Lubrano, Giacomo",component:af33b8f626a717c1,author:giacomo lubrano,696,train,deterministic_training_component,false
bibit:record:bibit000843,historical_general,bibit,bibit000843,Nitteti,"Metastasio, Pietro",component:057748e048438ad6,author:metastasio pietro,19569,train,deterministic_training_component,false
bibit:record:bibit000844,historical_general,bibit,bibit000844,Tre lettere,"Da Porto, Luigi",component:d93e54093a0d9f47,author:luigi porto,4721,train,deterministic_training_component,false
bibit:record:bibit000845,historical_non_sonnet_poetry,bibit,bibit000845,Silva,Niccolò da Correggio,component:1755d857362c1943,author:correggio niccolo,2137,train,deterministic_training_component,false
bibit:record:bibit000847,nineteenth_century_bridge,bibit,bibit000847,Discorso di un italiano intorno alla poesia romantica,"Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,40349,train,oversize_component_retained_training,true
bibit:record:bibit000848,historical_general,bibit,bibit000848,Sofrona,"Alberti, Leon Battista",component:1c41bbb23e5df630,author:alberti battista leon,2607,train,deterministic_training_component,false
bibit:record:bibit000849,historical_general,bibit,bibit000849,Il Forestiero napolitano overo de la Gelosia,"Tasso, Torquato",component:bb1291d7280b42e3,author:tasso torquato,4967,train,oversize_component_retained_training,true
bibit:record:bibit000852,nineteenth_century_bridge,bibit,bibit000852,"Dissertazione sopra gli attributi, e la provvidenza dell'essere supremo","Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,4190,train,oversize_component_retained_training,true
bibit:record:bibit000853,historical_general,bibit,bibit000853,Relazione di Costantinopoli (1612),"Contarini, Simone",component:13cccef553ed05b3,author:contarini simone,71217,train,deterministic_training_component,false
bibit:record:bibit000854,historical_general,bibit,bibit000854,Istorietta amorosa fra Leonora de' Bardi e Ippolito Bondelmonti,"Alberti, Leon Battista",component:1c41bbb23e5df630,author:alberti battista leon,7292,train,deterministic_training_component,false
bibit:record:bibit000856,historical_general,bibit,bibit000856,Discorsi del poema eroico,"Tasso, Torquato",component:bb1291d7280b42e3,author:tasso torquato,101619,train,oversize_component_retained_training,true
bibit:record:bibit000858,historical_non_sonnet_poetry,bibit,bibit000858,Poesie,"Calzaiuolo, Giovanni di Gino",component:7027d334f50742ae,author:calzaiuolo gino giovanni,1913,train,deterministic_training_component,false
bibit:record:bibit000859,historical_non_sonnet_poetry,bibit,bibit000859,Rime,Tullia d'Aragona,component:3c2bafc77180bbbd,author:aragona tullia,22652,train,deterministic_training_component,false
bibit:record:bibit000861,historical_general,bibit,bibit000861,Per la dimostrazione della situazione economica della Provincia pisana,"Gianni, Francesco Maria",component:1c351670d1a2be43,author:francesco gianni maria,1098,train,deterministic_training_component,false
bibit:record:bibit000862,historical_general,bibit,bibit000862,Comento sopra il I canto dell'Inferno,"Giambullari, Pier Francesco",component:6df9c1c1c6f4c03d,author:francesco giambullari pier,19663,train,deterministic_training_component,false
bibit:record:bibit000863,historical_general,bibit,bibit000863,Risposta all'Accademia della Crusca in difesa del suo dialogo del piacere onesto,"Tasso, Torquato",component:bb1291d7280b42e3,author:tasso torquato,9246,train,oversize_component_retained_training,true
bibit:record:bibit000864,historical_general,bibit,bibit000864,Panfila,"Pistoia (Antonio Cammelli, detto il)",component:624ccf7b335f68f2,author:antonio cammelli detto pistoia,20064,train,deterministic_training_component,false
bibit:record:bibit000866,nineteenth_century_bridge,bibit,bibit000866,Canzone sulla Grecia,"Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,545,train,oversize_component_retained_training,true
bibit:record:bibit000867,historical_general,bibit,bibit000867,Relazione di Francia di Giovanni Battista Nani (1644 al 1648),"Nani, Giovan Battista",component:48c83bebbc6b5d51,author:battista giovan nani,21530,train,deterministic_training_component,false
bibit:record:bibit000868,historical_general,bibit,bibit000868,Relazione del Concordato,Commissarij,component:690babbeda2333ff,author:commissarij,33084,train,deterministic_training_component,false
bibit:record:bibit000869,historical_general,bibit,bibit000869,La famiglia dell'antiquario,"Goldoni, Carlo",component:f62deccbc9586878,author:carlo goldoni,45075,train,deterministic_training_component,false
bibit:record:bibit000870,nineteenth_century_bridge,bibit,bibit000870,Pensieri di varia filosofia e di bella letteratura,"Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,9280,train,oversize_component_retained_training,true
bibit:record:bibit000871,historical_non_sonnet_poetry,bibit,bibit000871,Poesie,Antonio da Castello San Niccolò,component:8419a7b4e564aedd,author:antonio castello niccolo san,1706,train,deterministic_training_component,false
bibit:record:bibit000872,nineteenth_century_bridge,bibit,bibit000872,La chioma di Berenice,"Foscolo, Ugo",component:1d89de2ef91ccc3f,author:foscolo ugo,88066,train,oversize_component_retained_training,true
bibit:record:bibit000873,historical_general,bibit,bibit000873,Gramatica ragionata della lingua italiana,"Soave, Francesco",component:141d00989f61a0f3,author:francesco soave,71249,train,deterministic_training_component,false
bibit:record:bibit000874,historical_non_sonnet_poetry,bibit,bibit000874,Canzoniere,"Conti, Giusto de'",component:45bada781e3fd42d,author:conti giusto,18359,train,deterministic_training_component,false
bibit:record:bibit000875,historical_non_sonnet_poetry,bibit,bibit000875,Proemi programmatici,"Landino, Cristoforo",component:68cce552c566496f,author:cristoforo landino,75374,train,deterministic_training_component,false
bibit:record:bibit000876,historical_general,bibit,bibit000876,Lettere,"Pico della Mirandola, Giovanni",component:95f7d58488b01772,author:giovanni mirandola pico,2488,train,deterministic_training_component,false
bibit:record:bibit000877,historical_general,bibit,bibit000877,Relazione di Germania,"Cappello, Giovanni",component:20c95cff839e4103,author:cappello giovanni,4636,train,deterministic_training_component,false
bibit:record:bibit000880,historical_general,bibit,bibit000880,Timoleone,"Alfieri, Vittorio",component:5688321110169905,author:alfieri vittorio,19787,train,deterministic_training_component,false
bibit:record:bibit000882,historical_general,bibit,bibit000882,De iure,"Alberti, Leon Battista",component:1c41bbb23e5df630,author:alberti battista leon,8689,train,deterministic_training_component,false
bibit:record:bibit000883,historical_general,bibit,bibit000883,La rappresentazione di San Bernardo d'uno Signore facea rubare le strade,Non definito,component:d340ccd19ef8e6a0,author:definito non,6871,train,oversize_component_retained_training,true
bibit:record:bibit000884,historical_general,bibit,bibit000884,L'amore prigioniero,"Di Leo, Mario",component:ecd742a05a39e259,author:leo mario,25391,train,deterministic_training_component,false
bibit:record:bibit000885,nineteenth_century_bridge,bibit,bibit000885,Martirio de' santi padri del monte Sinai e dell'eremo di Raitu composto da Ammonio monaco,"Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,10008,train,oversize_component_retained_training,true
bibit:record:bibit000886,historical_non_sonnet_poetry,bibit,bibit000886,Quando stanco dal corso in grembo a Teti,Non definito,component:d340ccd19ef8e6a0,author:definito non,653,train,oversize_component_retained_training,true
bibit:record:bibit000887,historical_non_sonnet_poetry,bibit,bibit000887,Gli amori,"Pigna (Giovan Battista Nicolucci, detto il)",component:b21ef1182658a174,author:battista detto giovan nicolucci pigna,27194,train,deterministic_training_component,false
bibit:record:bibit000888,historical_non_sonnet_poetry,bibit,bibit000888,Contenzione di Pluto e Iro,"Fregoso, Antonio Fileremo",component:7ad5eaa0b9dfbe81,author:antonio fileremo fregoso,4073,train,deterministic_training_component,false
bibit:record:bibit000891,historical_general,bibit,bibit000891,Il ritratto del privato politico cristiano,"Malvezzi, Virgilio",component:27680ef54d5d8958,author:malvezzi virgilio,29271,train,deterministic_training_component,false
bibit:record:bibit000892,historical_general,bibit,bibit000892,Relazione di Germania,"Cavalli, Marino",component:17566639038dd1cd,author:cavalli marino,23189,train,deterministic_training_component,false
bibit:record:bibit000893,historical_general,bibit,bibit000893,Relatione di S. Girolamo Giustiniani Cavalier (1654),"Giustiniani, Girolamo",component:b724c49a5d55e8f6,author:girolamo giustiniani,15427,train,deterministic_training_component,false
bibit:record:bibit000895,historical_general,bibit,bibit000895,Breve Vetus seu Chronica Antianorum Civitatis Pisarum,Non definito,component:d340ccd19ef8e6a0,author:definito non,134018,train,oversize_component_retained_training,true
bibit:record:bibit000896,historical_general,bibit,bibit000896,Relazione di Giovanni Battista Nani (1659-1660),"Nani, Giovan Battista",component:48c83bebbc6b5d51,author:battista giovan nani,20937,train,deterministic_training_component,false
bibit:record:bibit000897,nineteenth_century_bridge,bibit,bibit000897,Epistolario. Carteggio A. Manzoni - A.Rosmini,"Manzoni, Alessandro",component:5db0232ab70371ec,author:alessandro manzoni,54971,train,oversize_component_retained_training,true
bibit:record:bibit000899,historical_general,bibit,bibit000899,Le baruffe chiozzotte,"Goldoni, Carlo",component:f62deccbc9586878,author:carlo goldoni,40585,train,deterministic_training_component,false
bibit:record:bibit000901,historical_general,bibit,bibit000901,Alessandro nell'Indie,"Metastasio, Pietro",component:057748e048438ad6,author:metastasio pietro,17437,train,deterministic_training_component,false
bibit:record:bibit000902,historical_general,bibit,bibit000902,La bottega del caffè,"Goldoni, Carlo",component:f62deccbc9586878,author:carlo goldoni,40503,train,deterministic_training_component,false
bibit:record:bibit000903,historical_general,bibit,bibit000903,Il doge Leonardo Donà (1596),"Seneca, Federico",component:9dcc786d423bad0f,author:federico seneca,32828,train,deterministic_training_component,false
bibit:record:bibit000904,historical_general,bibit,bibit000904,Battaglie per difesa dell'italica lingua,"Muzio, Girolamo",component:def0c67aab138497,author:girolamo muzio,128376,train,deterministic_training_component,false
bibit:record:bibit000905,historical_general,bibit,bibit000905,Lettere,Francesco di Cambio,component:408c0949c02ede49,author:cambio francesco,3749,train,deterministic_training_component,false
bibit:record:bibit000907,historical_general,bibit,bibit000907,Cronica di Pisa,Non definito,component:d340ccd19ef8e6a0,author:definito non,105165,train,oversize_component_retained_training,true
bibit:record:bibit000908,historical_general,bibit,bibit000908,Il Conte overo de l'Imprese,"Tasso, Torquato",component:bb1291d7280b42e3,author:tasso torquato,44419,train,oversize_component_retained_training,true
bibit:record:bibit000909,historical_non_sonnet_poetry,bibit,bibit000909,Certame coronario,Non definito,component:d340ccd19ef8e6a0,author:definito non,27879,train,oversize_component_retained_training,true
bibit:record:bibit000912,historical_general,bibit,bibit000912,Posilecheata,"Sarnelli, Pompeo",component:fd5cb73cac1b115e,author:pompeo sarnelli,54261,train,deterministic_training_component,false
bibit:record:bibit000914,nineteenth_century_bridge,bibit,bibit000914,Appressamento della morte,"Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,11440,train,oversize_component_retained_training,true
bibit:record:bibit000915,historical_non_sonnet_poetry,bibit,bibit000915,Poesie,"Meglio, Giovan Matteo di",component:6c4c07172c7df37a,author:giovan matteo meglio,2757,train,deterministic_training_component,false
bibit:record:bibit000916,historical_non_sonnet_poetry,bibit,bibit000916,Egloghe pescatorie,"Rota, Berardino",component:e8f65d8c98ab23cb,author:berardino rota,28474,train,deterministic_training_component,false
bibit:record:bibit000917,historical_general,bibit,bibit000917,Novelle porretane,"Arienti, Giovanni Sabadino degli",component:806c90ca54fabd1a,author:arienti giovanni sabadino,200270,train,deterministic_training_component,false
bibit:record:bibit000918,historical_general,bibit,bibit000918,Relazione di Francia di Angelo Correr (1638-1641),"Correr, Angelo",component:283a1b9d8ad1b7c2,author:angelo correr,16081,train,deterministic_training_component,false
bibit:record:bibit000919,historical_general,bibit,bibit000919,Epistole e lettere,"Boccaccio, Giovanni",component:342e5352170e5ca9,author:boccaccio giovanni,80409,train,oversize_component_retained_training,true
bibit:record:bibit000920,historical_general,bibit,bibit000920,L'amico tradito,"Cecchini, Pier Maria",component:e917d649e0478378,author:cecchini maria pier,24823,train,deterministic_training_component,false
bibit:record:bibit000922,nineteenth_century_bridge,bibit,bibit000922,"Frammento di una traduzione in volgare dell'impresa di Ciro, descritta da Senofonte","Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,2767,train,oversize_component_retained_training,true
bibit:record:bibit000923,historical_general,bibit,bibit000923,Libro de natura de amore (ms.),"Equicola, Mario",component:77383897c9f29da8,author:equicola mario,152412,train,deterministic_training_component,false
bibit:record:bibit000925,nineteenth_century_bridge,bibit,bibit000925,Epistolario. Lettere dal 1854 al 1873,"Manzoni, Alessandro",component:5db0232ab70371ec,author:alessandro manzoni,212560,train,oversize_component_retained_training,true
bibit:record:bibit000926,nineteenth_century_bridge,bibit,bibit000926,In difesa del Generale Pino,"Foscolo, Ugo",component:1d89de2ef91ccc3f,author:foscolo ugo,976,train,oversize_component_retained_training,true
bibit:record:bibit000927,historical_general,bibit,bibit000927,Vita sancti Rainerii confessoris de civitate pisana,Non definito,component:d340ccd19ef8e6a0,author:definito non,61576,train,oversize_component_retained_training,true
bibit:record:bibit000929,historical_non_sonnet_poetry,bibit,bibit000929,"Lamento facto per Zoane Peregrino da Ferrà scriptore, quando el Marchese Nicolò el fieze metere in Castel Vechio de Ferrà, al tenpo de Meser Ziliol in quelo inpresonato","Peregrino da Ferrara, Giovanni",component:8a92a5ace3625248,author:ferrara giovanni peregrino,4735,train,deterministic_training_component,false
bibit:record:bibit000930,nineteenth_century_bridge,bibit,bibit000930,Materiali estetici,"Manzoni, Alessandro",component:5db0232ab70371ec,author:alessandro manzoni,18941,train,oversize_component_retained_training,true
bibit:record:bibit000933,historical_general,bibit,bibit000933,Le nozze di Figaro,"Da Ponte, Lorenzo",component:1739bbf37f0218fd,author:lorenzo ponte,28047,train,deterministic_training_component,false
bibit:record:bibit000934,nineteenth_century_bridge,bibit,bibit000934,Caratteri morali di Teofrasto,"Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,669,train,oversize_component_retained_training,true
bibit:record:bibit000935,historical_general,bibit,bibit000935,Vita di Torquato Tasso,"Manso, Giovan Battista",component:8daaa6913686938c,author:battista giovan manso,98445,train,deterministic_training_component,false
bibit:record:bibit000936,historical_non_sonnet_poetry,bibit,bibit000936,Poesie,"Ricci, Niccolò de'",component:89e6d91e90e50cc6,author:niccolo ricci,725,train,deterministic_training_component,false
bibit:record:bibit000938,nineteenth_century_bridge,bibit,bibit000938,Dell'errore attribuito a Innocenzo per aver dipinto Apollo piuttosto col violino che con la lira,"Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,1214,train,oversize_component_retained_training,true
bibit:record:bibit000939,historical_general,bibit,bibit000939,Vita di Guidubaldo duca di Urbino,"Castiglione, Baldassarre",component:7560dd1ae5940bfc,author:baldassarre castiglione,11670,train,deterministic_training_component,false
bibit:record:bibit000940,nineteenth_century_bridge,bibit,bibit000940,La virtù indiana (1811),"Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,10609,train,oversize_component_retained_training,true
bibit:record:bibit000941,historical_non_sonnet_poetry,bibit,bibit000941,Poesie,Antonio di Guido,component:440f31d49920214b,author:antonio guido,8898,train,deterministic_training_component,false
bibit:record:bibit000942,historical_general,bibit,bibit000942,Relazione di Germania,"Minio, Polo",component:c731036e85e5f3a3,author:minio polo,8378,train,deterministic_training_component,false
bibit:record:bibit000943,historical_non_sonnet_poetry,bibit,bibit000943,Ercole,"Giraldi Cinzio, Giambattista",component:8c10edacb6cab272,author:cinzio giambattista giraldi,307904,train,deterministic_training_component,false
bibit:record:bibit000944,historical_non_sonnet_poetry,bibit,bibit000944,Poesie,Filippo da Massa,component:2d6bea90dce58085,author:filippo massa,3147,train,deterministic_training_component,false
bibit:record:bibit000945,historical_general,bibit,bibit000945,Relazione di Spagna (1578),"Badoer, Alberto",component:5498ca799b21a1f0,author:alberto badoer,2402,train,deterministic_training_component,false
bibit:record:bibit000946,historical_general,bibit,bibit000946,La veniexiana,Non definito,component:d340ccd19ef8e6a0,author:definito non,20420,train,oversize_component_retained_training,true
bibit:record:bibit000948,historical_general,bibit,bibit000948,Relazione di Germania (1733),"Bragadin, Daniele",component:8ca87b492b786b30,author:bragadin daniele,6805,train,deterministic_training_component,false
bibit:record:bibit000949,nineteenth_century_bridge,bibit,bibit000949,Storia della letteratura italiana,"De Sanctis, Francesco",component:5c3722d8bdc874f7,author:francesco sanctis,408627,train,deterministic_training_component,false
bibit:record:bibit000950,nineteenth_century_bridge,bibit,bibit000950,La spada di Federico II,"Monti, Vincenzo",component:99fa22a596bc4228,author:monti vincenzo,3427,train,oversize_component_retained_training,true
bibit:record:bibit000951,historical_general,bibit,bibit000951,Liber Abaci,Leonardo Fibonacci,component:5b8650e6e8580bce,author:fibonacci leonardo,26494,train,deterministic_training_component,false
bibit:record:bibit000952,historical_non_sonnet_poetry,bibit,bibit000952,Altre poesie varie,"Leopardi, Giacomo",component:41790e7272ca97a4,author:giacomo leopardi,4803,train,oversize_component_retained_training,true
bibit:record:bibit000954,historical_general,bibit,bibit000954,Discorsi,"Tasso, Torquato",component:bb1291d7280b42e3,author:tasso torquato,38933,train,oversize_component_retained_training,true
bibit:record:bibit000955,historical_general,bibit,bibit000955,La Dirindina,"Gigli, Girolamo",component:35d3a7c573c5b683,author:gigli girolamo,4393,train,deterministic_training_component,false
bibit:record:bibit000957,historical_non_sonnet_poetry,bibit,bibit000957,Rime,"Bandello, Matteo",component:42561d00a6993583,author:bandello matteo,30044,train,deterministic_training_component,false
bibit:record:bibit000958,historical_non_sonnet_poetry,bibit,bibit000958,Viaggio di Parnaso,"Cortese, Giulio Cesare",component:a74dac48576562fb,author:cesare cortese giulio,63343,train,deterministic_training_component,false
bibit:record:bibit000959,historical_general,bibit,bibit000959,Relazione di Francia (1686),"Contarini, Domenico",component:7eec70865d360557,author:contarini domenico,18246,train,deterministic_training_component,false
bibit:record:bibit000963,historical_non_sonnet_poetry,bibit,bibit000963,Dialogo de Fortuna,"Fregoso, Antonio Fileremo",component:7ad5eaa0b9dfbe81,author:antonio fileremo fregoso,18347,train,deterministic_training_component,false
bibit:record:bibit000965,nineteenth_century_bridge,bibit,bibit000965,Della lingua italiana. Quinta redazione e appendice.,"Manzoni, Alessandro",component:5db0232ab70371ec,author:alessandro manzoni,137712,train,oversize_component_retained_training,true
bibit:record:bibit000966,historical_general,bibit,bibit000966,Gli amori pastorali di Dafni e di Cloe,"Caro, Annibale",component:c2a12c630da09a4f,author:annibale caro,48286,train,deterministic_training_component,false
bibit:record:bibit000967,historical_non_sonnet_poetry,bibit,bibit000967,Il primo libro dei madrigali,"Parabosco, Girolamo",component:28379c23ffc46bf8,author:girolamo parabosco,7399,train,deterministic_training_component,false
bibit:record:bibit000968,historical_general,bibit,bibit000968,Il verrato,"Guarini, Battista",component:7d9b13d0f9b2bf1b,author:battista guarini,50701,train,deterministic_training_component,false
bibit:record:bibit000969,nineteenth_century_bridge,bibit,bibit000969,La rivoluzione,"Pisacane, Carlo, 1818-1857",component:965f4cb38bca1093,author:carlo pisacane,105640,train,deterministic_training_component,false
bibit:record:bibit000970,historical_non_sonnet_poetry,bibit,bibit000970,Rinaldo,"Tasso, Torquato",component:bb1291d7280b42e3,author:tasso torquato,98707,train,oversize_component_retained_training,true
bibit:record:bibit000972,nineteenth_century_bridge,bibit,bibit000972,Vagabondaggio,"Verga, Giovanni",component:7d203e7a89fa0cc9,author:giovanni verga,67722,train,deterministic_training_component,false
bibit:record:bibit000974,historical_general,bibit,bibit000974,La rappresentazione della festa de' Magi,Non definito,component:d340ccd19ef8e6a0,author:definito non,4229,train,oversize_component_retained_training,true
bibit:record:bibit000975,nineteenth_century_bridge,bibit,bibit000975,Discorso sopra alcuni punti della storia longobardica in Italia,"Manzoni, Alessandro",component:5db0232ab70371ec,author:alessandro manzoni,101586,train,oversize_component_retained_training,true
bibit:record:bibit000977,historical_non_sonnet_poetry,bibit,bibit000977,Riso de Democrito e Pianto di Eraclito,"Fregoso, Antonio Fileremo",component:7ad5eaa0b9dfbe81,author:antonio fileremo fregoso,31717,train,deterministic_training_component,false
bibit:record:bibit000978,historical_non_sonnet_poetry,bibit,bibit000978,Rime,"Malatesti, Malatesta",component:6d19437f51cc1ed6,author:malatesta malatesti,10926,train,deterministic_training_component,false
bibit:record:bibit000980,historical_general,bibit,bibit000980,Relazione di Francia (1663-1665),"Sagredo, Alvise",component:3ee6815f42ecb7ea,author:alvise sagredo,19242,train,deterministic_training_component,false
bibit:record:bibit000981,historical_non_sonnet_poetry,bibit,bibit000981,Favola pastorale,"Giraldi Cinzio, Giambattista",component:8c10edacb6cab272,author:cinzio giambattista giraldi,5895,train,deterministic_training_component,false
bibit:record:bibit000982,historical_general,bibit,bibit000982,Il campiello,"Goldoni, Carlo",component:f62deccbc9586878,author:carlo goldoni,35365,train,deterministic_training_component,false
bibit:record:bibit000984,historical_general,bibit,bibit000984,Romolo ed Ersilia,"Metastasio, Pietro",component:057748e048438ad6,author:metastasio pietro,14372,train,deterministic_training_component,false
bibit:record:bibit000985,historical_non_sonnet_poetry,bibit,bibit000985,Stanze,"Bembo, Pietro",component:68e1d62121317321,author:bembo pietro,5243,train,deterministic_training_component,false
bibit:record:bibit000986,nineteenth_century_bridge,bibit,bibit000986,La Rivoluzione francese del 1789 e la rivoluzione italiana del 1859. Saggio comparativo,"Manzoni, Alessandro",component:5db0232ab70371ec,author:alessandro manzoni,99506,train,oversize_component_retained_training,true
bibit:record:bibit000987,historical_general,bibit,bibit000987,Le smanie per la villeggiatura,"Goldoni, Carlo",component:f62deccbc9586878,author:carlo goldoni,34643,train,deterministic_training_component,false
bibit:record:bibit000988,historical_non_sonnet_poetry,bibit,bibit000988,Historia nova della ruina de venetiani,Non definito,component:d340ccd19ef8e6a0,author:definito non,2672,train,oversize_component_retained_training,true
bibit:record:bibit000989,historical_general,bibit,bibit000989,Libreto de tutte le cosse che se magnano,"Savonarola, Michele",component:d29e500434b65d7e,author:michele savonarola,86713,train,deterministic_training_component,false
bibit:record:bibit000990,historical_general,bibit,bibit000990,Dell'imitazion poetica. Libro primo,"Partenio, Bernardino",component:b862525328e662a6,author:bernardino partenio,18776,train,deterministic_training_component,false
bibit:record:bibit000991,historical_non_sonnet_poetry,bibit,bibit000991,Rime extravaganti,"Rota, Berardino",component:e8f65d8c98ab23cb,author:berardino rota,178,train,deterministic_training_component,false
bibit:record:bibit000992,historical_general,bibit,bibit000992,Lezione sopra un sonetto di monsignor della Casa,"Tasso, Torquato",component:bb1291d7280b42e3,author:tasso torquato,9431,train,oversize_component_retained_training,true
