candidate_id,ebook_id,title,authors,source_kind,stanza_pattern,line_count,character_start,character_end,source_text_sha256,cleaned_text_sha256,first_line,last_line,exact_reference_ids,near_reference_ids,heldout_reference_ids,duplicate_gutenberg_candidate_ids,manual_review_resolution,manual_review_rationale,candidate_decision
pg35799:char173454-174087,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,173454,174087,9a7e6b4e28b81839645f5d419755ed628770db3b54a8c60609bd6f34f5f0af69,51e007b2a4056572eb4b5ed018121ce06bdfd850adb96cca65a9c975e2965873,"Alluntanato è 'l sole, e noi qui manchi",va solacciando e noi qui giú non prezza.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char174171-174783,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,174171,174783,ee6741794aa38d3e1432631d765d92edf38343e007dbb891512fe9a8c3a27ff0,b8acb0946d3879a510d7121d0857abdaaf61223a3e62e02e70344fa305af45a7,"In quelle parti, ove di poggio in valle,",ch'Amor sul marmo di sua man poi scrisse.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char174839-175435,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,174839,175435,c03548464e181be5a7b6dd893201e7463730620e0df5d81e72168edce22203e0,4e9239e216be8dd7db5e67a02dcb61d1874b098b8dad2567a426916fc2159e65,"Quando 'l tempo, madonna, a noi sí parco,",non giá d'invidia ma d'amor si dole.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char175510-176147,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,175510,176147,1c0db77e7de06553c913c81d5024322209568ef0709efef2606b0008cde35f3a,975021e4129cb538be960f0e5e97675f7a648d638957d34f78f579c7d7d979df,Invido ciel che tante stelle e tante,e 'n su le cime tue vòi ch'egli monti.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char178549-179132,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,178549,179132,ed37f8b570749a12889dc2ecb111aabaa0ff59f5d5c0b8e5d9d33ed95fac3af3,ddfe9f9e2c582b0442d4476e5a984c368693d5b4e82b1063aab5d5a546dcf9f1,Qual gode in carne perché in carne viva,che mai del ciel non sa trovar le scale.,,,,,exclude_not_sonnet,Fourteen-line block has an irregular moral-stanza rhyme structure and is not a sonnet.,exclude_manual_not_sonnet
pg35799:char179218-179780,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,179218,179780,7ede86db2d593a835a6591aeaf6503c323acc8ed5db44b5a4d34073ff294447d,0e088b67560e74f30f04605cdeed2e0884cb8d6efb84932b037094080683e275,Se mi deggia pensar o in terra dentro,cui sempre a morte in grembo un'alma dorme.,,,,,exclude_not_sonnet,Fourteen-line block has an irregular moral-stanza rhyme structure and is not a sonnet.,exclude_manual_not_sonnet
pg35799:char185882-186510,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,185882,186510,3550fe7dfb3eee9d905770218ea1e66cd4293061bfba443daa0180edffe70044,503e876c7725d0b3c4285b881f8d6ac391b7399c8c15ec372dee7ebd6f96a0d6,"Sléguati in polve, fulminando Giove,","tolgasi 'l quarto, acciò che «larva» resti.[245]",,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char186610-187210,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,186610,187210,f721af159c6cfb4f7ecca903a1ce525c0ed99d10cc07c2d50a41e5cb40379151,98f669f23fee7efa0e2f54fdce140a8cd4d84b3283d8afdaec9385ad39d65eb9,Io canto sotto l'ombra del bel lauro,"ché piú di me, so bene, altrui non l'ama.",,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char197998-198616,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,197998,198616,04f95a4a627557420b74e1b0d52b96477c49df3cccc40a6aea9139765b1561d8,0c165c5bdc757908d46fb176384b750c622d44ad357bfa83e1c3724b06bb9600,"Quando 'l Foco d'Amor, che m'arde ognora,",per cui Satán Angiol di luce appare.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char199126-199743,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,199126,199743,a76022f4c5e582d7af90b9c0497395751886281072610dd3c9c5f6143dbb0180,5b1432aa11fc8916229a3ff3f150de3b2a8b53bcbfba66b7cc40a18386af1354,"Questa fortuna al mondo è 'n Bagattella,",chi sa temprarsi lei col Mondo affrena.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char200571-201186,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,200571,201186,0ab98351f9bae714a42630cc1b34e31490b49c19891f931bd98def4c68459fc7,e0913b7b21c003675a38cb3d565a53d2577e931a7b0cdda9a1f442726589450f,"Europa mia, quando fia mai che l'una","la Luna, e vo' appiccarmi da me stessa[252].",,,,pg35799:char201350-201966,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char201350-201966,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,201350,201966,4dca26a30bd243e5a8a945bf0f98a6d46d80c06b666de2407d8d442827caf562,6b772a06091fbb688ef9587a8b251d6673d7181e4be8edfec2b44f85eb6e9920,"Europa mia, quando fia mai che l'una","la Luna, e vo' appiccarmi da me stessa.",,,,pg35799:char200571-201186,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,exclude_intra_gutenberg_sonnet_duplicate
pg35799:char202567-203177,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,202567,203177,6e68445f95b05ec75056903f8794e0df1db1e247bd5df7581e27514b983be390,93aeb24d1200ea1a8d89285c591a5185a086bdb6bc5743392fc35962087d0c2d,"Simil pazzia non trovo sotto 'l Sole,",la nera Imperatrice empir s'abbella.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char203801-204417,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,203801,204417,0b409b911f91bf0469af1c0a88ff78ce2b54e768e972158d72363facc2b29450,5f39ff7a7d3f44be995d9b2554ee9aedefedd2a2b2e29d6c2cc69cc1789832db,"Amor, sotto 'l cui impero molte imprese",sol d'alta Fama tienti un Bagattella.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char226286-226914,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,226286,226914,626b7aa2835e7a0397703087670dc87ac99895344be5354b163b1db5c7621b23,54e6014948d692dd4ed2707aa10130cf159b5d808c36c91bf242dfed63218d76,"«Bruggia la terra il lino col suo seme»,[260]","in voi, o di mia vita ferma chiave!",,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char227250-227837,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,227250,227837,c0c94937b4e7567127bcc0398899d36025956d94858100133df6598c363fc41a,f7fb810befa8fdaa4f204a42802cf4f71265667b7297318235ae6413e70d5066,Pensarsi non sapea piú agevolmente,"al foco molle cera, al vento polve!",,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char228303-228920,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,228303,228920,3b3bfcd711125911ffcbf34730f9f84a6ccc26f8e3158550e12a2f5e7abbf4e9,6f542a1aba4853ae9fb8e41704b8584a5c45ad1d883cbaa296f6f220aa4c7a3a,"Nacque di fiera in luogo alpestro ed ermo,",non cape amor né alcun pietoso affetto.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char246230-246841,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,246230,246841,63b16266b3d853e16018a3d8ecaa5d6aa3f44ea0f222975435ff4951b9aa1444,5463762a4e0eb3829711e77abecad0f53e9f702df76d2f2d7e5daa5ab2a3ef18,"Or sbuco giá qual nottula di tomba,",si turba entro lo 'nferno e ride il cielo.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char267865-268472,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,267865,268472,717a605d146b0b174182b518a9212e3c2a8b65242fd0a798b916dadd59dbc078,25e6405b07419489a2b7b9a0ebae907adaf52076766be6a76a8aa9e9e3f6334d,"Com'esser può ch'un arbore, ch'un fiume",sen porti altrove il cor su l'aurea punta.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char279550-280152,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,279550,280152,b903dbf5b564e4fa7045d0c183397ea3d5fecda597c7de8ea70d0f585d53d5a7,e5437b503ca5fb452e903a3db256f487ec4e89b25074013c32311aaa272ba1e5,"Quell'inclito animale d'alto pregio,",che al fine mi trasportan qual saetta.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg35799:char299909-300485,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,299909,300485,e1014c732832fee8cef28ea277920d3785bf45d7445fec3daac6104ac6f89c32,7a8cd16b34e687e5e7447baa5f3b7d93522ace153f6126096cea967fe9fb0b0a,"«Uomo, che vedi a quanto onor ti degna[325]",e un legno per sua croce Dio non sdegna!».,,,,,exclude_not_sonnet,Fourteen-line block has an irregular canzone-like stanza and is not a sonnet.,exclude_manual_not_sonnet
pg35799:char308473-309067,35799,Caos del Triperuno: Opere Italiane Vol. 1,"Folengo, Teofilo",structural_14_line,14,14,308473,309067,a3a2aba3e1433ad8174e5cd7cac46343e6aaf93bfeedc2c0cf1f8d42ae8ed067,8f7966a459d9dd096a1c310518ff1fa6e7ace2bb5e29274e3623553729aeb0c1,"Signore mio, l'altissima cui fama",di lui cantar un desioso fuogo.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg36239:char55921-56510,36239,Fatalità,"Negri, Ada",structural_14_line,4-4-3-3,14,55921,56510,4694b665173699c891857e1aeba9213d14626ed8398286777586edaf9a5ec54a,534fff61bf462839413a0aa3f52dd91dc816e786edec30d4d9f098f7df4da32f,"L'uno ha vent'anni--è bello, innamorato,","Tutto a' miei piè depone, e pur.... non l'amo!...",,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg36239:char56552-57139,36239,Fatalità,"Negri, Ada",structural_14_line,4-4-3-3,14,56552,57139,94096753695551edcf4dd3dcf8ea700ba4dc958dfe86d619fd60b864efa4cbef,4984b0c337eb109b3d0375378f0fd182f67aac7b7d6d345633293688a0a56f7f,L'altro drizza la fronte imperiosa,Come trepido augello al suo richiamo.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg37719:char429736-430337,37719,"La vita in Palermo cento e più anni fa, Volume 1","Pitrè, Giuseppe",explicit_sonetto_heading,14,14,429736,430337,96baa15f5566c9a506a9465c10e91322d57633bcfdd571ac5c7917c96f83a23c,a28495353f8cd88d86d9b281a7c066b5dd9ad26a096af34ad38a1fd7a3792a5b,"Marte, cui deve il primo onor la spada,",Or ceda a te l'onor lo stesso Marte»[359].,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char9624-10190,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,9624,10190,c53d98b08041e687103998ff157217f21885c26146273f4e0a26c011bb0ce20f,a3129f351dd7ad8e92240a259c67e42c5faaec0ebc26d36f91635818cd8e9b80,Se 'l filosofo dice: — È necessaro,non astenendo il bere ed il mangiare.,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char10253-10822,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,10253,10822,0f207c15ae12be3e5e5a26c8b8d1b121aa966e9c8d7de5dc926e1f0b6148abfe,a1e3231b4b21eadc0f4860d105b838bf055cd8eb6b126961f92253da57db7e94,"Vacche né tora piò neente bado,",e di quello che vòl mia vista croia.,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char11646-12217,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,11646,12217,52e813ce26e4de224bca9695f2db1aa7a93e2bc950b4eb91e55bf02599357bf5,df7abe6eae980e305ac07c6fa2e31382d9ed39edf9d1742949b4e28e47eb974e,"Poi sento ch'ogni tutto da Dio tegno,",assettata ciascuna e 'n sé piacente.,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char13153-13731,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,13153,13731,645ff19d3c9b1e7944415f7731cd9b888d5a46b096b2c8e30040e89e38634409,c04a2b836eb147c2b4177a096041b42ec523d0c7b1ceceea3808ad3a733116a1,"Pensando ch'ogni cosa aggio da Dio,","dal Signor nostro, ch'è tutto vertute.",,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char15287-15836,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,15287,15836,71305f45fac759029c8ee081010796a97ed2f134a34d6e862329df8c41bd8aaf,22058b35d6fe9e7e05a15796d6944cdb6e4727efb8f6b909ae53a7d41dc97849,"Non volontá, ma omo fa ragione,","non vorrai, credo, poi vita bestiale.",,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char15941-16512,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,15941,16512,f1b28a70ccbcef999ba7365fda186a957183b50be5c20d9b6ad5375536c7fb13,65abba5ca402ec937c7fab47ecfa8b07deec213e9b8fdd5e548c455832c58fc5,"A scuro loco conven lume clero,",da che sua vita — posa 'n altrui cura?,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char18008-18556,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,18008,18556,a54e595d5c9aca1311b5e27d521fac36b967e2328b770aa571846e7c4f1dac45,73a8e897a0958ca097824d3d81d5412928dc9979b2f023935f7f477fa3522ad8,"Parlare scuro, dimandando, dove",che 'l primo e 'l mezo di lod'agi'altura.,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char18621-19168,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,18621,19168,0e0c4406592494a13ce0d77275e960144abea354ecb2ccbb5534cff06e08142b,f03e817875d443721e3aa7effb475c677dcbc1e9dfc34fc53bfea9361afdde25,"Vita noiosa pena soffrir láne,","cavalieri, baron, conte, né reo.",,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char19217-19890,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,19217,19890,4f69b61d577d6ba5c5ee302363e372e998022c58c5c89e4feb854098b8fdca6a,2a0c1b095156be59466c73d8d7ca361e51f75b345415e14f469be037b6041e98,"POETA.   Amore amaro, a morte m'hai feruto:",dara'li cura: giá non vi sie lento.,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char19996-20609,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,19996,20609,1837f5bca7da7e6fdb69b0005764ce85c15b3e803d9be1a8320566e60577f378,090ce366baf56db26e6b02d77e4b76ef3afd52f76e46e8985ffcef5075b0c81c,"Tanto saggio e bon poi me somegli,",fresch'e veglia fra noi sia con bon' ésca.,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char20666-21265,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,20666,21265,b5e0ec727eb735ef3f1d785321eb04d3ffc479c32d1b77a7e0129d451109dc74,8d4cb1cc60c932280b531022fc50c854bbd4f58a54059ea30a9f4ac1af9ade73,"Del dolor tant'è 'l soverchio fero,","Padre pietoso, di pena lo spoglia.",,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char27424-28001,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,structural_14_line,14,14,27424,28001,3240ee9399e75fe5c9a94b622d8c38e13c547f9a3e9173a3b1aaa90f8336bb9b,e6f13549382d337e7e740b50c5f1f0f54c983baf5748d3f266061500f48fc212,"Valenz senher, rei dels Aragones,","ne varran mais, sei vorres ajudar.",,,,,exclude_nonstandard_language_sonnet,Verified fourteen-line Occitan sonnet; retained only as conditioned evidence and not authorized for standard-Italian activation.,conditioned_sonnet_candidate_not_activated
pg39239:char28085-28648,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,structural_14_line,14,14,28085,28648,dc9dacbbc577286fe3154e2c7e452e7714cb76f6a8029435514342e10de8deb7,bc03c55a64f5e16d4d2fc23a6792775eb6f46f0de7ac797aeb4579daa8d6913a,"De la rota son posti esempli assai,",che piú che vita desira morire.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg39239:char28676-29231,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,structural_14_line,14,14,28676,29231,b1bdc88e23f53097af0ffd53c42df2e3f97c851958e0d96f640303063ae4b413,0e46780faff2746d502c64105c1f1903bd3ff86cf9eb2596bd97d981477fabdf,Un nobel e gentil imaginare,venme voglia deventar patarino.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg39239:char29288-29865,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,structural_14_line,14,14,29288,29865,488bc91403cbce80228158bbbd57c4a7455c0e36f58e9001f7307a5d192a3f13,b43aae66ab8c6509a4cbec00bed8c3e07755adbb58db7271cca1a7dc53cdfb0b,"L'altrier, dormendo, a me se venne Amore,",parvemi quasi spirito sottile.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg39239:char29915-30557,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,structural_14_line,14,14,29915,30557,a0ecccc1f5f155cdd584a9d147610128bd1947baec2beaca3804b626524e2681,63b085152a91fe58b23b8aaf21588b2181fdc28d67ef2924f6163248929a5f4d,"POETA.   Dimme, Amore; vorestù tornare","e 'l cor non pò durar, se no' la vede.",,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg39239:char30581-31138,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,structural_14_line,14,14,30581,31138,2da3758777e1d3ccee11cbc0f71447fdb42f148caa2259917fc25d3f1ad2bb48,4c0754098f26b67cab192b0ca48e4dbf3db70aa56ee10d8fe69094e1d34c09a7,L'altrier pensando mi emaginai,Parveme allor che l'alma se partisse.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg39239:char31230-31806,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,structural_14_line,14,14,31230,31806,d616bddb4fc2bcfd0eae27466e71032e22567aa60fb4484d9bac76e7dba1e6d4,10a6d2fec7f54a61a9e38f9f8c8b22cca3506f388c631e0cf8fee7fbe1a3c44f,"Ogni meo fatto per contrario faccio,",giammai no' l'averanno en suo reparo.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg39239:char31835-32384,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,structural_14_line,14,14,31835,32384,d07e325e8a22fd2870a1e736e2aabbbae881e03e93ad8910a990504edbf7af2c,decf18aaca969d8eaf2d98ab7628a0977bd1f333a6bc8ca435862f1f82083d1c,Quattr'omin son dipinti ne la rota,nel finimento de la mia giornata.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg39239:char32453-33033,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,structural_14_line,14,14,32453,33033,decea3eca651e3f355962a9c1c3d3d50af83ea3eca4cd168bcccf40533156deb,3d91c14d47d82e1fecba6fc84ff0c3e482a6ad51b49f28b264d703178e99bf0a,"Tutto el tempo del mondo m'è avenuto,",e non curar ferneticar di gente.,,,,,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.,eligible_standard_sonnet_pending_processed_build
pg39239:char89335-89885,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,89335,89885,a03acb1f8a0dd744a9d1c420431524175191fd57b5b0b1cdd1b3545e218561bf,007fe3562c2ab89d1a2ddb2ed865fe9c3b1a3af1ca4c6bf370d6d5fceda2446c,"Voi, ch'avete mutata la mainera",traier canson per forsa di scrittura.,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char89946-90517,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,89946,90517,f0df75a4adf46f89988277e71ae18f1f0b4bd694e20b9bdd2156d97a9dc589fb,b9a707d90396b439c594ce79ca2dc7d5955457c607d4311e9eabeaee7432ac48,Dev'omo a la fortuna con coragio,che tute le mie pene in gioi' rifresca.,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char90606-91176,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,90606,91176,addffa9701492f8df8f5d4eeebfc57b9b9bb15b43070da47912053df2465a44d,b2d1b9e82db8f63474aadcfb151184efd62d10474bf9a7716ab13ab516ec4ce1,Feruto sono e chi di me è ferente,per lunga pena 'l mi' cor non si muta.,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char91236-91800,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,91236,91800,0736566e940df4e4de2f19c7bc58fe9d054107844957b4cc67ce38859b015a25,8215da92f87d9f137b0c5cdad7981bc2b164014a6f2534ba4468e225504f30f1,Qual omo è su la rota per ventura,ché ogna monte a valle dé' venire.,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char91854-92391,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,91854,92391,945c04256e92a2152c8d31f49fc03296f5a5ce048147d9bf7a151508aeb795db,eff9cb7e4d2a9430cd954991bfb76e84d85c3a5ccc6585dde5e49eaa052b32b2,"Omo, ch'è sagio ne lo cominciare,",e atenenza di bon senno e fino.,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char92456-93013,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,92456,93013,53e029105863f95705d577effe20c514f6ddfa24ce5a3e6a96c8bbb7bc10585d,e8a5bf68a23c1ca41cf174819cca8268063e8f400182ea2e4de79910231a2f29,"A me adovene com'a lo zitello,",arde e incende e non si pò amortare.,,,,,,,eligible_standard_sonnet_pending_processed_build
pg39239:char93057-93628,39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,explicit_sonetti_section,14,14,93057,93628,f6be6282d9ed0e955dc055d60b7d6c57708787bb1b1a2106b8ad85053c71350f,a6b2ac4ecafb34925c9ddb1ab55bf85804680528a4c223c682ac112790f967d7,Tutto lo mondo si mantien per fiore:,"vostra mercé, madonna, fior aulente.",,,,,,,eligible_standard_sonnet_pending_processed_build
