ebook_id,title,authors,author_birth_years,author_death_years,languages,subjects,bookshelves,download_count,copyright,media_type,landing_page_url,plain_text_url,preliminary_role,period_bucket,inventory_status,genre_evidence,period_evidence,language_variety_evidence,translation_evidence,existing_project_source_ids,possible_existing_work_matches,intra_gutenberg_duplicate_ids,notes
34346,L'amore di Loredana,"Zùccoli, Luciano",1868,1929,it,Italian fiction -- 20th century,Category: Novels;IT Romanzi,397,False,Text,https://www.gutenberg.org/ebooks/34346,https://www.gutenberg.org/ebooks/34346.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1929,,,,,,Metadata-only role; full-text and edition audit required before activation.
45803,Racconti storici e morali,"Cantù, Cesare",1804,1895,it,"Italian fiction;Short stories, Italian",Category: Historical Novels;Category: Novels;IT Racconti,397,False,Text,https://www.gutenberg.org/ebooks/45803,https://www.gutenberg.org/ebooks/45803.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1895,,,,,,Metadata-only role; full-text and edition audit required before activation.
48769,Compendio di psicologia,"Wundt, Wilhelm Max",1832,1920,it,Psychology,Category: Psychiatry/Psychology;IT Psicologia e Sociologia,397,False,Text,https://www.gutenberg.org/ebooks/48769,https://www.gutenberg.org/ebooks/48769.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1920,,,,,,Metadata-only role; full-text and edition audit required before activation.
60586,Il fantasma di Canterville e il delitto di Lord Savile,"Wilde, Oscar",1854,1900,it,English fiction -- Translations into Italian;Ghosts -- Fiction;Murder -- Fiction,Category: British Literature;Category: Humour;Category: Novels;Category: Science-Fiction & Fantasy;IT Racconti,397,False,Text,https://www.gutenberg.org/ebooks/60586,https://www.gutenberg.org/ebooks/60586.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,review_translation_edition_date,,latest catalog author death year=1900,,Translations into Italian,,,,Metadata-only role; full-text and edition audit required before activation.
37849,Il ferro,"D'Annunzio, Gabriele",1863,1938,it,Italian drama,Category: Plays/Films/Dramas;IT Teatro in prosa,396,False,Text,https://www.gutenberg.org/ebooks/37849,https://www.gutenberg.org/ebooks/37849.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1938,,,,,,Metadata-only role; full-text and edition audit required before activation.
61541,Roma nella memoria e nelle immaginazioni del Medio Evo vol. I,"Graf, Arturo",1848,1913,it,"Italy -- History;Literature, Medieval;Rome -- History","Category: History - European;Category: History - Medieval/Middle Ages;Category: Mythology, Legends & Folklore;IT Letteratura",396,False,Text,https://www.gutenberg.org/ebooks/61541,https://www.gutenberg.org/ebooks/61541.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1913,,,,,,Metadata-only role; full-text and edition audit required before activation.
76035,Alcibiade : $b scene Greche in dieci quadri,"Cavallotti, Felice",1842,1898,it,Italian drama -- 19th century,Category: History - Ancient;Category: Plays/Films/Dramas,396,False,Text,https://www.gutenberg.org/ebooks/76035,https://www.gutenberg.org/ebooks/76035.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1898,,,,,,Metadata-only role; full-text and edition audit required before activation.
46914,Il libro di Don Chisciotte,"Scarfoglio, Edoardo",1860,1917,it,"Italian literature -- 19th century -- History and criticism;Literature, Modern -- 19th century -- History and criticism","Category: Essays, Letters & Speeches;IT Letteratura",395,False,Text,https://www.gutenberg.org/ebooks/46914,https://www.gutenberg.org/ebooks/46914.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1917,,,,,,Metadata-only role; full-text and edition audit required before activation.
76598,Ricordi di gioventù : $b Cose vedute o sapute - 1847-1860,"Visconti Venosta, Giovanni",1831,1906,it,"Italy -- History -- 1849-1870;Visconti Venosta, Giovanni, 1831-1906",Category: Biographies;Category: History - European;Category: History - Modern (1750+),395,False,Text,https://www.gutenberg.org/ebooks/76598,https://www.gutenberg.org/ebooks/76598.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1906,,,,,,Metadata-only role; full-text and edition audit required before activation.
45227,"Storia della decadenza e rovina dell'impero romano, volume 13","Gibbon, Edward",1737,1794,it,"Byzantine Empire -- History -- To 527;Rome -- History -- Empire, 30 B.C.-476 A.D.",Category: History - European;Category: History - Medieval/Middle Ages;Category: History - Warfare;IT Storia,394,False,Text,https://www.gutenberg.org/ebooks/45227,https://www.gutenberg.org/ebooks/45227.txt.utf-8,historical_general_candidate,origins_through_1800,audit_then_deduplicate,,latest catalog author death year=1794,,,,,,Metadata-only role; full-text and edition audit required before activation.
64240,Nel mondo dei libri: bizzarrie,"Cuomo, Matteo",,,it,Books and reading -- Italy,"Category: Essays, Letters & Speeches;Category: Journalism/Media/Writing",393,False,Text,https://www.gutenberg.org/ebooks/64240,https://www.gutenberg.org/ebooks/64240.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.
64661,8 anime in una bomba: Romanzo esplosivo,"Marinetti, F. T.",1876,1944,it,Italian fiction -- 20th century,Category: Novels,393,False,Text,https://www.gutenberg.org/ebooks/64661,https://www.gutenberg.org/ebooks/64661.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1944,,,,,,Metadata-only role; full-text and edition audit required before activation.
28869,Novelle e riviste drammatiche,"Boito, Arrigo",1842,1918,it,Chess -- Fiction;French drama -- 19th century -- History and criticism,Category: Short Stories;IT Racconti,392,False,Text,https://www.gutenberg.org/ebooks/28869,https://www.gutenberg.org/ebooks/28869.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1918,,,,,,Metadata-only role; full-text and edition audit required before activation.
49510,Racconti,"Percoto, Caterina",1812,1887,it,"Italian fiction -- 19th century;Short stories, Italian",Category: Short Stories;IT Racconti,392,False,Text,https://www.gutenberg.org/ebooks/49510,https://www.gutenberg.org/ebooks/49510.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1887,,,,,,Metadata-only role; full-text and edition audit required before activation.
56794,La vita Italiana nel Cinquecento: Conferenze tenute a Firenze nel 1893,Various,,,it,Italy -- Civilization;Italy -- History -- 16th century,Category: History - Early Modern (c. 1450-1750);Category: History - European;IT Storia,392,False,Text,https://www.gutenberg.org/ebooks/56794,https://www.gutenberg.org/ebooks/56794.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.
48779,Novelle umoristiche,"Albertazzi, Adolfo",1865,1924,it,"Fiction;Short stories, Italian",Category: Humour;Category: Short Stories;IT Racconti,390,False,Text,https://www.gutenberg.org/ebooks/48779,https://www.gutenberg.org/ebooks/48779.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1924,,,,,,Metadata-only role; full-text and edition audit required before activation.
49184,Alla finestra: Novelle,"Castelnuovo, Enrico",1839,1915,it,"Italian fiction -- 19th century;Short stories, Italian",Category: Short Stories;IT Racconti,390,False,Text,https://www.gutenberg.org/ebooks/49184,https://www.gutenberg.org/ebooks/49184.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1915,,,,,,Metadata-only role; full-text and edition audit required before activation.
61209,I Robinson italiani,"Salgari, Emilio",1862,1911,it,"Voyages, Imaginary",Category: Adventure;Category: Novels;IT Letteratura per ragazzi,390,False,Text,https://www.gutenberg.org/ebooks/61209,https://www.gutenberg.org/ebooks/61209.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1911,,,,,,Metadata-only role; full-text and edition audit required before activation.
59687,Mar sanguigno (Offerta al nostro buon vecchio Dio),"Milanesi, Guido",1875,1956,it,"World War, 1914-1918 -- Fiction",Category: Novels;IT Racconti,389,False,Text,https://www.gutenberg.org/ebooks/59687,https://www.gutenberg.org/ebooks/59687.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1956,,,,,,Metadata-only role; full-text and edition audit required before activation.
69294,Colei che non si deve amare: romanzo,"Verona, Guido da",1881,1939,it,Italian fiction -- 20th century,Category: Novels,389,False,Text,https://www.gutenberg.org/ebooks/69294,https://www.gutenberg.org/ebooks/69294.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1939,,,,,,Metadata-only role; full-text and edition audit required before activation.
17986,"Dialogo sopra la generatione de venti, baleni, tuoni, fulgori, fiumi, laghi, valli et montagne","Agrippa, Camillo",,,it,Meteorology -- Early works to 1800,Category: History - Early Modern (c. 1450-1750);Category: Philosophy & Ethics;Category: Science - Earth/Agricultural/Farming;IT Scienza,388,False,Text,https://www.gutenberg.org/ebooks/17986,https://www.gutenberg.org/ebooks/17986.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.
50645,"Istoria civile del Regno di Napoli, v. 5","Giannone, Pietro",1676,1748,it,Italy -- History -- 476-1492;Naples (Kingdom) -- History,Category: History - European;Category: History - Medieval/Middle Ages;IT Storia,388,False,Text,https://www.gutenberg.org/ebooks/50645,https://www.gutenberg.org/ebooks/50645.txt.utf-8,historical_general_candidate,origins_through_1800,audit_then_deduplicate,,latest catalog author death year=1748,,,,,,Metadata-only role; full-text and edition audit required before activation.
61305,Cronaca di Fra Salimbene parmigiano vol. II,"Salimbene, da Parma",1221,1287,it,Franciscans;Holy Roman Empire -- History -- 843-1273 -- Sources;Italy -- History -- 476-1268 -- Sources,Category: History - European;Category: History - Medieval/Middle Ages;IT Storia,388,False,Text,https://www.gutenberg.org/ebooks/61305,https://www.gutenberg.org/ebooks/61305.txt.utf-8,historical_general_candidate,origins_through_1800,audit_then_deduplicate,,latest catalog author death year=1287,,,,,,Metadata-only role; full-text and edition audit required before activation.
36239,Fatalità,"Negri, Ada",1870,1945,it,Italian poetry,Category: Poetry;IT Poesia,387,False,Text,https://www.gutenberg.org/ebooks/36239,https://www.gutenberg.org/ebooks/36239.txt.utf-8,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,poetry,latest catalog author death year=1945,,,,,,Metadata-only role; full-text and edition audit required before activation.
37783,I mesi dell'anno ebraico,"Baki, Pinhas Refa'el",1828,1914,it,Jewish calendar,Category: History - Religious;Category: Religion/Spirituality;Category: Teaching & Education;IT Religione e Spiritualità,387,False,Text,https://www.gutenberg.org/ebooks/37783,https://www.gutenberg.org/ebooks/37783.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1914,,,,,,Metadata-only role; full-text and edition audit required before activation.
42436,Amelia Calani ed altri scritti,"Guerrazzi, Francesco Domenico",1804,1873,it,Italian literature,Category: Gender & Sexuality Studies;Category: Novels;Category: Philosophy & Ethics;IT Narrativa varia,387,False,Text,https://www.gutenberg.org/ebooks/42436,https://www.gutenberg.org/ebooks/42436.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1873,,,,,,Metadata-only role; full-text and edition audit required before activation.
43316,Serate d'inverno,"Colombi, marchesa",1840,1920,it,"Italian fiction;Short stories, Italian",Category: Short Stories;IT Racconti,387,False,Text,https://www.gutenberg.org/ebooks/43316,https://www.gutenberg.org/ebooks/43316.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1920,,,,,,Metadata-only role; full-text and edition audit required before activation.
45698,Al di là: romanzo,"Oriani, Alfredo",1852,1909,it,Italian fiction,Category: Novels;IT Romanzi,387,False,Text,https://www.gutenberg.org/ebooks/45698,https://www.gutenberg.org/ebooks/45698.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1909,,,,,,Metadata-only role; full-text and edition audit required before activation.
57822,La vita Italiana nel Seicento: Conferenze tenute a Firenze nel 1894,Various,,,it,Italy -- Civilization;Italy -- History -- 1559-1789,Category: History - Early Modern (c. 1450-1750);Category: History - European;IT Storia,387,False,Text,https://www.gutenberg.org/ebooks/57822,https://www.gutenberg.org/ebooks/57822.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.
50806,Pagine sparse,"De Amicis, Edmondo",1846,1908,it,"Italian fiction;Short stories, Italian","Category: Essays, Letters & Speeches;Category: Language & Communication;IT Narrativa varia",386,False,Text,https://www.gutenberg.org/ebooks/50806,https://www.gutenberg.org/ebooks/50806.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1908,,,,,,Metadata-only role; full-text and edition audit required before activation.
10215,"Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana","Rovani, Giuseppe",1818,1874,it,Lombardy (Italy) -- History -- 16th century -- Fiction,Category: Historical Novels;IT Romanzi,385,False,Text,https://www.gutenberg.org/ebooks/10215,https://www.gutenberg.org/ebooks/10215.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1874,,,,,,Metadata-only role; full-text and edition audit required before activation.
19024,La battaglia di Benevento: Storia del secolo XIII,"Guerrazzi, Francesco Domenico",1804,1873,it,"Benevento, Battle of, 1266 -- Fiction;Italy -- History -- 476-1268 -- Fiction",Category: Historical Novels;IT Romanzi storici,384,False,Text,https://www.gutenberg.org/ebooks/19024,https://www.gutenberg.org/ebooks/19024.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1873,,,,,,Metadata-only role; full-text and edition audit required before activation.
70632,"Storia universale del canto, Vol. 2 (of 2)","Fantoni, Gabriele",1833,1913,it,Singers;Vocal music -- History and criticism,Category: History - Other;Category: Music;Category: Teaching & Education,384,False,Text,https://www.gutenberg.org/ebooks/70632,https://www.gutenberg.org/ebooks/70632.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1913,,,,,,Metadata-only role; full-text and edition audit required before activation.
7121,Da Firenze a Digione: Impressioni di un reduce Garibaldino,"Socci, Ettore",1846,1905,it,"Garibaldi, Giuseppe, 1807-1882;Italy -- History -- 1849-1870",Category: Biographies;Category: History - European;Category: History - Warfare;IT Storia,383,False,Text,https://www.gutenberg.org/ebooks/7121,https://www.gutenberg.org/ebooks/7121.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1905,,,,,,Metadata-only role; full-text and edition audit required before activation.
67743,L'Italia nel 1898 (Tumulti e reazione),"Colajanni, Napoleone",1847,1921,it,Italy -- History -- 1870-1914,Category: History - European;Category: History - Modern (1750+);Category: Politics,383,False,Text,https://www.gutenberg.org/ebooks/67743,https://www.gutenberg.org/ebooks/67743.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1921,,,,,,Metadata-only role; full-text and edition audit required before activation.
69176,Cenno storico sull'antichissima città di Ruvo nella Peucezia,"Jatta, Giovanni",1767,1844,it,Ruvo di Puglia (Italy) -- History,Category: History - Ancient,383,False,Text,https://www.gutenberg.org/ebooks/69176,https://www.gutenberg.org/ebooks/69176.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1844,,,,,,Metadata-only role; full-text and edition audit required before activation.
48361,In faccia al destino,"Albertazzi, Adolfo",1865,1924,it,Fiction,Category: Novels;IT Romanzi,382,False,Text,https://www.gutenberg.org/ebooks/48361,https://www.gutenberg.org/ebooks/48361.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1924,,,,,,Metadata-only role; full-text and edition audit required before activation.
42294,Il 1859 da Plombières a Villafranca,"Panzini, Alfredo",1863,1939,it,"Cavour, Camillo Benso, conte di, 1810-1861;Italy -- History -- 1849-1870;Italy -- History -- War of 1859;Napoleon III, Emperor of the French, 1808-1873",Category: History - European;Category: History - Modern (1750+);Category: History - Warfare;IT Storia,381,False,Text,https://www.gutenberg.org/ebooks/42294,https://www.gutenberg.org/ebooks/42294.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1939,,,,,,Metadata-only role; full-text and edition audit required before activation.
53801,La moglie di Sua Eccellenza,"Rovetta, Gerolamo",1854,1910,it,Italian fiction -- 20th century,Category: Novels;IT Romanzi,380,False,Text,https://www.gutenberg.org/ebooks/53801,https://www.gutenberg.org/ebooks/53801.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1910,,,,,,Metadata-only role; full-text and edition audit required before activation.
56890,"Fra Tommaso Campanella, Vol. 1: la sua congiura, i suoi processi e la sua pazzia","Amabile, Luigi",1828,1892,it,"Campanella, Tommaso, 1568-1639;Philosophy, Renaissance",Category: Biographies;Category: History - European;Category: History - Modern (1750+);Category: Philosophy & Ethics;IT Biografie,379,False,Text,https://www.gutenberg.org/ebooks/56890,https://www.gutenberg.org/ebooks/56890.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1892,,,,,,Metadata-only role; full-text and edition audit required before activation.
19039,Margherita Pusterla: Racconto storico,"Cantù, Cesare",1804,1895,it,Fiction,Category: Historical Novels;IT Romanzi storici,377,False,Text,https://www.gutenberg.org/ebooks/19039,https://www.gutenberg.org/ebooks/19039.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1895,,,,,,Metadata-only role; full-text and edition audit required before activation.
57780,"Lettere di Lodovico Ariosto: Con prefazione storico-critica, documenti e note","Ariosto, Lodovico",1474,1533,it,"Ariosto, Lodovico, 1474-1533 -- Correspondence;Poets, Italian -- 16th century -- Correspondence","Category: Biographies;Category: Essays, Letters & Speeches;Category: History - Early Modern (c. 1450-1750);IT Narrativa varia",377,False,Text,https://www.gutenberg.org/ebooks/57780,https://www.gutenberg.org/ebooks/57780.txt.utf-8,historical_general_candidate,origins_through_1800,audit_then_deduplicate,,latest catalog author death year=1533,,,,,,Metadata-only role; full-text and edition audit required before activation.
29082,"Scritti di Giuseppe Mazzini, Politica ed Economia, Vol. I","Mazzini, Giuseppe",1805,1872,it,Italy -- Economic conditions;Italy -- Politics and government -- 1815-1870,"Category: Biographies;Category: Essays, Letters & Speeches;Category: History - European;Category: Politics;IT Scienze politiche",376,False,Text,https://www.gutenberg.org/ebooks/29082,https://www.gutenberg.org/ebooks/29082.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1872,,,,,,Metadata-only role; full-text and edition audit required before activation.
48624,"Della guerra nazionale d'insurrezione per bande, applicata all'Italia: Trattato dedicato ai buoni Italiani da un amico del Paese","Bianco, Carlo",1795,1843,it,Italy -- History -- 1789-1870;Nationalism -- Italy,Category: History - European;Category: History - Modern (1750+);Category: History - Warfare;Category: Politics;IT Scienze militari,376,False,Text,https://www.gutenberg.org/ebooks/48624,https://www.gutenberg.org/ebooks/48624.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1843,,,,,,Metadata-only role; full-text and edition audit required before activation.
49837,"Ahi, Giacometta, la tua ghirlandella!","Beltramelli, Antonio",1874,1930,it,Italian fiction -- 20th century,Category: Novels;Category: Romance;IT Romanzi,376,False,Text,https://www.gutenberg.org/ebooks/49837,https://www.gutenberg.org/ebooks/49837.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1930,,,,,,Metadata-only role; full-text and edition audit required before activation.
61179,Viaggi di Gulliver nelle lontane regioni,"Swift, Jonathan",1667,1745,it,"Fantasy fiction;Gulliver, Lemuel (Fictitious character) -- Fiction;Satire;Travelers -- Fiction;Voyages, Imaginary -- Early works to 1800",Category: Adventure;Category: British Literature;Category: Classics of Literature;Category: Humour;Category: Novels;IT Romanzi,376,False,Text,https://www.gutenberg.org/ebooks/61179,https://www.gutenberg.org/ebooks/61179.txt.utf-8,historical_general_candidate,origins_through_1800,audit_then_deduplicate,,latest catalog author death year=1745,,,,,,Metadata-only role; full-text and edition audit required before activation.
19059,Col fuoco non si scherza,"De Marchi, Emilio",1851,1901,it,Fiction,Category: Novels;IT Romanzi,375,False,Text,https://www.gutenberg.org/ebooks/19059,https://www.gutenberg.org/ebooks/19059.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1901,,,,,,Metadata-only role; full-text and edition audit required before activation.
45120,Della illustrazione delle lingue antiche e moderne e principalmente dell'italiana: procurata nel secolo XVIII. dagli Italiani - Parte II,"Lucchesini, Cesare",1756,1832,it,Language and languages,Category: History - Other;Category: Language & Communication;IT Linguistica,375,False,Text,https://www.gutenberg.org/ebooks/45120,https://www.gutenberg.org/ebooks/45120.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1832,,,,,,Metadata-only role; full-text and edition audit required before activation.
46748,I Barbarò: Le lagrime del prossimo. vol. 1,"Rovetta, Gerolamo",1854,1910,it,Italian fiction,Category: Novels;IT Romanzi,375,False,Text,https://www.gutenberg.org/ebooks/46748,https://www.gutenberg.org/ebooks/46748.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1910,,,,,,Metadata-only role; full-text and edition audit required before activation.
27428,La Francia dal primo impero al 1871. Volume 1,"Treitschke, Heinrich von",1834,1896,it,France -- History -- 1789-1900,Category: History - European;Category: History - Modern (1750+);IT Storia,374,False,Text,https://www.gutenberg.org/ebooks/27428,https://www.gutenberg.org/ebooks/27428.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1896,,,,,,Metadata-only role; full-text and edition audit required before activation.
48400,L'Illusione,"De Roberto, Federico",1861,1927,it,Italian fiction -- 19th century,Category: Novels;IT Romanzi,374,False,Text,https://www.gutenberg.org/ebooks/48400,https://www.gutenberg.org/ebooks/48400.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1927,,,,,,Metadata-only role; full-text and edition audit required before activation.
64766,Angiola Maria: Storia domestica,"Carcano, Giulio",1812,1884,it,Italian fiction -- 19th century,Category: Novels,374,False,Text,https://www.gutenberg.org/ebooks/64766,https://www.gutenberg.org/ebooks/64766.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1884,,,,,,Metadata-only role; full-text and edition audit required before activation.
11644,La notte del Commendatore,"Barrili, Anton Giulio",1836,1908,it,Fiction,Category: Novels;IT Romanzi,373,False,Text,https://www.gutenberg.org/ebooks/11644,https://www.gutenberg.org/ebooks/11644.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1908,,,,,,Metadata-only role; full-text and edition audit required before activation.
25183,L'Olimpia,"Porta, Giambattista della",,1615,it,Italian drama,Category: Plays/Films/Dramas;IT Teatro in prosa,373,False,Text,https://www.gutenberg.org/ebooks/25183,https://www.gutenberg.org/ebooks/25183.txt.utf-8,historical_general_candidate,origins_through_1800,audit_then_deduplicate,,latest catalog author death year=1615,,,,,,Metadata-only role; full-text and edition audit required before activation.
41600,"I Bagni di Lucca, Coreglia e Barga","Bonaventura, Arnaldo",1862,1952,it,Art -- Italy -- Bagni di Lucca;Art -- Italy -- Barga;Art -- Italy -- Coreglia;Bagni di Lucca (Italy) -- Description and travel;Barga (Italy) -- Description and travel;Coreglia (Italy) -- Description and travel,Category: History - European;Category: Travel Writing;IT Geografia,373,False,Text,https://www.gutenberg.org/ebooks/41600,https://www.gutenberg.org/ebooks/41600.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1952,,,,,,Metadata-only role; full-text and edition audit required before activation.
45215,"Storia della decadenza e rovina dell'impero romano, volume 01","Gibbon, Edward",1737,1794,it,"Byzantine Empire -- History -- To 527;Rome -- History -- Empire, 30 B.C.-476 A.D.",Category: History - Ancient;IT Storia,373,False,Text,https://www.gutenberg.org/ebooks/45215,https://www.gutenberg.org/ebooks/45215.txt.utf-8,historical_general_candidate,origins_through_1800,audit_then_deduplicate,,latest catalog author death year=1794,,,,,,Metadata-only role; full-text and edition audit required before activation.
47480,"Della storia d'Italia dalle origini fino ai nostri giorni, sommario. v. 2","Balbo, Cesare, conte",1789,1853,it,Italy -- History,Category: History - Early Modern (c. 1450-1750);Category: History - European;Category: History - Modern (1750+);IT Storia,373,False,Text,https://www.gutenberg.org/ebooks/47480,https://www.gutenberg.org/ebooks/47480.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1853,,,,,,Metadata-only role; full-text and edition audit required before activation.
58247,Il Conte di Virtù vol. 1/2: Storia italiana del secolo XIV,"Belgiojoso, Carlo",1815,1881,it,"Giangaleazzo Visconti, Duke of Milan, 1351-1402 -- Fiction",Category: Historical Novels;IT Romanzi storici,373,False,Text,https://www.gutenberg.org/ebooks/58247,https://www.gutenberg.org/ebooks/58247.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1881,,,,,,Metadata-only role; full-text and edition audit required before activation.
78880,"La storia di Girolamo Savonarola e de' suoi tempi, volume 1 (of 2)","Villari, Pasquale",1827,1917,it,"Savonarola, Girolamo, 1452-1498",,373,False,Text,https://www.gutenberg.org/ebooks/78880,https://www.gutenberg.org/ebooks/78880.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1917,,,,,,Metadata-only role; full-text and edition audit required before activation.
36061,Maternità,"Negri, Ada",1870,1945,it,Italian poetry,Category: Poetry;IT Poesia,372,False,Text,https://www.gutenberg.org/ebooks/36061,https://www.gutenberg.org/ebooks/36061.txt.utf-8,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,poetry,latest catalog author death year=1945,,,,,,Metadata-only role; full-text and edition audit required before activation.
40377,Infedele: Commedia in tre atti,"Bracco, Roberto",1861,1943,it,Italian drama,Category: Plays/Films/Dramas;IT Teatro in prosa,372,False,Text,https://www.gutenberg.org/ebooks/40377,https://www.gutenberg.org/ebooks/40377.txt.utf-8,date_and_role_review,author_died_after_1900_review,review_work_publication_date,,latest catalog author death year=1943,,,,,,Metadata-only role; full-text and edition audit required before activation.
66347,"Storia degli Italiani, vol. 06 (di 15)","Cantù, Cesare",1804,1895,it,Italy -- History,Category: History - European;Category: History - Medieval/Middle Ages,372,False,Text,https://www.gutenberg.org/ebooks/66347,https://www.gutenberg.org/ebooks/66347.txt.utf-8,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,,latest catalog author death year=1895,,,,,,Metadata-only role; full-text and edition audit required before activation.
67708,La sesta crociata: ovvero l'istoria della santa vita e delle grandi cavallerie di re Luigi IX di Francia,"Joinville, Jean, sire de",,,it,"France -- History -- Louis IX, 1226-1270;Louis IX, King of France, 1214-1270",Category: History - European;Category: History - Medieval/Middle Ages;Category: History - Religious;Category: History - Warfare,372,False,Text,https://www.gutenberg.org/ebooks/67708,https://www.gutenberg.org/ebooks/67708.txt.utf-8,date_and_role_review,unknown,review_missing_period_evidence,,one or more authors have no death year,,,,,,Metadata-only role; full-text and edition audit required before activation.
